,Language,comm_cost,complexity,dlsav,iff,informativity,name,optimality,sav,simplicity
0,artificial,0.27083333333333326,8,False,1.0,0.7291666666666667,sampled_lang_9396,0.9999509401852054,1.0,
1,artificial,0.33333333333333337,4,True,1.0,0.6666666666666666,sampled_lang_439285,0.9999527454565903,1.0,
2,artificial,0.5208333333333333,3,False,1.0,0.4791666666666667,sampled_lang_36348,0.9999556988655535,0.5,
3,artificial,0.5208333333333333,3,False,1.0,0.4791666666666667,sampled_lang_35858,0.9999556988655535,0.5,
4,artificial,0.08333333333333337,18,True,1.0,0.9166666666666666,sampled_lang_437806,0.9999873045057247,1.0,
5,artificial,0.27083333333333326,8,False,1.0,0.7291666666666667,sampled_lang_9498,0.9999509401852054,1.0,
6,artificial,0.0625,22,True,1.0,0.9375,sampled_lang_454847,0.9999861905368359,1.0,
7,artificial,1.1102230246251565e-16,24,True,1.0,0.9999999999999999,sampled_lang_839227,0.9999999999999999,1.0,
8,artificial,0.08333333333333337,18,True,1.0,0.9166666666666666,sampled_lang_42040,0.9999873045057247,1.0,
9,artificial,0.14583333333333348,16,True,1.0,0.8541666666666665,sampled_lang_13186,0.9999463670091621,1.0,
10,artificial,0.22916666666666663,10,True,1.0,0.7708333333333334,sampled_lang_437975,0.9999621973045594,1.0,
11,artificial,0.16666666666666674,12,True,1.0,0.8333333333333333,sampled_lang_442020,0.9999746090114494,1.0,
12,artificial,0.5833333333333333,1,False,1.0,0.4166666666666667,sampled_lang_34030,0.9999619135171742,0.0,
13,artificial,0.14583333333333348,16,True,1.0,0.8541666666666665,sampled_lang_454637,0.9999463670091621,1.0,
14,artificial,0.08333333333333326,20,True,1.0,0.9166666666666667,sampled_lang_39576,0.9998342864420307,1.0,
