bootstrap_sample_percent,low,high
1,-1.0,
3,0.1367305719135009,0.9449148085425969
10,0.3482483213192139,0.7456777489788446
31,0.40961464821766463,0.6490820891755259
100,0.5014087685353308,0.6035060704537853
