,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.4927428824140416,0.7530744125596611,132122
cogsci universal false,38.57681452315412,0.7343947980016342,0.7676710355751142,28699
population,43.969860901250456,0.5358664068632636,0.7556792246421659,160821
