,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.8432155995008209,0.8814161558479128,132122
cogsci universal false,38.57681452315412,0.9246964401047537,0.8415827414915031,28699
population,43.969860901250456,0.8577561050597482,0.8743077610573404,160821
