,optimality,natural,dp_medium,original_name
125,0.779854280965273,False,False,Hungarian
126,0.7555502005218865,False,False,Hungarian
127,0.779854280965273,False,False,Hungarian
128,0.7555502005218865,False,False,Hungarian
129,0.8199471229004277,False,True,Hungarian
130,0.782714302150894,False,False,Hungarian
131,0.7400341935424614,False,False,Hungarian
132,0.7555502005218865,False,False,Hungarian
133,0.7400341935424614,False,False,Hungarian
134,0.7555502005218865,False,False,Hungarian
135,0.782714302150894,False,False,Hungarian
136,0.782714302150894,False,False,Hungarian
137,0.8058278460359829,False,False,Hungarian
138,0.8199471229004277,False,True,Hungarian
139,0.8058278460359829,False,False,Hungarian
140,0.8199471229004277,False,True,Hungarian
141,0.782714302150894,False,False,Hungarian
142,0.7400341935424614,False,False,Hungarian
143,0.8058278460359829,False,False,Hungarian
144,0.779854280965273,False,False,Hungarian
145,0.8058278460359829,False,False,Hungarian
146,0.779854280965273,False,False,Hungarian
147,0.7400341935424614,False,False,Hungarian
148,0.8641686992490963,False,False,Hungarian
149,0.8145058436765156,False,False,Hungarian
150,0.7952726694562025,False,False,Hungarian
151,0.8145058436765156,False,False,Hungarian
152,0.7952726694562025,False,False,Hungarian
153,0.8641686992490963,False,False,Hungarian
154,0.8280822964524717,False,False,Hungarian
155,0.7772069756999892,False,False,Hungarian
156,0.7952726694562025,False,False,Hungarian
157,0.7772069756999892,False,False,Hungarian
158,0.7952726694562025,False,False,Hungarian
159,0.8280822964524717,False,False,Hungarian
160,0.8280822964524717,False,False,Hungarian
161,0.8469272963371707,False,False,Hungarian
162,0.8641686992490963,False,False,Hungarian
163,0.8469272963371707,False,False,Hungarian
164,0.8641686992490963,False,False,Hungarian
165,0.8280822964524717,False,False,Hungarian
166,0.7772069756999892,False,False,Hungarian
167,0.8469272963371707,False,False,Hungarian
168,0.8145058436765156,False,False,Hungarian
169,0.8469272963371707,False,False,Hungarian
170,0.8145058436765156,False,False,Hungarian
171,0.7772069756999892,False,False,Hungarian
172,0.7269118753139817,False,False,Hungarian
173,0.7567485455086169,False,False,Hungarian
174,0.7371889927471481,False,True,Hungarian
175,0.7567485455086169,False,False,Hungarian
176,0.7371889927471481,False,True,Hungarian
177,0.7269118753139817,False,False,Hungarian
178,0.6891188338783,False,False,Hungarian
179,0.7189554282887369,False,False,Hungarian
180,0.7371889927471481,False,True,Hungarian
181,0.7189554282887369,False,False,Hungarian
182,0.7371889927471481,False,True,Hungarian
183,0.6891188338783,False,False,Hungarian
184,0.6891188338783,False,False,Hungarian
185,0.7086784168397062,False,False,Hungarian
186,0.7269118753139817,False,False,Hungarian
187,0.7086784168397062,False,False,Hungarian
188,0.7269118753139817,False,False,Hungarian
189,0.6891188338783,False,False,Hungarian
190,0.7189554282887369,False,False,Hungarian
191,0.7086784168397062,False,False,Hungarian
192,0.7567485455086169,False,False,Hungarian
193,0.7086784168397062,False,False,Hungarian
194,0.7567485455086169,False,False,Hungarian
195,0.7189554282887369,False,False,Hungarian
196,0.7010534659238322,False,False,Hungarian
197,0.7826069828560163,False,False,Hungarian
198,0.7113305533661574,False,False,Hungarian
199,0.7826069828560163,False,False,Hungarian
200,0.8543713176493866,False,True,Russian
201,0.8026118008128051,False,False,Russian
202,0.7727506506525796,False,False,Russian
203,0.8026118008128051,False,False,Russian
204,0.7727506506525796,False,False,Russian
205,0.8543713176493866,False,True,Russian
206,0.8252888378414085,False,False,Russian
207,0.7735294658065707,False,False,Russian
208,0.7539537026719176,False,False,Russian
209,0.7735294658065707,False,False,Russian
210,0.7539537026719176,False,False,Russian
211,0.8252888378414085,False,False,Russian
212,0.6987779872878557,False,False,Russian
213,0.7282103826220845,False,False,Russian
214,0.7086508037605815,False,True,Russian
215,0.7282103826220845,False,False,Russian
216,0.7086508037605815,False,True,Russian
217,0.6987779872878557,False,False,Russian
218,0.6350538041062684,False,False,Russian
219,0.7166071875354116,False,False,Russian
220,0.64533084810523,False,False,Russian
221,0.7166071875354116,False,False,Russian
222,0.64533084810523,False,False,Russian
223,0.6350538041062684,False,False,Russian
224,0.8496431700654401,False,True,Russian
225,0.7978838714129857,False,False,Russian
226,0.7680226011418809,False,False,Russian
227,0.7978838714129857,False,False,Russian
228,0.7680226011418809,False,False,Russian
229,0.8496431700654401,False,True,Russian
230,0.7969207101394743,False,False,Russian
231,0.7451613179517838,False,False,Russian
232,0.7634098330544922,False,False,Russian
233,0.7451613179517838,False,False,Russian
234,0.7634098330544922,False,False,Russian
235,0.7969207101394743,False,False,Russian
236,0.6282576280681271,False,False,Russian
237,0.6580942886228476,False,False,Russian
238,0.6763278099076566,False,True,Russian
239,0.6580942886228476,False,False,Russian
240,0.6763278099076566,False,True,Russian
241,0.6282576280681271,False,False,Russian
242,0.6521764824052128,False,False,Russian
243,0.7225745477645498,False,False,Russian
244,0.691522104992663,False,False,Russian
245,0.7225745477645498,False,False,Russian
246,0.691522104992663,False,False,Russian
247,0.6521764824052128,False,False,Russian
248,0.788241434545407,False,False,Russian
249,0.7417319738837131,False,False,Russian
250,0.7235162412582443,False,False,Russian
251,0.7417319738837131,False,False,Russian
252,0.7235162412582443,False,False,Russian
253,0.788241434545407,False,False,Russian
254,0.7673523906497935,False,False,Russian
255,0.7197017656907678,False,False,Russian
256,0.7367423790314567,False,False,Russian
257,0.7197017656907678,False,False,Russian
258,0.7367423790314567,False,False,Russian
259,0.7673523906497935,False,False,Russian
260,0.6750798064104857,False,False,Russian
261,0.6907809605751374,False,False,Russian
262,0.7063854493640896,False,False,Russian
263,0.6907809605751374,False,False,Russian
264,0.7063854493640896,False,False,Russian
265,0.6750798064104857,False,False,Russian
266,0.653622769870936,False,False,Russian
267,0.7140103691351024,False,False,Russian
268,0.6847196589686295,False,False,Russian
269,0.7140103691351024,False,False,Russian
270,0.6847196589686295,False,False,Russian
271,0.653622769870936,False,False,Russian
272,0.7741942243471984,False,False,Russian
273,0.8001486840248654,False,False,Russian
274,0.783273137528772,False,True,Russian
275,0.8001486840248654,False,False,Russian
276,0.783273137528772,False,True,Russian
277,0.7741942243471984,False,False,Russian
278,0.6869908927215507,False,False,Russian
279,0.7132091270297174,False,False,Russian
280,0.7314426841548696,False,True,Russian
281,0.7132091270297174,False,False,Russian
282,0.7314426841548696,False,True,Russian
283,0.6869908927215507,False,False,Russian
284,0.7795017153871378,False,False,Russian
285,0.7990773710003845,False,False,Russian
286,0.8173258796127701,False,False,Russian
287,0.7990773710003845,False,False,Russian
288,0.8173258796127701,False,False,Russian
289,0.7795017153871378,False,False,Russian
290,0.6733440739346003,False,False,Russian
291,0.6630670653886443,False,False,Russian
292,0.711137168295376,False,False,Russian
293,0.6630670653886443,False,False,Russian
294,0.711137168295376,False,False,Russian
295,0.6733440739346003,False,False,Russian
296,0.6782682044273369,False,False,Russian
297,0.7540687656317835,False,False,Russian
298,0.6865287051266393,False,False,Russian
299,0.7540687656317835,False,False,Russian
300,0.7644183930631243,False,True,Tlingit
301,0.716632461859136,False,False,Tlingit
302,0.6882709100472066,False,False,Tlingit
303,0.716632461859136,False,False,Tlingit
304,0.6882709100472066,False,False,Tlingit
305,0.7644183930631243,False,True,Tlingit
306,0.7550987923548753,False,False,Tlingit
307,0.7069159650624808,False,False,Tlingit
308,0.6882709100472066,False,False,Tlingit
309,0.7069159650624808,False,False,Tlingit
310,0.6882709100472066,False,False,Tlingit
311,0.7550987923548753,False,False,Tlingit
312,0.7550987923548753,False,False,Tlingit
313,0.7818421243277675,False,False,Tlingit
314,0.7644183930631243,False,True,Tlingit
315,0.7818421243277675,False,False,Tlingit
316,0.7644183930631243,False,True,Tlingit
317,0.7550987923548753,False,False,Tlingit
318,0.7069159650624808,False,False,Tlingit
319,0.7818421243277675,False,False,Tlingit
320,0.716632461859136,False,False,Tlingit
321,0.7818421243277675,False,False,Tlingit
322,0.716632461859136,False,False,Tlingit
323,0.7069159650624808,False,False,Tlingit
324,0.7976361445372904,False,True,Tlingit
325,0.7517678760857895,False,False,Tlingit
326,0.7241121208060223,False,False,Tlingit
327,0.7517678760857895,False,False,Tlingit
328,0.7241121208060223,False,False,Tlingit
329,0.7976361445372904,False,True,Tlingit
330,0.7550987923548753,False,False,Tlingit
331,0.7069159650624808,False,False,Tlingit
332,0.7241121208060223,False,False,Tlingit
333,0.7069159650624808,False,False,Tlingit
334,0.7241121208060223,False,False,Tlingit
335,0.7550987923548753,False,False,Tlingit
336,0.7550987923548753,False,False,Tlingit
337,0.7818421243277675,False,False,Tlingit
338,0.7976361445372904,False,True,Tlingit
339,0.7818421243277675,False,False,Tlingit
340,0.7976361445372904,False,True,Tlingit
341,0.7550987923548753,False,False,Tlingit
342,0.7069159650624808,False,False,Tlingit
343,0.7818421243277675,False,False,Tlingit
344,0.7517678760857895,False,False,Tlingit
345,0.7818421243277675,False,False,Tlingit
346,0.7517678760857895,False,False,Tlingit
347,0.7069159650624808,False,False,Tlingit
348,0.7976361445372904,False,True,Tlingit
349,0.7517678760857895,False,False,Tlingit
350,0.7337125131818731,False,True,Tlingit
351,0.7517678760857895,False,False,Tlingit
352,0.7337125131818731,False,True,Tlingit
353,0.7976361445372904,False,True,Tlingit
354,0.7644183930631243,False,True,Tlingit
355,0.716632461859136,False,False,Tlingit
356,0.7337125131818731,False,True,Tlingit
357,0.716632461859136,False,False,Tlingit
358,0.7337125131818731,False,True,Tlingit
359,0.7644183930631243,False,True,Tlingit
360,0.7644183930631243,False,True,Tlingit
361,0.7818421243277675,False,False,Tlingit
362,0.7976361445372904,False,True,Tlingit
363,0.7818421243277675,False,False,Tlingit
364,0.7976361445372904,False,True,Tlingit
365,0.7644183930631243,False,True,Tlingit
366,0.716632461859136,False,False,Tlingit
367,0.7818421243277675,False,False,Tlingit
368,0.7517678760857895,False,False,Tlingit
369,0.7818421243277675,False,False,Tlingit
370,0.7517678760857895,False,False,Tlingit
371,0.716632461859136,False,False,Tlingit
372,0.7241121208060223,False,False,Tlingit
373,0.7517678760857895,False,False,Tlingit
374,0.7337125131818731,False,True,Tlingit
375,0.7517678760857895,False,False,Tlingit
376,0.7337125131818731,False,True,Tlingit
377,0.7241121208060223,False,False,Tlingit
378,0.6882709100472066,False,False,Tlingit
379,0.716632461859136,False,False,Tlingit
380,0.7337125131818731,False,True,Tlingit
381,0.716632461859136,False,False,Tlingit
382,0.7337125131818731,False,True,Tlingit
383,0.6882709100472066,False,False,Tlingit
384,0.6882709100472066,False,False,Tlingit
385,0.7069159650624808,False,False,Tlingit
386,0.7241121208060223,False,False,Tlingit
387,0.7069159650624808,False,False,Tlingit
388,0.7241121208060223,False,False,Tlingit
389,0.6882709100472066,False,False,Tlingit
390,0.716632461859136,False,False,Tlingit
391,0.7069159650624808,False,False,Tlingit
392,0.7517678760857895,False,False,Tlingit
393,0.7069159650624808,False,False,Tlingit
394,0.7517678760857895,False,False,Tlingit
395,0.716632461859136,False,False,Tlingit
396,0.7241121208060223,False,False,Tlingit
397,0.7976361445372904,False,True,Tlingit
398,0.7337125131818731,False,True,Tlingit
399,0.7976361445372904,False,True,Tlingit
400,0.8111546580872211,False,True,Hebrew
401,0.7707851039864292,False,False,Hebrew
402,0.7459390637134553,False,False,Hebrew
403,0.7707851039864292,False,False,Hebrew
404,0.7459390637134553,False,False,Hebrew
405,0.8111546580872211,False,True,Hebrew
406,0.7424103389383727,False,False,Hebrew
407,0.6906935840709807,False,False,Hebrew
408,0.6711340063324464,False,False,Hebrew
409,0.6906935840709807,False,False,Hebrew
410,0.6711340063324464,False,False,Hebrew
411,0.7424103389383727,False,False,Hebrew
412,0.8425235677037679,False,False,Hebrew
413,0.8706798860725479,False,False,Hebrew
414,0.8523348557954206,False,True,Hebrew
415,0.8706798860725479,False,False,Hebrew
416,0.8523348557954206,False,True,Hebrew
417,0.8425235677037679,False,False,Hebrew
418,0.6832343851112133,False,False,Hebrew
419,0.7647878769487012,False,False,Hebrew
420,0.6935114441196641,False,False,Hebrew
421,0.7647878769487012,False,False,Hebrew
422,0.6935114441196641,False,False,Hebrew
423,0.6832343851112133,False,False,Hebrew
424,0.8148128342863489,False,True,Hebrew
425,0.7745874966524747,False,False,Hebrew
426,0.7499591607472238,False,False,Hebrew
427,0.7745874966524747,False,False,Hebrew
428,0.7499591607472238,False,False,Hebrew
429,0.8148128342863489,False,True,Hebrew
430,0.7235138793072076,False,False,Hebrew
431,0.6717970035327914,False,False,Hebrew
432,0.6900305498861432,False,False,Hebrew
433,0.6717970035327914,False,False,Hebrew
434,0.6900305498861432,False,False,Hebrew
435,0.7235138793072076,False,False,Hebrew
436,0.703125435743468,False,False,Hebrew
437,0.7329621027788511,False,False,Hebrew
438,0.7511956476295075,False,True,Hebrew
439,0.7329621027788511,False,False,Hebrew
440,0.7511956476295075,False,True,Hebrew
441,0.703125435743468,False,False,Hebrew
442,0.7703218220604751,False,False,Hebrew
443,0.8501283482047485,False,False,Hebrew
444,0.8177890443389428,False,False,Hebrew
445,0.8501283482047485,False,False,Hebrew
446,0.8177890443389428,False,False,Hebrew
447,0.7703218220604751,False,False,Hebrew
448,0.754427860425529,False,True,Hebrew
449,0.7027110980630595,False,False,Hebrew
450,0.6831515163208217,False,True,Hebrew
451,0.7027110980630595,False,False,Hebrew
452,0.6831515163208217,False,True,Hebrew
453,0.754427860425529,False,True,Hebrew
454,0.7260831454476292,False,False,Hebrew
455,0.6743663233828829,False,False,Hebrew
456,0.6925998168556653,False,False,Hebrew
457,0.6743663233828829,False,False,Hebrew
458,0.6925998168556653,False,False,Hebrew
459,0.7260831454476292,False,False,Hebrew
460,0.776209331438005,False,True,Hebrew
461,0.7914839422928374,False,False,Hebrew
462,0.8056032219057033,False,True,Hebrew
463,0.7914839422928374,False,False,Hebrew
464,0.8056032219057033,False,True,Hebrew
465,0.776209331438005,False,True,Hebrew
466,0.7384951823111163,False,False,Hebrew
467,0.7964898642649167,False,False,Hebrew
468,0.7702146788385444,False,False,Hebrew
469,0.7964898642649167,False,False,Hebrew
470,0.7702146788385444,False,False,Hebrew
471,0.7384951823111163,False,False,Hebrew
472,0.8385006261074082,False,False,Hebrew
473,0.8667970948673147,False,False,Hebrew
474,0.8483513359174766,False,True,Hebrew
475,0.8667970948673147,False,False,Hebrew
476,0.8483513359174766,False,True,Hebrew
477,0.8385006261074082,False,False,Hebrew
478,0.6853063578873353,False,False,Hebrew
479,0.715142992679968,False,False,Hebrew
480,0.7333765440629243,False,True,Hebrew
481,0.715142992679968,False,False,Hebrew
482,0.7333765440629243,False,True,Hebrew
483,0.6853063578873353,False,False,Hebrew
484,0.767991957736819,False,False,Hebrew
485,0.7835863692837147,False,False,Hebrew
486,0.7977092610968213,False,False,Hebrew
487,0.7835863692837147,False,False,Hebrew
488,0.7977092610968213,False,False,Hebrew
489,0.767991957736819,False,False,Hebrew
490,0.788660085321276,False,False,Hebrew
491,0.7806695093391112,False,False,Hebrew
492,0.8179254988059277,False,False,Hebrew
493,0.7806695093391112,False,False,Hebrew
494,0.8179254988059277,False,False,Hebrew
495,0.788660085321276,False,False,Hebrew
496,0.6877927807719433,False,False,Hebrew
497,0.7693462620270949,False,True,Hebrew
498,0.6980698711505404,False,True,Hebrew
499,0.7693462620270949,False,True,Hebrew
500,0.9187080766359006,False,True,Basque
501,0.9187080766359006,False,True,Basque
502,0.9187080766359006,False,True,Basque
503,0.9187080766359006,False,True,Basque
504,0.9187080766359006,False,True,Basque
505,0.9187080766359006,False,True,Basque
506,0.8017311042150339,False,False,Basque
507,0.8017311042150339,False,False,Basque
508,0.8017311042150339,False,False,Basque
509,0.8017311042150339,False,False,Basque
510,0.8017311042150339,False,False,Basque
511,0.8017311042150339,False,False,Basque
512,0.8086623978503705,False,False,Basque
513,0.8086623978503705,False,False,Basque
514,0.8086623978503705,False,False,Basque
515,0.8086623978503705,False,False,Basque
516,0.8086623978503705,False,False,Basque
517,0.8086623978503705,False,False,Basque
518,0.6838698471815681,False,False,Basque
519,0.6838698471815681,False,False,Basque
520,0.6838698471815681,False,False,Basque
521,0.6838698471815681,False,False,Basque
522,0.6838698471815681,False,False,Basque
523,0.6838698471815681,False,False,Basque
524,0.9141379403567688,False,True,Basque
525,0.9141379403567688,False,True,Basque
526,0.9141379403567688,False,True,Basque
527,0.9141379403567688,False,True,Basque
528,0.9141379403567688,False,True,Basque
529,0.9141379403567688,False,True,Basque
530,0.8010893319176748,False,False,Basque
531,0.8010893319176748,False,False,Basque
532,0.8010893319176748,False,False,Basque
533,0.8010893319176748,False,False,Basque
534,0.8010893319176748,False,False,Basque
535,0.8010893319176748,False,False,Basque
536,0.668122736515562,False,True,Basque
537,0.668122736515562,False,True,Basque
538,0.668122736515562,False,True,Basque
539,0.668122736515562,False,True,Basque
540,0.668122736515562,False,True,Basque
541,0.668122736515562,False,True,Basque
542,0.7993565104616239,False,False,Basque
543,0.7993565104616239,False,False,Basque
544,0.7993565104616239,False,False,Basque
545,0.7993565104616239,False,False,Basque
546,0.7993565104616239,False,False,Basque
547,0.7993565104616239,False,False,Basque
548,0.7707275790544523,False,False,Basque
549,0.7707275790544523,False,False,Basque
550,0.7707275790544523,False,False,Basque
551,0.7707275790544523,False,False,Basque
552,0.7707275790544523,False,False,Basque
553,0.7707275790544523,False,False,Basque
554,0.7746229126597981,False,False,Basque
555,0.7746229126597981,False,False,Basque
556,0.7746229126597981,False,False,Basque
557,0.7746229126597981,False,False,Basque
558,0.7746229126597981,False,False,Basque
559,0.7746229126597981,False,False,Basque
560,0.7644010521453573,False,False,Basque
561,0.7644010521453573,False,False,Basque
562,0.7644010521453573,False,False,Basque
563,0.7644010521453573,False,False,Basque
564,0.7644010521453573,False,False,Basque
565,0.7644010521453573,False,False,Basque
566,0.7642352591429701,False,False,Basque
567,0.7642352591429701,False,False,Basque
568,0.7642352591429701,False,False,Basque
569,0.7642352591429701,False,False,Basque
570,0.7642352591429701,False,False,Basque
571,0.7642352591429701,False,False,Basque
572,0.8929854353517426,False,False,Basque
573,0.8929854353517426,False,False,Basque
574,0.8929854353517426,False,False,Basque
575,0.8929854353517426,False,False,Basque
576,0.8929854353517426,False,False,Basque
577,0.8929854353517426,False,False,Basque
578,0.7311111702747679,False,True,Basque
579,0.7311111702747679,False,True,Basque
580,0.7311111702747679,False,True,Basque
581,0.7311111702747679,False,True,Basque
582,0.7311111702747679,False,True,Basque
583,0.7311111702747679,False,True,Basque
584,0.8793654168061225,False,False,Basque
585,0.8793654168061225,False,False,Basque
586,0.8793654168061225,False,False,Basque
587,0.8793654168061225,False,False,Basque
588,0.8793654168061225,False,False,Basque
589,0.8793654168061225,False,False,Basque
590,0.7445099859013473,False,False,Basque
591,0.7445099859013473,False,False,Basque
592,0.7445099859013473,False,False,Basque
593,0.7445099859013473,False,False,Basque
594,0.7445099859013473,False,False,Basque
595,0.7445099859013473,False,False,Basque
596,0.7292049445600406,False,False,Basque
597,0.7292049445600406,False,False,Basque
598,0.7292049445600406,False,False,Basque
599,0.7292049445600406,False,False,Basque
