,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.819098707609172,0.8568347071013297,132122
cogsci universal false,38.57681452315412,0.9027560127332904,0.8240918977135578,28699
population,43.969860901250456,0.8340276099276321,0.8509916524839624,160821
