,complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,optimality,natural,dominant,name
116,3,,0.4722222362955411,0.5277777637044588,1.0,0.5,False,0.9999716637143788,False,True,sampled_lang_253
135,14,,0.7777778009573617,0.2222221990426383,1.0,1.0,True,0.9999426923898456,True,True,Lillooet-Salish
286,16,,0.833333358168602,0.166666641831398,1.0,1.0,True,0.9999692003812962,False,True,sampled_lang_654
344,16,,0.833333358168602,0.166666641831398,1.0,1.0,True,0.9999692003812962,True,True,Gitksan
573,20,,0.9166666939854622,0.0833333060145378,1.0,1.0,True,0.9999836827939662,True,True,Javanese-Paciran
626,1,,0.416666679084301,0.583333320915699,1.0,0.0,False,0.9999794860268664,False,True,sampled_lang_63
832,4,,0.6666666865348816,0.3333333134651184,1.0,1.0,True,0.9999433006857714,False,True,sampled_lang_251
1345,10,,0.7222222437461217,0.2777777562538783,1.0,1.0,False,0.9999231760637272,False,True,sampled_lang_626
1723,12,,0.7569444670031467,0.2430555329968533,1.0,1.0,False,0.9999499558805106,False,True,sampled_lang_644
