complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,optimality,natural,dominant,name
28,,0.5324074232743845,0.4675925767256155,0.2,0.0,False,0.7570849186411046,False,False,sampled_lang_724
56,,0.5269014707293421,0.4730985292706579,0.4,0.3,False,0.5253200908086647,False,False,sampled_lang_1773
46,,0.5989583511836827,0.4010416488163173,0.6,0.5,False,0.6429076814510672,False,False,sampled_lang_1799
16,,0.416666679084301,0.583333320915699,0.3333333333333333,0.3333333333333333,False,0.8604694747484332,False,False,sampled_lang_341
32,,0.4818287180633181,0.5181712819366819,0.0,0.0,False,0.7081013943097627,False,False,sampled_lang_894
24,,0.4894676071798636,0.5105323928201364,0.0,0.0,False,0.7891586665030025,False,False,sampled_lang_678
21,,0.4785879772259958,0.5214120227740042,0.4,0.0,False,0.8188424484580903,False,False,sampled_lang_744
40,,0.48937501458451155,0.5106249854154885,0.0,0.0,False,0.6410144562039132,False,False,sampled_lang_1077
62,,0.487547964265511,0.512452035734489,0.1,0.1,False,0.4561652530344139,False,False,sampled_lang_1713
30,,0.483125014398247,0.5168749856017529,0.16666666666666666,0.16666666666666666,False,0.7283339052406235,False,False,sampled_lang_924
38,,0.6289352039289143,0.37106479607108567,0.7777777777777778,0.6666666666666666,False,0.726631982625757,False,False,sampled_lang_1638
20,,0.6562500195577741,0.34374998044222593,0.75,0.75,False,0.885031929281156,False,False,sampled_lang_598
18,,0.4648148286673757,0.5351851713326243,0.0,0.0,False,0.8483762085862987,False,False,sampled_lang_280
20,,0.451388902341326,0.548611097658674,0.75,0.75,False,0.8273654090919429,False,False,sampled_lang_604
36,,0.4860185330029991,0.5139814669970009,0.14285714285714285,0.14285714285714285,False,0.6696171105985054,False,False,sampled_lang_1098
42,,0.5638194612475733,0.4361805387524267,0.5555555555555556,0.5555555555555556,False,0.6638899572982886,False,False,sampled_lang_2055
22,,0.514814830157492,0.48518516984250804,0.6666666666666666,0.5,False,0.8106382970383912,False,False,sampled_lang_1008
24,,0.48854168122634295,0.511458318773657,0.2,0.2,False,0.7891106491867632,False,False,sampled_lang_699
38,,0.552414037627242,0.44758596237275805,0.6,0.4,False,0.6912121319096656,False,False,sampled_lang_1793
2,,0.2500000074505806,0.7499999925494194,1.0,1.0,True,0.9309113413539215,False,False,sampled_lang_18
52,,0.48738427378444216,0.5126157262155578,0.2222222222222222,0.1111111111111111,False,0.5438459454347541,False,False,sampled_lang_2066
44,,0.5006944593663016,0.49930554063369836,0.25,0.125,False,0.6164334978139261,False,False,sampled_lang_1331
50,,0.46961310923365607,0.5303868907663439,0.0,0.0,False,0.552080724066456,False,False,sampled_lang_1489
18,,0.5243055711810787,0.4756944288189213,0.3333333333333333,0.3333333333333333,False,0.8514610137968759,False,False,sampled_lang_352
32,,0.5684027947175005,0.43159720528249945,0.5714285714285714,0.42857142857142855,False,0.7457820103634367,False,False,sampled_lang_1183
48,,0.55370372020536,0.44629627979464004,0.3333333333333333,0.2222222222222222,False,0.6074230097617201,False,False,sampled_lang_1550
12,,0.3953703821533256,0.6046296178466743,0.3333333333333333,0.0,False,0.8907492321670988,False,False,sampled_lang_316
16,,0.23611111814777058,0.7638888818522294,0.0,0.0,False,0.8003775085713193,False,False,sampled_lang_123
8,,0.3333333432674408,0.6666666567325592,1.0,1.0,True,0.9071523251764495,False,False,sampled_lang_246
50,,0.48080027887922905,0.519199721120771,0.0,0.0,False,0.5575543902900794,False,False,sampled_lang_1495
30,,0.5085648299712273,0.4914351700287727,0.16666666666666666,0.16666666666666666,False,0.7296530459415387,False,False,sampled_lang_914
32,,0.577314832020137,0.422685167979863,0.5714285714285714,0.5714285714285714,False,0.7510069012622274,False,False,sampled_lang_1175
48,,0.48370371811919743,0.5162962818808026,0.125,0.125,False,0.575458756773077,False,False,sampled_lang_1303
38,,0.4744444585839907,0.5255555414160094,0.16666666666666666,0.16666666666666666,False,0.6475714671181382,False,False,sampled_lang_910
10,,0.6666666865348816,0.3333333134651184,1.0,1.0,True,0.9627895218842255,False,False,sampled_lang_421
44,,0.4729166807606816,0.5270833192393184,0.0,0.0,False,0.6015525475474219,False,False,sampled_lang_1083
3,,0.47222223629554116,0.5277777637044588,1.0,0.5,False,0.9999716637143787,False,True,sampled_lang_253
13,,0.543981497693393,0.456018502306607,1.0,0.75,False,0.902894508154912,False,False,sampled_lang_640
32,,0.4145833456888795,0.5854166543111206,0.0,0.0,False,0.7029981592236703,False,False,sampled_lang_682
36,,0.47511575490029323,0.5248842450997068,0.0,0.0,False,0.6674227202234204,False,False,sampled_lang_680
17,,0.515046311645872,0.484953688354128,0.6,0.4,False,0.8610635380833823,False,False,sampled_lang_782
26,,0.5729166837409139,0.42708331625908613,0.7142857142857143,0.5714285714285714,False,0.7946343557030126,False,False,sampled_lang_1216
34,,0.5694444614152113,0.4305555385847887,0.42857142857142855,0.42857142857142855,False,0.7315406615827644,False,False,sampled_lang_2023
32,,0.45833334699273104,0.5416666530072689,0.2,0.2,False,0.7068830743947059,False,False,sampled_lang_705
44,,0.6232639074636003,0.3767360925363997,0.5555555555555556,0.5555555555555556,False,0.6698082205380567,False,False,sampled_lang_1593
8,,0.4666666805744171,0.5333333194255829,0.6666666666666666,0.6666666666666666,False,0.9492719488702446,False,False,sampled_lang_384
18,,0.4984953852266901,0.5015046147733099,0.25,0.25,False,0.8501226591915194,False,False,sampled_lang_1967
25,,0.6143518701609638,0.3856481298390362,1.0,0.7777777777777778,False,0.8232713019248095,False,False,sampled_lang_1664
8,,0.2222222288449605,0.7777777711550395,0.0,0.0,False,0.8682922208041599,False,False,sampled_lang_35
28,,0.5317592751069201,0.4682407248930799,0.42857142857142855,0.42857142857142855,False,0.7567197552130562,False,False,sampled_lang_2022
58,,0.5256514706920892,0.4743485293079108,0.2,0.2,False,0.5067216594279975,False,False,sampled_lang_1718
12,,0.5486111274609963,0.4513888725390037,0.6666666666666666,0.6666666666666666,False,0.9132172148483532,False,False,sampled_lang_410
26,,0.6944444651405016,0.3055555348594984,0.875,0.875,False,0.8596543828206172,False,False,sampled_lang_1447
30,,0.498333348184824,0.501666651815176,0.16666666666666666,0.16666666666666666,False,0.7291225117716986,False,False,sampled_lang_913
18,,0.45486112466702855,0.5451388753329715,0.3333333333333333,0.3333333333333333,False,0.8477616772210257,False,False,sampled_lang_1946
14,,0.7777778009573617,0.2222221990426383,1.0,1.0,True,0.9999426923898457,True,True,Lillooet-Salish
34,,0.5625000167638065,0.43749998323619355,0.5,0.375,False,0.7276252079361946,False,False,sampled_lang_1381
42,,0.5194775287091495,0.48052247129085046,0.4444444444444444,0.3333333333333333,False,0.6421654560409072,False,False,sampled_lang_1576
44,,0.49055557017525037,0.5094444298247496,0.0,0.0,False,0.6111015002201701,False,False,sampled_lang_1291
24,,0.4953703851335578,0.5046296148664422,0.25,0.25,False,0.7894647413145381,False,False,sampled_lang_544
32,,0.7168981695133779,0.2831018304866221,0.8888888888888888,0.8888888888888888,False,0.8125250729786594,False,False,sampled_lang_1652
50,,0.5884259434623851,0.4115740565376149,0.4444444444444444,0.4444444444444444,False,0.6024315797357651,False,False,sampled_lang_1575
52,,0.5055555706222852,0.4944444293777148,0.125,0.125,False,0.5519897764094923,False,False,sampled_lang_1312
44,,0.5957639066440364,0.40423609335596355,0.6,0.6,False,0.659862378387672,False,False,sampled_lang_1802
10,,0.4027777897814909,0.5972222102185091,0.5,0.5,False,0.9117947010201564,False,False,sampled_lang_161
36,,0.648055574869116,0.351944425130884,0.7777777777777778,0.7777777777777778,False,0.7519955726165413,False,False,sampled_lang_1628
20,,0.5694444614152113,0.4305555385847887,1.0,0.8333333333333334,False,0.8356538197006578,False,False,sampled_lang_1050
21,,0.5865740915553438,0.4134259084446562,1.0,0.7142857142857143,False,0.8400066657298497,False,False,sampled_lang_1264
4,,0.1666666716337204,0.8333333283662796,1.0,1.0,True,0.8625631426461375,False,False,sampled_lang_32
44,,0.5571825562878734,0.4428174437121266,0.5,0.4,False,0.6437939419375274,False,False,sampled_lang_1784
44,,0.5295139046696326,0.47048609533036745,0.42857142857142855,0.42857142857142855,False,0.6309144386135803,False,False,sampled_lang_1164
4,,0.2500000074505806,0.7499999925494194,1.0,1.0,True,0.9150163406441256,False,False,sampled_lang_1905
16,,0.4314814943406317,0.5685185056593682,0.5,0.25,False,0.8642006580612546,False,False,sampled_lang_564
32,,0.5489583496935666,0.4510416503064334,0.7142857142857143,0.42857142857142855,False,0.7339919857455538,False,False,sampled_lang_1212
20,,0.5381944604838887,0.46180553951611125,0.8,0.6,False,0.8320159126459022,False,False,sampled_lang_817
38,,0.5416666828095913,0.4583333171904087,0.42857142857142855,0.2857142857142857,False,0.6854841881151383,False,False,sampled_lang_1147
8,,0.48958334792405367,0.5104166520759463,0.5,0.5,False,0.9504869830691981,False,False,sampled_lang_178
48,,0.46944445843497906,0.5305555415650209,0.0,0.0,False,0.5682372520750831,False,False,sampled_lang_1095
46,,0.6011574253232943,0.3988425746767057,0.7,0.6,False,0.6436969756643756,False,False,sampled_lang_1822
12,,0.5300926083905829,0.4699073916094171,1.0,0.75,False,0.9122569709596411,False,False,sampled_lang_631
8,,0.416666679084301,0.583333320915699,1.0,1.0,True,0.9350066310949805,False,False,sampled_lang_199
28,,0.5582176092287733,0.4417823907712267,0.5714285714285714,0.42857142857142855,False,0.7710251226872302,False,False,sampled_lang_1191
52,,0.5075926077200308,0.4924073922799692,0.4,0.4,False,0.5528788167752761,False,False,sampled_lang_1771
51,,0.47797620472099095,0.522023795279009,0.1111111111111111,0.0,False,0.5478703299580521,False,False,sampled_lang_1514
48,,0.5376157567629384,0.4623842432370616,0.25,0.25,False,0.6006301423559561,False,False,sampled_lang_1325
26,,0.5513889053215584,0.4486110946784416,0.6666666666666666,0.3333333333333333,False,0.7828830170718852,False,False,sampled_lang_1003
10,,0.39722223406036694,0.6027777659396331,0.0,0.0,False,0.9099377582137249,False,False,sampled_lang_73
6,,0.2777777860562006,0.7222222139437994,0.0,0.0,False,0.9071523211703882,False,False,sampled_lang_13
14,,0.48449075517969,0.51550924482031,0.3333333333333333,0.3333333333333333,False,0.8897270567794673,False,False,sampled_lang_359
18,,0.4224537162938052,0.5775462837061949,0.0,0.0,False,0.8426964063890796,False,False,sampled_lang_268
22,,0.6770833535119891,0.3229166464880109,0.8333333333333334,0.6666666666666666,False,0.8823926653641058,False,False,sampled_lang_1032
8,,0.27083334140479565,0.7291666585952044,1.0,1.0,True,0.8862616031864643,False,False,sampled_lang_233
42,,0.5359623175602228,0.46403768243977717,0.4444444444444444,0.2222222222222222,False,0.65055655878405,False,False,sampled_lang_2048
31,,0.5710648318338726,0.4289351681661274,0.8,0.5,False,0.7545266718035293,False,False,sampled_lang_1832
36,,0.5405555716653665,0.4594444283346335,0.5,0.375,False,0.7001512152604885,False,False,sampled_lang_1383
14,,0.7361111330489317,0.2638888669510683,1.0,1.0,True,0.9733923552774386,True,False,Hausa
10,,0.3194444539646307,0.6805555460353693,0.5,0.5,False,0.883940411029907,False,False,sampled_lang_151
54,,0.4957176073661281,0.504282392633872,0.0,0.0,False,0.5303643483181157,False,False,sampled_lang_1272
6,,0.36458334419876337,0.6354166558012366,0.5,0.5,False,0.9361672200683573,False,False,sampled_lang_1925
4,,0.2500000074505806,0.7499999925494194,1.0,1.0,True,0.9150163406441256,False,False,sampled_lang_1902
37,,0.5873842767646743,0.4126157232353257,0.8,0.6,False,0.7170031407117541,False,False,sampled_lang_1838
34,,0.6134259442074431,0.3865740557925569,0.7777777777777778,0.5555555555555556,False,0.7544973835441441,False,False,sampled_lang_1627
35,,0.4868287182123297,0.5131712817876704,0.2857142857142857,0.14285714285714285,False,0.6781127246266652,False,False,sampled_lang_1123
10,,0.5125000152736903,0.48749998472630973,0.6666666666666666,0.3333333333333333,False,0.9315100213950236,False,False,sampled_lang_374
16,,0.44907408745752436,0.5509259125424757,0.0,0.0,False,0.8672168778134854,False,False,sampled_lang_302
22,,0.3287037134998374,0.6712962865001626,0.0,0.0,False,0.775618123229437,False,False,sampled_lang_293
34,,0.41550927164240015,0.5844907283575999,0.5,0.5,False,0.6831741134331153,False,False,sampled_lang_960
10,,0.430555568387111,0.569444431612889,0.0,0.0,False,0.9210794606994874,False,False,sampled_lang_69
56,,0.5502314978796574,0.4497685021203426,0.3333333333333333,0.3333333333333333,False,0.5338653822253774,False,False,sampled_lang_1557
26,,0.4767361253189544,0.5232638746810456,0.0,0.0,False,0.7683331987848965,False,False,sampled_lang_686
25,,0.5451389051352938,0.45486109486470616,0.8571428571428571,0.5714285714285714,False,0.7865954098741611,False,False,sampled_lang_1222
29,,0.5087963114596075,0.49120368854039254,0.3333333333333333,0.16666666666666666,False,0.7397477007650874,False,False,sampled_lang_931
12,,0.42222223480542503,0.577777765194575,0.0,0.0,False,0.8997245165067037,False,False,sampled_lang_1922
8,,0.1666666716337204,0.8333333283662796,0.0,0.0,False,0.8380252224599627,False,False,sampled_lang_17
10,,0.43750001303851604,0.562499986961484,1.0,1.0,True,0.9233957184415692,False,False,sampled_lang_435
38,,0.46379631011850303,0.536203689881497,0.0,0.0,False,0.6466704725376062,False,False,sampled_lang_870
20,,0.4555555691321691,0.5444444308678309,0.0,0.0,False,0.827692130253369,False,False,sampled_lang_305
22,,0.6111111293236415,0.38888887067635847,0.8,0.8,False,0.8464280213404578,False,False,sampled_lang_812
34,,0.7951389125858743,0.20486108741412568,1.0,1.0,False,0.826050146938422,False,False,sampled_lang_1669
10,,0.5500000163912773,0.44999998360872273,0.6666666666666666,0.6666666666666666,False,0.9334545338930796,False,False,sampled_lang_395
58,,0.4809590090426897,0.5190409909573104,0.0,0.0,False,0.48912440858043393,False,False,sampled_lang_1498
20,,0.4583333469927311,0.5416666530072689,0.6,0.4,False,0.8278699400678156,False,False,sampled_lang_776
16,,0.5625000167638063,0.43749998323619366,1.0,1.0,True,0.8736068287134584,False,False,sampled_lang_634
8,,0.1666666716337204,0.8333333283662796,0.0,0.0,False,0.8380252224599627,False,False,sampled_lang_12
4,,0.3333333432674408,0.6666666567325592,0.0,0.0,False,0.9442913957558994,False,False,sampled_lang_60
56,,0.4634259397370948,0.5365740602629052,0.1111111111111111,0.0,False,0.498839423018125,False,False,sampled_lang_1499
51,,0.5204199890546973,0.47958001094530267,0.4,0.3,False,0.567113174185813,False,False,sampled_lang_1759
27,,0.49837964448250005,0.5016203555175,0.5,0.3333333333333333,False,0.7593728500116672,False,False,sampled_lang_1989
22,,0.47361112522582205,0.526388874774178,0.4,0.2,False,0.8085017441879878,False,False,sampled_lang_737
6,,0.2777777860562006,0.7222222139437994,0.0,0.0,False,0.9071523211703882,False,False,sampled_lang_22
32,,0.670138908860584,0.329861091139416,0.75,0.625,False,0.7965168418921078,False,False,sampled_lang_1413
38,,0.6944444651405016,0.3055555348594984,0.8888888888888888,0.7777777777777778,False,0.7493112907106396,False,False,sampled_lang_1657
28,,0.5685185354616907,0.43148146453830927,0.75,0.5,False,0.7762324389505104,False,False,sampled_lang_1415
25,,0.5092592744363679,0.49074072556363213,0.6,0.4,False,0.7801022867684427,False,False,sampled_lang_783
6,,0.5833333507180214,0.4166666492819786,1.0,1.0,True,0.9755135491918824,False,False,sampled_lang_219
27,,0.5266203860648804,0.4733796139351196,0.7142857142857143,0.2857142857142857,False,0.7611648361353849,False,False,sampled_lang_1207
34,,0.6508333527296781,0.3491666472703219,0.7777777777777778,0.7777777777777778,False,0.771040518824707,False,False,sampled_lang_1624
8,,0.1666666716337204,0.8333333283662796,0.0,0.0,False,0.8380252224599627,False,False,sampled_lang_10
8,,0.2222222288449605,0.7777777711550395,0.0,0.0,False,0.8682922208041599,False,False,sampled_lang_21
64,,0.4688392996867853,0.5311607003132147,0.0,0.0,False,0.4309408386480087,False,False,sampled_lang_1696
34,,0.6604166863486172,0.33958331365138283,0.75,0.75,False,0.7747547286725325,False,False,sampled_lang_1921
28,,0.5545370535635286,0.44546294643647144,0.3333333333333333,0.3333333333333333,False,0.7691127674144127,False,False,sampled_lang_929
10,,0.3194444539646308,0.6805555460353692,0.5,0.5,False,0.8839404110299071,False,False,sampled_lang_133
7,,0.5208333488553762,0.47916665114462376,1.0,0.6666666666666666,False,0.9621900616485652,False,False,sampled_lang_449
22,,0.6562500195577741,0.34374998044222593,0.8,0.8,False,0.8691792674773348,False,False,sampled_lang_816
26,,0.5162037190877728,0.48379628091222715,0.25,0.25,False,0.770379734700601,False,False,sampled_lang_542
34,,0.6440972414178152,0.3559027585821848,0.7142857142857143,0.7142857142857143,False,0.7682946020142789,False,False,sampled_lang_1206
23,,0.5671296465314097,0.43287035346859026,1.0,0.625,False,0.8140777292749604,False,False,sampled_lang_1478
12,,0.2083333395421505,0.7916666604578495,0.5,0.5,False,0.8274753939545727,False,False,sampled_lang_170
14,,0.47916668094694614,0.5208333190530539,0.3333333333333333,0.3333333333333333,False,0.889450987873286,False,False,sampled_lang_1944
50,,0.4926488242058882,0.5073511757941118,0.1111111111111111,0.1111111111111111,False,0.5632014728377481,False,False,sampled_lang_1506
32,,0.5849537211366826,0.41504627886331735,0.625,0.5,False,0.755388116451479,False,False,sampled_lang_2036
20,,0.854166692122817,0.14583330787718296,1.0,1.0,True,0.9736882585489475,False,False,sampled_lang_866
16,,0.3715277888501684,0.6284722111498315,0.0,0.0,False,0.845640745956862,False,False,sampled_lang_117
24,,0.5115277930224935,0.4884722069775065,0.3333333333333333,0.3333333333333333,False,0.7903025623511086,False,False,sampled_lang_933
20,,0.44907408745752436,0.5509259125424757,0.0,0.0,False,0.8271529127819243,False,False,sampled_lang_299
12,,0.5104166818782687,0.4895833181217313,0.6666666666666666,0.6666666666666666,False,0.9112366994078367,False,False,sampled_lang_403
8,,0.5138889042039713,0.48611109579602874,0.5,0.5,False,0.9517473251615084,False,False,sampled_lang_190
30,,0.47145834738388664,0.5285416526161133,0.0,0.0,False,0.7277289422464508,False,False,sampled_lang_879
8,,0.4745370511793428,0.5254629488206572,1.0,1.0,True,0.9497067670761131,False,False,sampled_lang_426
44,,0.4923148294869396,0.5076851705130604,0.125,0.0,False,0.6120351117540669,False,False,sampled_lang_1314
4,,0.3333333432674408,0.6666666567325592,0.0,0.0,False,0.9442913957558994,False,False,sampled_lang_57
22,,0.5208333488553762,0.47916665114462376,0.8,0.6,False,0.8109503835155321,False,False,sampled_lang_815
24,,0.5763889060666162,0.4236110939333838,0.6666666666666666,0.6666666666666666,False,0.8120737003735562,False,False,sampled_lang_1004
54,,0.6055555736025174,0.39444442639748256,0.6,0.5,False,0.5710437663244066,False,False,sampled_lang_1811
37,,0.5465277940655748,0.45347220593442517,0.6666666666666666,0.5555555555555556,False,0.6958816783803548,False,False,sampled_lang_1618
44,,0.5138889042039712,0.48611109579602885,0.14285714285714285,0.14285714285714285,False,0.6231912021674214,False,False,sampled_lang_1099
