,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.749427686588853,0.8122102301518553,132122
cogsci universal false,38.57681452315412,0.8393725558823965,0.7964547572422076,28699
population,43.969860901250456,0.7654786239904076,0.8093986177564966,160821
