complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name
17,0.7462686567164178,0.3612982167789577,0.6387017832210423,0.5,0.5,False,True,True,False,True,True,True,True,0.8385003762628495,False,False,
28,0.582089552238806,0.4568594413959165,0.5431405586040835,0.1666666666666666,0.1666666666666666,False,True,True,False,True,True,True,True,0.728769178822916,False,False,
8,0.8805970149253731,0.419935007361676,0.580064992638324,1.0,0.4,False,True,True,False,True,True,True,True,0.9362347279754536,False,False,
10,0.8507462686567164,0.5173355184282992,0.4826644815717008,0.8333333333333334,0.8333333333333334,False,True,True,False,True,True,True,True,0.9227486442118904,False,False,
8,0.8805970149253731,0.5208729013229205,0.4791270986770795,0.6666666666666666,0.3333333333333333,False,True,True,False,True,True,True,True,0.9440502086825464,False,False,
38,0.4328358208955224,0.6377707628639147,0.3622292371360853,0.6,0.6,False,True,True,False,True,True,True,True,0.709656107523924,False,False,
10,0.8507462686567164,0.5349551849657044,0.4650448150342956,0.75,0.75,False,True,True,False,True,True,True,True,0.9241422609798292,False,False,
22,0.6716417910447761,0.7484618989415873,0.2515381010584127,0.8333333333333334,0.8333333333333334,False,True,True,False,True,True,True,True,0.8988967994806748,False,False,
27,0.5970149253731343,0.5997515328112748,0.4002484671887252,0.625,0.625,False,True,True,False,True,True,True,True,0.7962344528419284,False,False,
33,0.5074626865671642,0.8972817726988462,0.1027182273011537,0.75,0.75,False,True,True,False,True,True,True,True,0.8319338992082801,False,False,
13,0.8059701492537313,0.5151282704834148,0.4848717295165852,0.8333333333333334,0.8333333333333334,False,True,True,False,True,True,True,True,0.8910413709944349,False,False,
10,0.8507462686567164,0.4931358998691192,0.5068641001308808,0.6666666666666666,0.6666666666666666,False,True,True,False,True,True,True,True,0.9208345855337734,False,False,
20,0.7014925373134329,0.4739890568149438,0.5260109431850561,0.8,0.8,False,True,True,False,True,True,True,True,0.8142112132079489,False,False,
48,0.28358208955223885,0.4424702738176162,0.5575297261823837,0.2,0.2,False,True,True,False,True,True,True,True,0.5360049248688762,False,False,
5,0.9253731343283582,0.3818646496143102,0.6181353503856898,1.0,1.0,True,True,True,False,True,True,True,True,0.9659624727124538,False,False,
11,0.835820895522388,0.437674095958305,0.562325904041695,0.75,0.75,False,True,True,False,True,True,True,True,0.9059369755784914,False,False,
16,0.7611940298507462,0.4331852425033811,0.5668147574966189,0.8,0.8,False,True,True,False,True,True,True,True,0.8530274477887118,False,False,
13,0.8059701492537313,0.4823793911526556,0.5176206088473444,0.75,0.75,False,True,True,False,True,True,True,True,0.8884511216091837,False,False,
11,0.835820895522388,0.3576048543364617,0.6423951456635383,0.75,0.75,False,True,True,False,True,True,True,True,0.9015399851295954,False,False,
10,0.8507462686567164,0.2861487955670659,0.713851204432934,0.5,0.5,False,True,True,False,True,True,True,True,0.8948571825095066,False,False,
7,0.8955223880597015,0.2622163502932138,0.7377836497067862,0.5,0.5,False,True,True,False,True,True,True,True,0.903594651935435,False,False,
16,0.7611940298507462,0.6632402484097966,0.3367597515902034,0.8333333333333334,0.8333333333333334,False,True,True,False,True,True,True,True,0.9160375016914422,False,False,
9,0.8656716417910448,0.300462942155473,0.699537057844527,0.5,0.5,False,True,True,False,True,True,True,True,0.910402522006754,False,False,
16,0.7611940298507462,0.6260348564913827,0.3739651435086173,0.8,0.6,False,True,True,False,True,True,True,True,0.8921067663424036,False,False,
20,0.7014925373134329,0.4867933446852074,0.5132066553147926,0.8333333333333334,0.6666666666666666,False,True,True,False,True,True,True,True,0.8152239612378025,False,False,
8,0.8805970149253731,0.4939061248749132,0.5060938751250867,0.8,0.8,False,True,True,False,True,True,True,True,0.941917284794798,False,False,
10,0.8507462686567164,0.311649108646445,0.688350891353555,0.75,0.75,False,True,True,False,True,True,True,True,0.9050949757332089,False,False,
24,0.6417910447761195,0.4010752081281433,0.5989247918718567,0.25,0.25,False,True,True,False,True,True,True,True,0.7667088178606647,False,False,
9,0.8656716417910448,0.2755367477842895,0.7244632522157105,0.5,0.5,False,True,True,False,True,True,True,True,0.8977832545080027,False,False,
13,0.8059701492537313,0.5379121943681294,0.4620878056318706,0.8,0.8,False,True,True,False,True,True,True,True,0.8928434491444451,False,False,
40,0.4029850746268657,0.5646853683588684,0.4353146316411316,0.1666666666666666,0.1666666666666666,False,True,True,False,True,True,True,True,0.6644035481945088,False,False,
47,0.29850746268656714,0.4663169871692544,0.5336830128307456,0.3,0.3,False,True,True,False,True,True,True,True,0.5565242241768095,False,False,
4,0.9402985074626866,0.2535164987664349,0.7464835012335651,1.0,1.0,True,True,True,False,True,True,True,True,0.9108200576794904,False,False,
33,0.5074626865671642,0.928484019732297,0.071515980267703,0.75,0.75,False,True,True,False,True,True,True,True,0.835252579912989,False,False,
16,0.7611940298507462,0.4811498770338103,0.5188501229661897,1.0,0.6666666666666666,False,True,True,False,True,True,True,True,0.8568211750360002,False,False,
16,0.7611940298507462,0.4545749993503307,0.5454250006496693,0.5,0.5,False,True,True,False,True,True,True,True,0.8547192493246303,False,False,
10,0.8507462686567164,0.395294412092125,0.604705587907875,0.75,0.75,False,True,True,False,True,True,True,True,0.9139416057921816,False,False,
9,0.8656716417910448,0.5340215165983421,0.4659784834016579,0.8,0.8,False,True,True,False,True,True,True,True,0.9345793003649402,False,False,
19,0.7164179104477613,0.6869708963892899,0.3130291036107101,0.8333333333333334,0.8333333333333334,False,True,True,False,True,True,True,True,0.9098108101570024,False,False,
11,0.835820895522388,0.596109916198491,0.403890083801509,0.8,0.8,False,True,True,False,True,True,True,True,0.9282549405959858,False,False,
