complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name
13,,0.7892905046051665,0.2107094953948335,1.0,1.0,True,True,True,False,True,True,True,True,0.9999915340187786,False,True,
2,,0.4309093881897913,0.5690906118102087,1.0,1.0,True,True,True,False,True,True,True,True,0.9999581309918648,False,True,
1,,0.2179177091812368,0.7820822908187632,1.0,1.0,True,True,True,False,True,True,True,True,0.8829824688053682,False,True,
16,,0.8794015938061839,0.1205984061938161,1.0,1.0,True,True,True,False,True,True,True,True,0.99999440329522,False,True,
1,,0.2179177091812368,0.7820822908187632,1.0,1.0,True,True,True,False,True,True,True,True,0.8829824688053682,False,True,
1,,0.2179177091812368,0.7820822908187632,1.0,1.0,True,True,True,False,True,True,True,True,0.8829824688053682,False,True,
11,,0.7428200885652311,0.2571799114347689,1.0,1.0,False,True,True,False,True,True,True,True,0.9999886711420328,False,True,
3,,0.5637999080285303,0.4362000919714697,1.0,1.0,True,True,True,False,True,True,True,True,0.999999342345744,False,True,
18,,0.9999999999999998,2.220446049250313e-16,1.0,1.0,True,True,True,False,True,True,True,True,0.9999999999999998,False,True,
1,,0.2179177091812368,0.7820822908187632,1.0,1.0,True,True,True,False,True,True,True,True,0.8829824688053682,False,True,
1,,0.2179177091812368,0.7820822908187632,1.0,1.0,True,True,True,False,True,True,True,True,0.8829824688053682,False,True,
6,,0.6763368307107265,0.3236631692892735,1.0,1.0,True,True,True,False,True,True,True,True,0.9999790231005397,False,True,
17,,0.9015038383603532,0.0984961616396467,1.0,1.0,False,True,True,False,True,True,True,True,0.9999615378940172,False,True,
14,,0.8183413502919702,0.1816586497080298,1.0,1.0,False,True,True,False,True,True,True,True,0.9999640368471372,False,True,
12,,0.7458637377313915,0.2541362622686085,1.0,1.0,False,True,True,False,True,True,True,True,0.9999314751068747,False,True,
