complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,optimality,natural,dominant,name
28,,0.3765603298558614,0.6234396701441386,0.7142857142857143,0.42857142857142855,False,True,0.8655504875107467,False,False,sampled_lang_1200
12,,0.3395694853601659,0.6604305146398342,1.0,0.75,False,True,0.9119516579959335,False,False,sampled_lang_653
36,,0.29579741375919605,0.7042025862408039,0.0,0.0,False,True,0.7898219810855317,False,False,sampled_lang_895
14,,0.29063501728441166,0.7093649827155883,0.6666666666666666,0.3333333333333333,False,True,0.887313172824825,False,False,sampled_lang_391
17,,0.3502402173854956,0.6497597826145044,1.0,0.6666666666666666,False,True,0.8883859437338475,False,False,sampled_lang_1051
13,,0.36877413433761935,0.6312258656623806,1.0,0.6,False,True,0.9217483858418176,False,False,sampled_lang_839
22,,0.3563685743062477,0.6436314256937523,0.8333333333333334,0.5,False,True,0.8619184698579155,False,False,sampled_lang_1028
12,,0.31079084444336774,0.6892091555566322,1.0,1.0,True,True,0.9093330323019243,False,False,sampled_lang_460
8,,0.16960766704041302,0.830392332959587,0.5,0.5,False,False,0.9030146533939436,False,False,sampled_lang_1920
22,,0.2757401330431868,0.7242598669568132,0.0,0.0,False,True,0.8125259581024973,False,False,sampled_lang_269
42,,0.4494487692458116,0.5505512307541884,0.8,0.8,False,True,0.8929424176670256,False,False,sampled_lang_1831
54,,0.32327365051465345,0.6767263494853466,0.1111111111111111,0.1111111111111111,False,True,0.7755943913885438,False,False,sampled_lang_1512
16,,0.33608186515275296,0.663918134847247,0.0,0.0,False,True,0.8855103873200678,False,False,sampled_lang_291
46,,0.32276071774558046,0.6772392822544195,0.3,0.2,False,True,0.7906508635819445,False,False,sampled_lang_1737
23,,0.30886867554318215,0.6911313244568178,0.6,0.4,False,True,0.8246976992643364,False,False,sampled_lang_791
18,,0.38166729395648813,0.6183327060435119,0.75,0.75,False,True,0.8996326471494656,False,False,sampled_lang_1961
26,,0.30850040953894087,0.6914995904610591,0.0,0.0,False,True,0.8186040524481207,False,False,sampled_lang_665
25,,0.3327610553305364,0.6672389446694635,0.6666666666666666,0.5,False,True,0.8386445258145941,False,False,sampled_lang_999
17,,0.36361584396462454,0.6363841560353755,1.0,0.8333333333333334,False,True,0.8960854723607258,False,False,sampled_lang_1062
21,,0.2810974667004252,0.7189025332995749,0.2,0.0,False,True,0.8220894351451923,False,False,sampled_lang_708
30,,0.32524432274222687,0.6747556772577732,0.2,0.2,False,True,0.8233835182370358,False,False,sampled_lang_1969
27,,0.37673637897008394,0.6232636210299161,0.875,0.625,False,True,0.8676121123242972,False,False,sampled_lang_1451
32,,0.3078839003522291,0.6921160996477709,0.14285714285714285,0.14285714285714285,False,True,0.8065640972193614,False,False,sampled_lang_1121
10,,0.37595467984191766,0.6240453201580823,1.0,1.0,True,False,0.9397994276314833,False,False,sampled_lang_421
16,,0.3434959451963262,0.6565040548036738,0.8,0.4,False,True,0.8902505374280469,False,False,sampled_lang_802
42,,0.314635182243739,0.685364817756261,0.25,0.25,False,True,0.7923049767611106,False,False,sampled_lang_2042
42,,0.3626014828438136,0.6373985171561865,0.5555555555555556,0.5555555555555556,False,True,0.8281116362996556,False,False,sampled_lang_2055
26,,0.3004537331884308,0.6995462668115692,0.6666666666666666,0.6666666666666666,False,True,0.8125970283787886,False,False,sampled_lang_985
34,,0.2815887617795327,0.7184112382204673,0.7142857142857143,0.5714285714285714,False,False,0.7830752522771066,False,False,sampled_lang_1211
20,,0.3129157521194074,0.6870842478805925,0.5,0.5,False,True,0.8471317436131726,False,False,sampled_lang_558
31,,0.3246833265852435,0.6753166734147564,0.42857142857142855,0.14285714285714285,False,True,0.8210348610866365,False,False,sampled_lang_1160
32,,0.29873430306409915,0.7012656969359008,0.2,0.2,False,True,0.7997340361627044,False,False,sampled_lang_722
26,,0.3714800554168661,0.628519944583134,0.7142857142857143,0.5714285714285714,False,True,0.8656178070720307,False,False,sampled_lang_1216
29,,0.37466125777824133,0.6253387422217587,0.75,0.625,False,True,0.8622029187930509,False,False,sampled_lang_1421
26,,0.31868225881996437,0.6813177411800356,0.0,0.0,False,True,0.8262046406912462,False,False,sampled_lang_480
6,,0.2381744342969685,0.7618255657030315,1.0,1.0,True,True,0.9455252027299974,False,False,sampled_lang_229
28,,0.38642138993458414,0.6135786100654159,0.5714285714285714,0.5714285714285714,False,True,0.8729115833271408,False,False,sampled_lang_1173
10,,0.22665681877756508,0.773343181222435,0.5,0.0,False,True,0.9057961253683129,False,False,sampled_lang_179
33,,0.3359779294512075,0.6640220705487925,0.5714285714285714,0.42857142857142855,False,True,0.8256065219861368,False,False,sampled_lang_1180
38,,0.3535764250894226,0.6464235749105773,0.3333333333333333,0.3333333333333333,False,True,0.8290939302284891,False,False,sampled_lang_936
24,,0.3422225403788734,0.6577774596211265,0.7142857142857143,0.2857142857142857,False,True,0.8476370871588174,False,False,sampled_lang_1221
38,,0.3220066614812467,0.6779933385187533,0.0,0.0,False,True,0.80552743696481,False,False,sampled_lang_1084
18,,0.3219697065651417,0.6780302934348583,0.5,0.5,False,True,0.8652208074754817,False,False,sampled_lang_1960
10,,0.2949926178084641,0.7050073821915359,1.0,1.0,False,True,0.9276226341412815,False,False,sampled_lang_432
18,,0.30148436473758244,0.6985156352624176,0.0,0.0,False,True,0.8524557582003982,False,False,sampled_lang_266
20,,0.40491809533924106,0.5950819046607589,1.0,0.7142857142857143,False,True,0.9015086220238547,False,False,sampled_lang_1249
20,,0.22428554499415848,0.7757144550058415,0.0,0.0,False,False,0.8148542362393689,False,False,sampled_lang_284
40,,0.3532171411828458,0.6467828588171542,0.375,0.375,False,True,0.8249659751713581,False,False,sampled_lang_1347
50,,0.3254444952044626,0.6745555047955374,0.2222222222222222,0.2222222222222222,False,True,0.7849344507492382,False,False,sampled_lang_1520
48,,0.33001361129694395,0.669986388703056,0.2222222222222222,0.2222222222222222,False,True,0.7922052622723449,False,False,sampled_lang_1530
45,,0.363843732613939,0.636156267386061,0.6,0.4,False,True,0.8232489962676727,False,False,sampled_lang_1801
42,,0.40680433584876907,0.5931956641512309,0.5,0.5,False,True,0.8611085970473147,False,False,sampled_lang_2030
38,,0.36350703226720416,0.6364929677327958,0.5,0.5,False,True,0.8365071838844086,False,False,sampled_lang_1372
44,,0.33772943849576925,0.6622705615042308,0.3333333333333333,0.3333333333333333,False,True,0.8056847845164774,False,False,sampled_lang_1551
10,,0.3368440602974194,0.6631559397025806,1.0,0.6666666666666666,False,True,0.9317615738250754,False,False,sampled_lang_455
14,,0.2670608603857397,0.7329391396142604,0.0,0.0,False,True,0.882982338686627,False,False,sampled_lang_84
40,,0.33916210140405567,0.6608378985959443,0.4444444444444444,0.3333333333333333,False,True,0.8144739158464209,False,False,sampled_lang_2063
4,,0.42547426742266825,0.5745257325773317,1.0,1.0,True,True,0.9999365910619182,False,True,sampled_lang_251
58,,0.3549571018161248,0.6450428981838752,0.4,0.4,False,True,0.7915264167460094,False,False,sampled_lang_1757
28,,0.37158681406339167,0.6284131859366083,0.4,0.4,False,True,0.8618378475194834,False,False,sampled_lang_755
18,,0.26529523661627674,0.7347047633837233,0.0,0.0,False,True,0.8437767774833224,False,False,sampled_lang_1945
62,,0.3219782120617055,0.6780217879382945,0.1,0.1,False,True,0.7591879638138506,False,False,sampled_lang_1702
26,,0.39728844495172183,0.6027115550482782,1.0,1.0,True,True,0.8848840793473197,False,False,sampled_lang_1269
40,,0.30580819257441655,0.6941918074255835,0.125,0.0,False,True,0.7895753884127215,False,False,sampled_lang_1297
22,,0.2310503476922751,0.7689496523077249,0.25,0.25,False,False,0.7976576808953735,False,False,sampled_lang_522
55,,0.3051865287634941,0.6948134712365059,0.2,0.1,False,True,0.760162562132126,False,False,sampled_lang_2074
68,,0.31093045190420904,0.6890695480957909,0.0,0.0,False,True,0.7393613925925662,False,False,sampled_lang_1679
14,,0.37841834091558685,0.6215816590844132,0.6666666666666666,0.6666666666666666,False,True,0.9235210626873938,False,False,sampled_lang_385
6,,0.22989653308944005,0.77010346691056,0.5,0.0,False,True,0.9425405278562454,False,False,sampled_lang_168
36,,0.39312331794904987,0.6068766820509501,0.625,0.625,False,True,0.8624755921028808,False,False,sampled_lang_1394
12,,0.26755359260047357,0.7324464073995265,1.0,1.0,True,False,0.9021076067534605,False,False,sampled_lang_463
10,,0.30278394595394287,0.6972160540460571,0.0,0.0,False,True,0.9286549671648925,False,False,sampled_lang_105
26,,0.30739638142030296,0.6926036185796971,0.0,0.0,False,True,0.8177799684256618,False,False,sampled_lang_696
16,,0.3541435803990902,0.6458564196009098,0.3333333333333333,0.3333333333333333,False,True,0.8969038672566811,False,False,sampled_lang_351
20,,0.406057538585813,0.593942461414187,1.0,0.7142857142857143,False,True,0.9023648940265647,False,False,sampled_lang_1267
29,,0.28012544975431797,0.719874550245682,0.2,0.0,False,True,0.7916323176407241,False,False,sampled_lang_1971
20,,0.25858176019052825,0.7414182398094717,0.0,0.0,False,True,0.8229385907288742,False,False,sampled_lang_271
34,,0.3724824575162152,0.6275175424837848,0.7142857142857143,0.5714285714285714,False,True,0.8509271304133854,False,False,sampled_lang_1205
46,,0.34237703245870144,0.6576229675412986,0.5,0.4,False,True,0.8052942329822826,False,False,sampled_lang_1783
31,,0.37060391594754244,0.6293960840524575,0.75,0.625,False,True,0.8553143600932948,False,False,sampled_lang_1414
32,,0.3733370399511442,0.6266629600488558,0.625,0.625,False,True,0.855424728721174,False,False,sampled_lang_1399
32,,0.36945266765832585,0.6305473323416741,0.625,0.5,False,True,0.8525248737302875,False,False,sampled_lang_1393
60,,0.3204730324628876,0.6795269675371124,0.1111111111111111,0.1111111111111111,False,True,0.7619241003181091,False,False,sampled_lang_1501
19,,0.29713035705259583,0.7028696429474042,0.25,0.0,False,True,0.8440095596578638,False,False,sampled_lang_529
54,,0.35157426052758894,0.6484257394724111,0.2222222222222222,0.2222222222222222,False,True,0.7967206633649206,False,False,sampled_lang_1526
18,,0.2630266153776064,0.7369733846223936,0.3333333333333333,0.3333333333333333,False,False,0.8433474298112459,False,False,sampled_lang_353
22,,0.31758644290490523,0.6824135570950948,0.0,0.0,False,True,0.8363644955398983,False,False,sampled_lang_493
12,,0.3731348144380139,0.6268651855619861,0.75,0.75,False,True,0.9291137507309081,False,False,sampled_lang_605
8,,0.3464061448395979,0.6535938551604021,1.0,0.6666666666666666,False,True,0.9526895597781969,False,False,sampled_lang_454
28,,0.43332718709498885,0.5666728129050111,1.0,1.0,True,True,0.9079266543028841,False,False,sampled_lang_1271
16,,0.41737883111340845,0.5826211688865915,0.8,0.8,False,True,0.9333531309635741,False,False,sampled_lang_821
42,,0.3262287606462473,0.6737712393537527,0.3333333333333333,0.2222222222222222,False,True,0.8009593181415947,False,False,sampled_lang_1545
23,,0.29350158959617056,0.7064984104038294,0.2,0.0,False,True,0.8159640157903546,False,False,sampled_lang_713
14,,0.42547940004990514,0.5745205999500949,1.0,0.8,False,True,0.9513813288397182,False,False,sampled_lang_851
20,,0.40560330107535525,0.5943966989246448,0.75,0.75,False,True,0.9020235640178766,False,False,sampled_lang_598
27,,0.34098609047752565,0.6590139095224743,0.7142857142857143,0.2857142857142857,False,True,0.8409242901077614,False,False,sampled_lang_1207
18,,0.31678062042872596,0.683219379571274,0.5,0.25,False,True,0.8620400829381174,False,False,sampled_lang_555
44,,0.2937248588809718,0.7062751411190282,0.0,0.0,False,True,0.7728354998624651,False,False,sampled_lang_882
48,,0.2906129983135658,0.7093870016864342,0.0,0.0,False,True,0.7627928601410272,False,False,sampled_lang_1076
16,,0.2840755196757675,0.7159244803242325,0.0,0.0,False,True,0.8665520722008744,False,False,sampled_lang_76
62,,0.3104572969962214,0.6895427030037786,0.0,0.0,False,True,0.7505877541150935,False,False,sampled_lang_1693
32,,0.2984558580365022,0.7015441419634978,0.0,0.0,False,True,0.7995261173896846,False,False,sampled_lang_1984
18,,0.31005174612126696,0.689948253878733,0.0,0.0,False,True,0.8578596510131836,False,False,sampled_lang_312
38,,0.34638004176393644,0.6536199582360636,0.6,0.4,False,True,0.8237220799231241,False,False,sampled_lang_1793
4,,0.08721360200788918,0.9127863979921108,1.0,1.0,True,True,0.9088829578132699,False,False,sampled_lang_16
22,,0.2957625118939857,0.7042374881060143,0.0,0.0,False,True,0.8239611568307238,False,False,sampled_lang_300
4,,0.20436068606085894,0.7956393139391411,0.0,0.0,False,False,0.9511214379413868,False,False,sampled_lang_62
28,,0.4958913467980941,0.5041086532019059,1.0,1.0,False,True,0.9546300856176937,False,False,sampled_lang_1663
44,,0.32039527316025,0.67960472683975,0.14285714285714285,0.0,False,True,0.792745023240225,False,False,sampled_lang_1107
28,,0.259700672928153,0.740299327071847,0.25,0.25,False,True,0.7783153731111573,False,False,sampled_lang_520
42,,0.3258906231638862,0.6741093768361138,0.14285714285714285,0.14285714285714285,False,True,0.8007069676533148,False,False,sampled_lang_1097
42,,0.33785416133762375,0.6621458386623762,0.3333333333333333,0.2222222222222222,False,True,0.8096378485200468,False,False,sampled_lang_2065
25,,0.3271057213359288,0.6728942786640713,0.7142857142857143,0.42857142857142855,False,True,0.8344227556163355,False,False,sampled_lang_1218
14,,0.33752156709267844,0.6624784329073216,0.3333333333333333,0.3333333333333333,False,True,0.8959506449394624,False,False,sampled_lang_1928
10,,0.24128480640247585,0.7587151935975242,0.5,0.5,False,True,0.9110703858368422,False,False,sampled_lang_133
30,,0.3563462473777676,0.6436537526222323,0.6666666666666666,0.5,False,True,0.8466011855390878,False,False,sampled_lang_1002
24,,0.31093635442553136,0.6890636455744686,0.2,0.2,False,True,0.8242823819077663,False,False,sampled_lang_699
11,,0.32345303583658,0.67654696416342,1.0,0.5,False,True,0.9205141503141334,False,False,sampled_lang_646
54,,0.3499729541529502,0.6500270458470498,0.4,0.3,False,True,0.79552535287079,False,False,sampled_lang_1768
34,,0.3069105782523387,0.6930894217476613,0.0,0.0,False,True,0.8019779335668651,False,False,sampled_lang_672
33,,0.33987775095200884,0.6601222490479912,0.6666666666666666,0.5555555555555556,False,True,0.8285176116094859,False,False,sampled_lang_2059
46,,0.30890691361609635,0.6910930863839037,0.0,0.0,False,True,0.7803089940814638,False,False,sampled_lang_2024
6,,0.19961813849404572,0.8003818615059543,0.0,0.0,False,True,0.9316233502194013,False,False,sampled_lang_19
12,,0.48740454766202745,0.5125954523379725,1.0,1.0,False,True,0.9999792108408869,False,True,sampled_lang_644
12,,0.30781135433239903,0.692188645667601,0.5,0.5,False,True,0.9090619220750569,False,False,sampled_lang_195
26,,0.421462605974377,0.578537394025623,1.0,0.7777777777777778,False,True,0.902929995332421,False,False,sampled_lang_1671
18,,0.26325039792513133,0.7367496020748687,0.0,0.0,False,True,0.8433905743946405,False,False,sampled_lang_287
9,,0.3178944005391139,0.6821055994608861,1.0,0.25,False,True,0.9400662765777329,False,False,sampled_lang_662
34,,0.36267400686666973,0.6373259931333303,0.2857142857142857,0.2857142857142857,False,True,0.8436051414778318,False,False,sampled_lang_2018
50,,0.33137559059585486,0.6686244094041451,0.4,0.3,False,True,0.7893621988559774,False,False,sampled_lang_1770
20,,0.3204696962551837,0.6795303037448164,0.25,0.0,False,True,0.8514274770455088,False,False,sampled_lang_543
50,,0.3277477616769814,0.6722522383230186,0.0,0.0,False,True,0.7866541061014186,False,False,sampled_lang_1273
20,,0.30192987678173755,0.6980701232182625,0.25,0.0,False,True,0.8407605490563267,False,False,sampled_lang_513
8,,0.22750370227163885,0.7724962977283611,0.5,0.5,False,False,0.9238896059620607,False,False,sampled_lang_169
12,,0.21510840749474075,0.7848915925052593,0.5,0.5,False,False,0.8838441020668879,False,False,sampled_lang_154
32,,0.3306027855774574,0.6693972144225426,0.2857142857142857,0.2857142857142857,False,True,0.8235238079290635,False,False,sampled_lang_2011
16,,0.26379650946312805,0.736203490536872,0.0,0.0,False,True,0.8629604537027273,False,False,sampled_lang_110
6,,0.3481984582706923,0.6518015417293077,0.5,0.5,False,True,0.9729105402591625,False,False,sampled_lang_132
32,,0.30409661536975724,0.6959033846302427,0.2,0.2,False,True,0.8037370884393975,False,False,sampled_lang_726
24,,0.24052261125780944,0.7594773887421906,0.0,0.0,False,True,0.7803758692401339,False,False,sampled_lang_309
37,,0.3398617884813023,0.6601382115186978,0.5,0.375,False,True,0.820786041137077,False,False,sampled_lang_1367
32,,0.41208580927544736,0.5879141907245526,0.5,0.5,False,True,0.8843502601993498,False,False,sampled_lang_979
26,,0.440836220742443,0.559163779257557,1.0,0.875,False,True,0.9173922690828445,False,False,sampled_lang_1469
10,,0.3112835766581016,0.6887164233418984,0.0,0.0,False,True,0.929435777853481,False,False,sampled_lang_71
34,,0.3820150294517821,0.6179849705482179,0.16666666666666666,0.16666666666666666,False,True,0.8580431632362165,False,False,sampled_lang_904
30,,0.40136375097774957,0.5986362490222504,0.7142857142857143,0.5714285714285714,False,True,0.8802062063752889,False,False,sampled_lang_2026
42,,0.3737792671138679,0.6262207328861321,0.4444444444444444,0.4444444444444444,False,True,0.8364555092887291,False,False,sampled_lang_1563
20,,0.32824434336214287,0.6717556566378571,0.5,0.5,False,True,0.8558460859129287,False,False,sampled_lang_583
46,,0.320654624814526,0.679345375185474,0.25,0.25,False,True,0.7890787691560778,False,False,sampled_lang_2046
50,,0.3178297294359301,0.68217027056407,0.1111111111111111,0.1111111111111111,False,True,0.7792503174566794,False,False,sampled_lang_1513
6,,0.3001971018265902,0.6998028981734098,1.0,1.0,True,False,0.9675945679896798,False,False,sampled_lang_223
14,,0.31048288680915903,0.689517113190841,0.6666666666666666,0.6666666666666666,False,True,0.8892470769802012,False,False,sampled_lang_397
16,,0.299878878937908,0.700121121062092,0.0,0.0,False,True,0.8682242750961288,False,False,sampled_lang_310
12,,0.35958673158372806,0.640413268416272,0.3333333333333333,0.3333333333333333,False,True,0.9198275324868938,False,False,sampled_lang_347
47,,0.32717957984186646,0.6728204201581336,0.5,0.3,False,True,0.7920195868318672,False,False,sampled_lang_1781
6,,0.24593496667902645,0.7540650333209735,1.0,0.5,False,True,0.9483233367193967,False,False,sampled_lang_254
6,,0.20466864369506757,0.7953313563049325,0.0,0.0,False,True,0.9334443680355327,False,False,sampled_lang_1888
20,,0.2246037678828407,0.7753962321171592,0.5,0.5,False,False,0.8149444544991076,False,False,sampled_lang_565
36,,0.36426768762369943,0.6357323123763006,0.5,0.5,False,True,0.8409349913557329,False,False,sampled_lang_982
40,,0.30365905889781913,0.6963409411021808,0.14285714285714285,0.14285714285714285,False,True,0.7879711594464989,False,False,sampled_lang_1102
10,,0.3518313318289069,0.6481686681710931,0.6666666666666666,0.3333333333333333,False,True,0.9331253069687149,False,False,sampled_lang_380
6,,0.2524636685242498,0.7475363314757502,1.0,1.0,True,True,0.9506773202013589,False,False,sampled_lang_210
51,,0.33479489553474573,0.6652051044652543,0.4,0.3,False,True,0.789984829654975,False,False,sampled_lang_1759
22,,0.4580664503764169,0.5419335496235831,0.8333333333333334,0.8333333333333334,False,True,0.93797420557036,False,False,sampled_lang_1039
12,,0.3701188826736638,0.6298811173263362,0.6666666666666666,0.6666666666666666,False,True,0.927046477364101,False,False,sampled_lang_411
38,,0.31887811987532105,0.681121880124679,0.2857142857142857,0.14285714285714285,False,True,0.8031919118313322,False,False,sampled_lang_1134
44,,0.36728182296851664,0.6327181770314834,0.5,0.4,False,True,0.8277456578902921,False,False,sampled_lang_1776
26,,0.28877084707200207,0.7112291529279979,0.0,0.0,False,True,0.8038760666104255,False,False,sampled_lang_489
28,,0.33671831093011756,0.6632816890698825,0.2,0.2,False,True,0.8358088453659205,False,False,sampled_lang_719
38,,0.40395444457552987,0.5960455554244701,0.7777777777777778,0.6666666666666666,False,True,0.8667010889264748,False,False,sampled_lang_1630
