,complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,optimality,natural,dominant,name
46,40,,0.5876909512420737,0.4123090487579263,1.0,1.0,True,True,0.9998712708740608,False,True,sampled_lang_2007
125,4,,0.4254742674226682,0.5745257325773317,1.0,1.0,True,True,0.9999365910619182,False,True,sampled_lang_251
191,12,,0.4874045476620274,0.5125954523379725,1.0,1.0,False,True,0.9999792108408868,False,True,sampled_lang_644
291,10,,0.4637841971182241,0.5362158028817758,1.0,1.0,False,True,0.999903099141351,False,True,sampled_lang_626
567,16,,0.5277162019799395,0.4722837980200605,1.0,1.0,True,True,0.9999983534974624,False,True,sampled_lang_654
840,3,,0.3152562301393932,0.6847437698606068,1.0,0.5,False,True,0.9999323842693248,False,True,sampled_lang_253
1049,20,,0.5359848644584417,0.4640151355415582,1.0,1.0,True,True,0.9998769901838228,False,True,sampled_lang_866
1525,1,,0.2659214171391677,0.7340785828608323,1.0,0.0,False,True,0.9999741703681873,False,True,sampled_lang_63
