bootstrap_sample_percent,low,high
1,0.5259219007821376,0.6739650489508238
3,0.5541449623620627,0.6566517442567001
10,0.5824452592416323,0.6328361859145124
31,0.5879656981023671,0.6190487033715162
100,0.5965531155141583,0.61231236329652
