name,probability
possibility+epistemic,0.12160660803304017
possibility+deontic,0.14788973944869724
possibility+circumstantial,0.2305036525182626
impossibility+epistemic,0.12160660803304017
impossibility+deontic,0.14788973944869724
impossibility+circumstantial,0.2305036525182626
