complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name
1,,0.1666666666666667,0.8333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.8818211590027891,False,True,
9,,0.6666666666666667,0.3333333333333332,1.0,1.0,True,True,True,False,True,True,True,True,0.9999380072152064,False,True,
1,,0.1666666666666667,0.8333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.8818211590027891,False,True,
13,,0.7777777777777779,0.2222222222222221,1.0,1.0,True,True,True,False,True,True,True,True,0.9999586714768044,False,True,
9,,0.6666666666666667,0.3333333333333332,1.0,1.0,True,True,True,False,True,True,True,True,0.9999380072152064,False,True,
6,,0.5833333333333334,0.4166666666666666,1.0,1.0,True,True,True,False,True,True,True,True,0.9999483393460056,False,True,
12,,0.75,0.25,1.0,1.0,True,True,True,False,True,True,True,True,0.9999535054114048,False,True,
9,,0.6666666666666667,0.3333333333333332,1.0,1.0,True,True,True,False,True,True,True,True,0.9999380072152064,False,True,
6,,0.5833333333333334,0.4166666666666666,1.0,1.0,True,True,True,False,True,True,True,True,0.9999483393460056,False,True,
16,,0.8750000000000002,0.1249999999999997,1.0,1.0,True,True,True,False,True,True,True,True,0.9999785881321872,False,True,
6,,0.5833333333333334,0.4166666666666666,1.0,1.0,True,True,True,False,True,True,True,True,0.9999483393460056,False,True,
18,,1.0000000000000002,-2.220446049250313e-16,1.0,1.0,True,True,True,False,True,True,True,True,0.9999999999999998,False,True,
6,,0.5833333333333334,0.4166666666666666,1.0,1.0,True,True,True,False,True,True,True,True,0.9999483393460056,False,True,
12,,0.75,0.25,1.0,1.0,True,True,True,False,True,True,True,True,0.9999535054114048,False,True,sampled_lang_7
3,,0.5000000000000001,0.4999999999999999,1.0,1.0,True,True,True,False,True,True,True,True,0.999963837542204,False,True,
16,,0.8750000000000002,0.1249999999999997,1.0,1.0,True,True,True,False,True,True,True,True,0.9999785881321872,False,True,
6,,0.5833333333333334,0.4166666666666666,1.0,1.0,True,True,True,False,True,True,True,True,0.9999483393460056,False,True,
2,,0.3333333333333334,0.6666666666666665,1.0,1.0,True,True,True,False,True,True,True,True,0.9999952719007404,False,True,
9,,0.6666666666666667,0.3333333333333332,1.0,1.0,True,True,True,False,True,True,True,True,0.9999380072152064,False,True,sampled_lang_18
9,,0.6666666666666667,0.3333333333333332,1.0,1.0,True,True,True,False,True,True,True,True,0.9999380072152064,False,True,
12,,0.75,0.25,1.0,1.0,True,True,True,False,True,True,True,True,0.9999535054114048,False,True,
15,,0.7833333333333334,0.2166666666666665,1.0,1.0,False,True,True,False,True,True,True,True,0.9999181590830272,False,True,sampled_lang_10
1,,0.1666666666666667,0.8333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.8818211590027891,False,True,
9,,0.6666666666666667,0.3333333333333332,1.0,1.0,True,True,True,False,True,True,True,True,0.9999380072152064,False,True,
13,,0.7777777777777779,0.2222222222222221,1.0,1.0,True,True,True,False,True,True,True,True,0.9999586714768044,False,True,
1,,0.1666666666666667,0.8333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.8818211590027891,False,True,
1,,0.1666666666666667,0.8333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.8818211590027891,False,True,
