bootstrap_sample_percent,low,high
1,-1.0,
3,0.033916874927029696,0.812719724656528
10,0.33391760036983476,0.7214660347903294
31,0.4225944448054847,0.6249922526572179
100,0.4543377015818836,0.5774161248446039
