bootstrap_sample_percent,low,high
1,-0.39542849635194427,0.9494632526640634
3,-0.021876385483141084,0.7731525394780234
10,0.2205012425102411,0.5651646571926359
31,0.2700199575098636,0.47289623589223545
100,0.31354931974821565,0.42802953256892473
