bootstrap_sample_percent,low,high
1,0.27186836329546527,0.7806363065085609
3,0.393292591855309,0.6936248730804622
10,0.4844132806103546,0.6431641422850234
31,0.5323181344252974,0.6106991333344971
100,0.5436215213177877,0.5912685258128301
