,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.505579113017737,0.7652781145632509,132122
cogsci universal false,38.57681452315412,0.6175304569042678,0.7792137115613235,28699
population,43.969860901250456,0.525557173210122,0.7677649645284151,160821
