,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.5015448691137185,0.7637512694878151,132122
cogsci universal false,38.57681452315412,0.6542592498205829,0.772246183479068,28699
population,43.969860901250456,0.5287972180725377,0.7652672129071132,160821
