complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name
16,0.7611940298507462,0.5555555555555557,0.4444444444444443,0.8,0.6,False,True,True,False,True,True,True,True,0.8488335876649371,False,False,
11,0.835820895522388,0.4861111111111111,0.5138888888888888,0.6666666666666666,0.6666666666666666,False,True,True,False,True,True,True,True,0.8993688646873923,False,False,
34,0.4925373134328358,0.5070601851851853,0.4929398148148147,0.1666666666666666,0.1666666666666666,False,True,True,False,True,True,True,True,0.6574623511075155,False,False,
29,0.5671641791044777,0.4990740740740741,0.5009259259259258,0.4285714285714285,0.1428571428571428,False,True,True,False,True,True,True,True,0.7099421400838897,False,False,
12,0.8208955223880597,0.5222222222222224,0.4777777777777776,0.5,0.5,False,True,True,False,True,True,True,True,0.8899649053334551,False,False,
12,0.8208955223880597,0.6250000000000001,0.3749999999999999,1.0,0.8,False,True,True,False,True,True,True,True,0.8932167496404069,False,False,
8,0.8805970149253731,0.5,0.5,1.0,1.0,True,True,True,False,True,True,True,True,0.9314477774820522,False,False,
12,0.8208955223880597,0.7986111111111112,0.2013888888888888,1.0,1.0,True,True,True,False,True,True,True,True,0.9686286427470288,False,False,
14,0.791044776119403,0.6273148148148149,0.3726851851851851,0.75,0.75,False,True,True,False,True,True,True,True,0.8721970019918862,False,False,
28,0.582089552238806,0.5319444444444444,0.4680555555555555,0.3333333333333333,0.3333333333333333,False,True,True,False,True,True,True,True,0.7215286341796874,False,False,
10,0.8507462686567164,0.5833333333333335,0.4166666666666665,1.0,1.0,True,True,True,False,True,True,True,True,0.912991429811145,False,False,
20,0.7014925373134329,0.725,0.275,0.8333333333333334,0.8333333333333334,False,True,True,False,True,True,True,True,0.8677749928623681,False,False,
3,0.9552238805970149,0.3333333333333333,0.6666666666666667,0.0,0.0,False,True,True,False,True,True,True,True,0.9789069690092248,False,False,
22,0.6716417910447761,0.5659722222222222,0.4340277777777778,0.4,0.4,False,True,True,False,True,True,True,True,0.7858842118800604,False,False,
26,0.6119402985074627,0.5555555555555556,0.4444444444444444,0.5,0.5,False,True,True,False,True,True,True,True,0.7433686643925476,False,False,
13,0.8059701492537313,0.5347222222222223,0.4652777777777777,0.75,0.75,False,True,True,False,True,True,True,True,0.8798139155358891,False,False,
