,Language,comm_cost,complexity,dlsav,iff,informativity,name,optimality,sav,simplicity
0,artificial,0.625,5,False,1.0,0.375,sampled_lang_21399,0.9999703843468619,0.6666666666666666,
1,artificial,-0.2986700622524052,30,True,1.0,1.2986700622524052,sampled_lang_838147,0.7822515142580142,1.0,
2,artificial,0.6666666666666666,4,True,1.0,0.33333333333333337,sampled_lang_804108,0.999975387038974,1.0,
3,artificial,-0.4340058479532165,32,True,1.0,1.4340058479532165,sampled_lang_837845,0.6850705824652209,1.0,
4,artificial,0.8333333333333333,1,False,1.0,0.16666666666666669,sampled_lang_2206,1.0,0.0,
5,artificial,0.625,5,False,1.0,0.375,sampled_lang_8380,0.9999703843468619,0.6666666666666666,
6,artificial,0.33333333333333337,12,True,1.0,0.6666666666666666,sampled_lang_9456,0.9999507740779482,1.0,
7,artificial,0.41666666666666663,10,True,1.0,0.5833333333333334,sampled_lang_17147,0.9999384675974352,1.0,
8,artificial,0.33333333333333326,14,True,1.0,0.6666666666666667,sampled_lang_7634,0.9999263952572143,1.0,
9,artificial,0.7222222222222223,3,False,1.0,0.27777777777777773,sampled_lang_5682,0.9999436165993751,0.5,
10,artificial,-0.46456256921373185,34,True,1.0,1.4645625692137318,sampled_lang_828385,0.6598210906637043,1.0,
11,artificial,-0.637254901960784,40,True,1.0,1.637254901960784,sampled_lang_833650,0.5277215810175906,1.0,
12,artificial,-0.132996632996633,26,True,1.0,1.132996632996633,sampled_lang_880501,0.9043101249127132,1.0,
13,artificial,0.16666666666666674,18,True,1.0,0.8333333333333333,sampled_lang_8359,0.9999752991459943,1.0,
14,artificial,0.33333333333333326,14,True,1.0,0.6666666666666667,sampled_lang_7520,0.9999263952572143,1.0,
15,artificial,0.13350719938830768,20,True,1.0,0.8664928006116923,sampled_lang_806721,0.9999827264120847,1.0,
16,artificial,0.5,6,True,1.0,0.49999999999999994,sampled_lang_13502,0.9999450142611773,1.0,
17,artificial,0.16666666666666674,18,True,1.0,0.8333333333333333,sampled_lang_10254,0.9999752991459943,1.0,
18,artificial,0.625,5,False,1.0,0.37499999999999994,sampled_lang_6236,0.9999703843468619,0.6666666666666666,
19,artificial,0.6666666666666666,4,False,1.0,0.33333333333333337,sampled_lang_8170,0.999975387038974,0.5,
20,artificial,0.2466083876979862,16,False,1.0,0.7533916123020138,sampled_lang_836,0.9999562305655673,1.0,
21,artificial,0.7222222222222223,3,False,1.0,0.27777777777777773,sampled_lang_3888,0.9999436165993751,0.5,
22,artificial,0.33333333333333326,14,False,1.0,0.6666666666666667,sampled_lang_417147,0.9999263952572143,1.0,
23,artificial,0.41666666666666663,10,True,1.0,0.5833333333333334,sampled_lang_26999,0.9999384675974352,1.0,
24,artificial,-0.269047619047619,28,True,1.0,1.269047619047619,sampled_lang_846852,0.8064972593021061,1.0,
25,artificial,0.33333333333333326,14,True,1.0,0.6666666666666667,sampled_lang_16699,0.9999263952572143,1.0,
26,artificial,-0.5989137780415039,36,True,1.0,1.598913778041504,sampled_lang_840227,0.56342371025905,1.0,
27,artificial,0.33333333333333337,12,True,1.0,0.6666666666666666,sampled_lang_17363,0.9999507740779482,1.0,
28,artificial,0.7222222222222223,3,False,1.0,0.27777777777777773,sampled_lang_3907,0.9999436165993751,0.5,
29,artificial,1.1102230246251565e-16,24,True,1.0,0.9999999999999999,sampled_lang_9231,0.9999999999999999,1.0,
30,artificial,0.6666666666666666,4,True,1.0,0.33333333333333337,sampled_lang_10372,0.999975387038974,1.0,
31,artificial,-0.6306089743589745,38,True,1.0,1.6306089743589745,sampled_lang_835814,0.5372405168221414,1.0,
32,artificial,0.032349896480331264,22,True,1.0,0.9676501035196687,sampled_lang_844089,0.9999909784386439,1.0,
33,artificial,0.16666666666666674,18,True,1.0,0.8333333333333333,sampled_lang_37456,0.9999752991459943,1.0,
