bootstrap_sample_percent,low,high
1,0.6158564616928626,0.7933952842339949
3,0.6364543650709307,0.758812296621523
10,0.6834102438572407,0.7363847922751787
31,0.6992120963455069,0.7281610528284863
100,0.702574037639083,0.7204623453985359
