bootstrap_sample_percent,low,high
1,-0.31849918145582634,0.11688980904635468
3,-0.23914370732835566,0.006859061666130938
10,-0.19804076471968912,-0.06183094793624043
31,-0.16428337677246896,-0.09546243742024396
100,-0.14915399454058215,-0.10594472896483093
