bootstrap_sample_percent,low,high
1,0.038428841797083946,0.17538442758113176
3,0.07335661746600966,0.1521312345942623
10,0.09762082787629137,0.1362207515987979
31,0.10193458181546161,0.12474038875500784
100,0.10945093604495415,0.11991728550070103
