bootstrap_sample_percent,low,high
1,0.06783676075438841,0.44315414291990196
3,0.1531495567006497,0.35367925985358895
10,0.18235071312824414,0.31370344131792566
31,0.2129355429480757,0.2754685905466696
100,0.22701925488396735,0.26272152973422996
