complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name
29,0.5671641791044777,0.5499751267732202,0.4500248732267797,0.5,0.5,False,True,True,False,True,True,True,True,0.7186369252536409,False,False,
27,0.5970149253731343,0.5214039331792798,0.4785960668207202,0.2857142857142857,0.2857142857142857,False,True,True,False,True,True,True,True,0.731233949209757,False,False,
10,0.8507462686567164,0.5022265549778546,0.4977734450221454,0.6666666666666666,0.6666666666666666,False,True,True,False,True,True,True,True,0.909744044239533,False,False,
47,0.29850746268656714,0.5324009885101738,0.4675990114898262,0.4444444444444444,0.3333333333333333,False,True,True,False,True,True,True,True,0.6353897934023363,False,False,
6,0.9104477611940298,0.4818024263431541,0.5181975736568458,0.5,0.5,False,True,True,False,True,True,True,True,0.9511729956938751,False,False,
18,0.7313432835820896,0.6181969718852299,0.38180302811477,0.6666666666666666,0.6666666666666666,False,True,True,False,True,True,True,True,0.8295933257987229,False,False,
47,0.29850746268656714,0.5191146564056008,0.4808853435943991,0.3,0.2,False,True,True,False,True,True,True,True,0.6260928814971872,False,False,
28,0.582089552238806,0.6292838115411772,0.3707161884588228,0.5714285714285714,0.5714285714285714,False,True,True,False,True,True,True,True,0.7750268673868685,False,False,
18,0.7313432835820896,0.6146053982925732,0.3853946017074268,0.8333333333333334,0.6666666666666666,False,True,True,False,True,True,True,True,0.8294639022581016,False,False,
19,0.7164179104477613,0.5022330741703575,0.4977669258296425,0.8333333333333334,0.5,False,True,True,False,True,True,True,True,0.8148730553775941,False,False,
18,0.7313432835820896,0.4465165447076191,0.5534834552923809,0.5,0.5,False,True,True,False,True,True,True,True,0.8234064245675108,False,False,
5,0.9253731343283582,0.5129140188715577,0.4870859811284422,1.0,1.0,True,True,True,False,True,True,True,True,0.9628354226748248,False,False,
31,0.5373134328358209,0.6134768759227164,0.3865231240772836,0.75,0.75,False,True,True,False,True,True,True,True,0.7478159031226488,False,False,
