,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.6884655431960741,0.7941644503658797,132122
cogsci universal false,38.57681452315412,0.7839120311378643,0.7879540206206013,28699
population,43.969860901250456,0.7054982612953362,0.7930561801570156,160821
