,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.4988553731777062,0.7599314908499395,132122
cogsci universal false,38.57681452315412,0.678745111764793,0.768173559496815,28699
population,43.969860901250456,0.5309572479808151,0.7614023132431387,160821
