,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.49213163333767523,0.7524759472642621,132122
cogsci universal false,38.57681452315412,0.7399597666253183,0.7676846791053878,28699
population,43.969860901250456,0.5363573227515085,0.7551899920414272,160821
