comm_cost,complexity,naturalness,Language
0.7267956070997803,22,0.25,artificial
0.7777777778444445,14,0.0,artificial
0.6527711811333073,24,0.5,artificial
0.6006410261574275,19,0.5,artificial
0.8041666666871041,12,0.5,artificial
0.7777777778666667,16,0.0,artificial
0.7777777778666667,12,0.0,artificial
0.6894465895995812,12,0.6666666666666666,artificial
0.7481848186956878,7,0.6666666666666666,artificial
0.70793650803535,10,1.0,artificial
0.777777777837037,10,0.5,artificial
0.5608309964356624,21,0.6,artificial
0.23674242494300612,38,0.75,artificial
0.6549019609986262,14,0.6666666666666666,artificial
0.739389435213005,16,0.0,artificial
0.6666666669716668,9,0.6666666666666666,artificial
0.729166666921131,8,0.5,artificial
0.7500000001875,3,1.0,artificial
0.05555555652592603,28,1.0,artificial
0.7217557254608133,9,0.6666666666666666,artificial
0.7497546805506006,24,0.25,artificial
0.7962962963090536,16,0.6666666666666666,artificial
0.22222222324907426,22,0.8,artificial
0.7503770739939533,12,0.5,artificial
0.7217557254608135,7,0.6666666666666666,artificial
0.5164024118674561,20,0.5,artificial
0.7104027676732749,16,0.3333333333333333,artificial
0.3571904913157894,28,0.6666666666666666,artificial
0.49565970053712327,44,0.6,artificial
0.6673632883626344,14,0.3333333333333333,artificial
0.6666666667666667,12,1.0,artificial
0.5132942157118747,18,0.75,artificial
0.4044127499677366,26,0.6666666666666666,artificial
0.6931833314075797,18,0.0,artificial
0.49740633957479097,16,0.75,artificial
0.5562770565446675,14,1.0,artificial
0.6456582639897229,11,0.6666666666666666,artificial
0.6166666668594167,16,0.6666666666666666,artificial
0.5231641751148407,54,0.4,artificial
0.33689989355303185,20,0.8333333333333334,artificial
0.7004310348570763,5,1.0,artificial
0.7504873295914185,8,0.5,artificial
0.750427350512526,14,0.3333333333333333,artificial
0.5132942157118747,18,0.75,artificial
0.6789196313338643,16,0.6666666666666666,artificial
0.4708333338491979,18,0.75,artificial
0.5562770565446675,16,1.0,artificial
0.46492616306786216,30,0.6666666666666666,artificial
0.5813613758667489,14,0.75,artificial
0.7037037039308642,8,0.5,artificial
0.6403940895423876,7,1.0,artificial
0.6315144789746169,24,0.6666666666666666,artificial
0.4898458271318422,12,1.0,artificial
0.24843190087891664,22,0.8333333333333334,artificial
0.5266440823596317,22,0.6,artificial
0.34838350112092764,20,1.0,artificial
0.44852941257658396,18,0.8,artificial
0.3307394353147174,29,1.0,artificial
1.0000001937626735e-09,24,1.0,artificial
0.3711953688585411,33,0.8888888888888888,artificial
0.6726275214688644,40,0.14285714285714285,artificial
0.7222222224237038,10,0.0,artificial
0.695238095385034,8,0.5,artificial
0.6913682555030296,8,0.6666666666666666,artificial
0.43650793724009274,22,0.6,artificial
0.70793650803535,16,0.6666666666666666,artificial
0.5000000002666667,16,1.0,artificial
0.5958088032326384,14,0.6666666666666666,artificial
0.3888888895277779,16,0.75,artificial
0.22988505870562037,28,0.6666666666666666,artificial
0.4495599566118025,18,0.8,artificial
0.7500479203813092,12,0.0,artificial
0.7037037039308642,8,0.5,artificial
0.4903412960235132,44,0.5555555555555556,artificial
0.5059888998339295,13,1.0,artificial
0.6571428572650885,16,1.0,artificial
0.5778813298855348,14,0.75,artificial
0.6859692998033664,20,0.6,artificial
0.42969926290319793,18,0.8,artificial
0.7777777778981482,5,0.5,artificial
0.5648795652382461,16,0.75,artificial
0.34874922412671083,32,0.5714285714285714,artificial
0.4738741604652992,30,0.5,artificial
0.5776638913816547,28,0.625,artificial
0.600000000464,12,0.3333333333333333,artificial
0.6083333335859168,14,1.0,artificial
0.7235228541147891,6,0.5,artificial
0.5247175146847322,18,0.5,artificial
0.42216843894803224,24,0.8333333333333334,artificial
0.18253968371753837,20,1.0,artificial
0.49784645889502277,20,0.8333333333333334,artificial
0.49919945638174135,33,0.75,artificial
0.20812686558249316,29,1.0,artificial
0.5005690332285728,14,1.0,artificial
0.5230943159381987,14,0.75,artificial
0.4575360621118538,20,0.5,artificial
0.7037037039308642,12,0.5,artificial
0.6863814798601939,12,0.6666666666666666,artificial
0.6310082098317387,30,0.0,artificial
0.1825396837175386,20,1.0,artificial
0.6333333337347186,10,0.6666666666666666,artificial
0.5645282660509734,34,0.2,artificial
0.7451241135869664,9,0.6666666666666666,artificial
0.6666666668666666,12,0.0,artificial
0.5727377783949444,38,0.5,artificial
0.3643115948385992,31,1.0,artificial
0.7777777777999999,8,1.0,artificial
0.7291666667791667,10,0.5,artificial
0.7283787286781165,11,0.5,artificial
0.6665609586587717,14,0.3333333333333333,artificial
0.695238095385034,14,0.0,artificial
0.277777779059429,24,0.8333333333333334,artificial
0.5666666670386666,16,0.6666666666666666,artificial
0.4937266357937059,28,0.6666666666666666,artificial
0.8333333333333333,8,0.0,artificial
0.7291824472368551,16,0.3333333333333333,artificial
0.6242077583237219,45,0.3333333333333333,artificial
0.5274763435863128,24,0.8571428571428571,artificial
0.623696318682043,54,0.0,artificial
0.47619047681981874,10,1.0,artificial
0.37683668073893584,26,0.6666666666666666,artificial
0.7305466269012457,16,0.75,artificial
0.5606834490759454,20,0.6,artificial
0.6549019609986262,16,0.6666666666666666,artificial
0.44971723953740317,26,0.8571428571428571,artificial
0.13888888989814818,30,0.8571428571428571,artificial
0.47354058514078634,22,0.8,artificial
0.6787797069136172,10,0.75,artificial
0.5795142514699512,13,0.75,artificial
0.17246376896160398,28,0.8571428571428571,artificial
0.6894465895995812,18,0.3333333333333333,artificial
0.14993169487284552,26,1.0,artificial
0.7777777778981482,9,0.5,artificial
0.4094758286024248,32,0.7142857142857143,artificial
0.5641762458808879,16,0.3333333333333333,artificial
0.6891644393857015,16,0.3333333333333333,artificial
0.6158536295429685,24,0.6666666666666666,artificial
0.1666666676146411,28,0.8571428571428571,artificial
0.5416666672679167,8,1.0,artificial
0.22294372392855533,26,0.8333333333333334,artificial
0.2777777783333333,20,1.0,artificial
0.5376572756930269,23,0.6,artificial
0.5721597411455139,16,0.75,artificial
0.7056166009285987,15,0.5,artificial
0.41898922390163595,18,1.0,artificial
0.3658115617381764,32,0.8571428571428571,artificial
0.7777777778981482,9,0.5,artificial
0.21698635066129224,26,1.0,artificial
0.5078827814126736,34,0.3333333333333333,artificial
0.5761726861351086,20,0.5,artificial
0.6964333399320355,50,0.2,artificial
0.6031746036118877,10,0.6666666666666666,artificial
0.5840723869508799,18,0.5,artificial
0.6671957674290787,8,0.6666666666666666,artificial
0.4898458271318422,12,1.0,artificial
0.1777777786781729,22,1.0,artificial
0.7523809524351565,8,1.0,artificial
0.6529619323838055,10,0.6666666666666666,artificial
0.7291666667791667,12,0.5,artificial
0.7222222225185186,5,1.0,artificial
0.7777777778,8,1.0,artificial
0.6936279513350199,23,0.25,artificial
0.4601326918154336,32,0.42857142857142855,artificial
0.777777777837037,10,0.5,artificial
0.8053729967080075,8,0.0,artificial
0.25049152121781426,34,0.75,artificial
0.4898458271318422,18,0.75,artificial
0.11111111194592593,28,0.8571428571428571,artificial
0.5844916444389794,50,0.4,artificial
0.7235228541147891,10,0.5,artificial
0.5666666673068953,10,0.6666666666666666,artificial
0.8047138047446859,6,1.0,artificial
0.5739310562213294,13,1.0,artificial
0.6900093371579324,14,1.0,artificial
0.5000000002666667,16,1.0,artificial
0.6712275298912693,52,0.2,artificial
0.7144140287789544,20,0.5,artificial
0.5406000085874141,14,1.0,artificial
0.5893772897917848,20,0.25,artificial
0.6212121217760725,13,0.6666666666666666,artificial
0.7500479203813092,12,0.0,artificial
0.27380952441794215,24,1.0,artificial
0.7777777778666667,10,0.5,artificial
0.5055555560686746,18,0.8,artificial
0.5863095241119154,20,0.75,artificial
0.572345568702578,24,0.6,artificial
0.41898922390163584,24,0.8,artificial
0.4408375876681777,24,0.7142857142857143,artificial
0.5666666673068952,16,0.3333333333333333,artificial
0.6345545979576307,18,0.3333333333333333,artificial
0.8041666666871041,12,0.5,artificial
0.600000000464,10,0.6666666666666666,artificial
0.30555555656488564,18,1.0,artificial
0.10000000086833338,32,0.8571428571428571,artificial
0.3900502656048146,34,0.5714285714285714,artificial
0.7777777778666666,12,0.0,artificial
0.5960617450503016,14,0.75,artificial
0.44660899829628586,18,1.0,artificial
0.7558358458285424,16,0.0,artificial
0.32063492116923364,22,1.0,artificial
0.6083247337580748,26,0.5,artificial
0.6944444447263889,8,0.5,artificial
0.5931372554862095,12,0.6666666666666666,artificial
0.7201913651696624,16,0.3333333333333333,artificial
0.41176470650994235,20,0.6,artificial
0.6900093371579324,20,0.75,artificial
0.34838350112092753,18,1.0,artificial
0.5353535358607094,12,1.0,artificial
0.7208415408469732,18,0.0,artificial
0.5260441019864714,28,0.6,artificial
0.5882352948414113,7,1.0,artificial
0.08333333435972246,22,1.0,artificial
0.12500000110416676,26,0.8333333333333334,artificial
0.6366017284598082,18,0.0,artificial
0.8333333333333333,4,0.0,artificial
0.4825996906396418,25,0.6666666666666666,artificial
0.22222222324907426,18,1.0,artificial
0.7451241135869664,11,0.3333333333333333,artificial
0.557142858192626,9,1.0,artificial
0.42678278968707883,22,0.8,artificial
0.42761843280923795,28,0.8571428571428571,artificial
0.7201913651696624,12,0.3333333333333333,artificial
0.8333333333333333,8,0.0,artificial
0.5571428581926259,9,1.0,artificial
0.235010650744643,44,0.6666666666666666,artificial
0.5616335147230233,14,0.75,artificial
0.4000000008608108,18,1.0,artificial
0.1777777786781729,26,0.8333333333333334,artificial
0.5370370376329038,14,0.75,artificial
0.5494926554641674,23,1.0,artificial
0.8333333333333333,6,0.0,artificial
0.3854919166682882,22,0.8,artificial
0.7222222224237038,6,0.5,artificial
0.5562770565446675,20,0.75,artificial
0.3753561262045032,22,0.6,artificial
0.12500000110416676,28,0.8333333333333334,artificial
0.5851969388711393,14,0.5,artificial
0.11111111228123471,28,1.0,artificial
0.6183035716404885,16,1.0,artificial
0.6482307005654637,9,0.75,artificial
0.6888888891875556,20,0.3333333333333333,artificial
0.38888888966196,24,0.5,artificial
0.6020162786367089,12,0.6666666666666666,artificial
0.75000000005,20,0.3333333333333333,artificial
0.7012820514201401,16,0.6666666666666666,artificial
0.3930055570217703,32,0.5,artificial
0.6930992889478871,14,0.75,artificial
0.68079144825939,23,0.25,artificial
0.5829238397558284,18,0.6,artificial
0.6414490457116235,14,0.5,artificial
0.520590521248307,16,0.75,artificial
0.47300737845981244,46,0.2857142857142857,artificial
0.45409466493309714,34,0.5,artificial
0.7419159771353876,17,0.25,artificial
0.7500479203813092,12,0.0,artificial
0.625000000303373,10,0.6666666666666666,artificial
0.12500000110416676,26,0.8333333333333334,artificial
0.4553371019025285,36,0.3333333333333333,artificial
0.6777777780585679,12,0.3333333333333333,artificial
0.6326004720193996,20,0.5,artificial
0.586881520268014,11,1.0,artificial
0.05555555652592614,28,1.0,artificial
0.7548708909876151,22,0.0,artificial
0.5486106744824775,16,0.8,artificial
0.6956659591269226,30,0.3333333333333333,artificial
0.4592650202256342,18,1.0,artificial
0.7222222223555556,12,0.0,artificial
0.4190283319750219,30,0.6666666666666666,artificial
0.75000000015375,12,0.0,artificial
0.5546874070990151,24,0.8333333333333334,artificial
0.5278822940379597,20,0.6,artificial
0.4468461931030753,26,0.6666666666666666,artificial
0.1517713380901775,30,0.875,artificial
0.4740740749539425,18,0.75,artificial
0.7705627707210182,12,0.0,artificial
0.6638291027943852,18,0.0,artificial
0.6562500004308129,9,0.6666666666666666,artificial
0.6020162786367089,12,0.6666666666666666,artificial
0.5689763873248104,56,0.3,artificial
0.7037037039308642,6,1.0,artificial
0.6021367233860621,30,0.4,artificial
0.5562770565446675,14,1.0,artificial
0.38888888943055566,18,0.8,artificial
0.6852788921618593,22,0.0,artificial
0.5344282306834619,18,1.0,artificial
0.39541301677280016,24,0.8333333333333334,artificial
0.7201913651696624,16,0.3333333333333333,artificial
0.5879863595245176,16,0.8,artificial
0.6327160498664945,12,0.3333333333333333,artificial
0.6034858394184646,16,0.5,artificial
0.4406325339074648,22,0.6666666666666666,artificial
0.4846153853519628,12,1.0,artificial
0.6666666669166667,8,0.5,artificial
0.5404356396847658,24,0.25,artificial
0.7134847213459903,16,0.0,artificial
0.2545609142158516,38,0.7777777777777778,artificial
0.6362685363266789,18,0.0,artificial
0.6345545979576306,12,0.6666666666666666,artificial
0.4444444451667825,24,0.6,artificial
0.6587301590559336,18,0.3333333333333333,artificial
0.5265797147812743,14,0.8,artificial
0.41403508855610305,14,0.75,artificial
0.16666666761464133,28,0.8571428571428571,artificial
0.7777777778444445,12,0.0,artificial
0.7222222224237037,12,0.0,artificial
0.30952381041670085,18,0.8,artificial
0.42678278968707883,22,0.8,artificial
0.6031746036118878,10,0.6666666666666666,artificial
0.7291666667791667,12,0.5,artificial
0.6818730355750124,18,0.8,artificial
0.6521255248527329,18,0.5,artificial
0.6342043489627307,22,0.5,artificial
0.610936478408183,17,0.5,artificial
0.34838350112092775,18,1.0,artificial
0.5860502968903444,18,0.5,artificial
0.5333333339257778,20,0.3333333333333333,artificial
0.5333333342443112,12,0.6666666666666666,artificial
0.777777777837037,6,1.0,artificial
0.3890037524347456,32,0.75,artificial
0.19232348220174633,28,0.8571428571428571,artificial
0.5017945583289143,22,0.8571428571428571,artificial
0.5333333338526667,16,0.3333333333333333,artificial
0.5700965173900785,52,0.3,artificial
0.7539682540937265,6,1.0,artificial
0.5924145301734134,22,0.8,artificial
0.39722222286227515,16,0.8,artificial
0.6487406898514496,11,0.75,artificial
0.6916666668886667,24,0.0,artificial
0.7539682540937264,12,0.5,artificial
0.8333333333333333,8,1.0,artificial
0.5697084925218033,16,0.5,artificial
0.30481366069203475,26,1.0,artificial
0.6242522466133331,28,0.5,artificial
0.7222222224237037,10,0.0,artificial
0.42678278968707895,18,1.0,artificial
0.7222222223111111,10,0.5,artificial
0.6894465895995812,16,0.6666666666666666,artificial
0.658264744281785,18,0.5,artificial
0.3412114854616397,26,0.6666666666666666,artificial
1.0000001937626735e-09,24,1.0,artificial
0.6314814818012107,10,1.0,artificial
0.6407631076090845,24,0.0,artificial
0.7858881383582768,13,0.3333333333333333,artificial
0.6666666667666667,12,1.0,artificial
0.6983877235681988,11,0.75,artificial
0.6250000004520834,7,1.0,artificial
0.7222222224,6,0.5,artificial
0.5432279476693302,13,0.75,artificial
0.669200037400246,17,0.5,artificial
0.5882352948414115,13,0.6666666666666666,artificial
0.5423703620293618,18,0.75,artificial
0.7500479203813092,14,0.0,artificial
0.7777777778981482,3,1.0,artificial
0.6944444447263889,12,0.0,artificial
0.7211354974503079,18,0.0,artificial
0.7500479203813092,10,0.5,artificial
0.6017316020012932,18,0.3333333333333333,artificial
0.70793650803535,12,1.0,artificial
0.7283950618458161,16,0.6666666666666666,artificial
0.7242789891925505,14,0.6666666666666666,artificial
0.700629779843913,15,0.3333333333333333,artificial
0.5168219471347018,15,0.75,artificial
0.5834524097261049,29,0.5,artificial
0.7500479203813092,10,0.0,artificial
0.7504873295914185,12,0.0,artificial
0.47619047681981874,16,0.75,artificial
0.6900093371579326,20,0.75,artificial
0.5727509775442752,22,0.6,artificial
0.77423132155664,17,0.25,artificial
0.6259018763878921,12,0.6666666666666666,artificial
0.6499536351428389,14,0.3333333333333333,artificial
0.6944444447263889,8,0.5,artificial
0.7770562771360208,8,0.5,artificial
0.5337663766495955,24,0.6666666666666666,artificial
0.6292833520774364,30,0.5,artificial
0.7503770739939533,14,0.0,artificial
0.6385620917860888,24,0.5,artificial
0.4662309373510988,20,0.8,artificial
0.5416666672679167,8,1.0,artificial
0.6830767491307672,50,0.2,artificial
0.3888888895869387,22,0.8,artificial
0.2876636557210688,26,0.8333333333333334,artificial
0.6562500004308129,7,1.0,artificial
0.34838350112092753,18,1.0,artificial
0.23333333453922234,24,0.8333333333333334,artificial
0.42783463352958273,20,0.6,artificial
0.47619047681981863,12,1.0,artificial
0.6152882210078463,18,0.0,artificial
0.4068830275055296,26,0.7142857142857143,artificial
0.30696857304810343,32,0.7142857142857143,artificial
0.7503770739939533,14,0.0,artificial
0.32080610077220406,28,1.0,artificial
0.6845131156082924,8,0.6666666666666666,artificial
0.8041666666871041,6,1.0,artificial
0.4583333339686756,16,0.75,artificial
0.8333333333333333,6,0.0,artificial
0.4721555666195628,24,0.8333333333333334,artificial
0.22256622054475994,34,0.7142857142857143,artificial
0.8333333333333333,4,0.0,artificial
0.5029761912254199,15,0.75,artificial
0.7006297798439128,9,0.6666666666666666,artificial
0.22222222307777795,22,0.8,artificial
0.7500479203813092,8,0.5,artificial
0.8333333333333333,4,0.0,artificial
0.545600953349768,28,0.25,artificial
0.4938205501625128,22,0.6,artificial
0.24166666739818754,20,1.0,artificial
0.549775910319757,24,0.25,artificial
0.7288803617133235,21,0.4,artificial
0.5171864177179707,20,0.6,artificial
0.33990779325289744,26,1.0,artificial
0.6931833314075797,16,0.0,artificial
0.6894465895995812,18,0.3333333333333333,artificial
0.70793650803535,10,1.0,artificial
0.5084523337430855,28,0.5714285714285714,artificial
0.7503770739939531,10,0.5,artificial
0.7682294512227646,20,0.0,artificial
0.5000000002666667,16,1.0,artificial
0.8041666666871041,8,1.0,artificial
0.49617758833456405,20,1.0,artificial
0.533333333696762,16,0.75,artificial
0.6666666667666667,12,1.0,artificial
0.6313131320450376,12,0.6666666666666666,artificial
0.6064181444932597,26,0.4,artificial
0.6529619323838054,12,0.6666666666666666,artificial
0.7006297798439128,17,0.3333333333333333,artificial
0.7235228541147891,16,0.0,artificial
0.49738851246345595,16,1.0,artificial
0.6285025743095507,20,0.5,artificial
0.7523809524351566,12,0.5,artificial
0.7777777778444445,14,0.0,artificial
0.42222222268088894,14,1.0,artificial
0.8010497067211203,18,0.3333333333333333,artificial
0.7182268513891086,12,0.3333333333333333,artificial
0.7291666667791667,10,0.5,artificial
0.5958088032326384,18,0.3333333333333333,artificial
0.7503770739939531,14,0.0,artificial
0.7027143875433896,19,0.6,artificial
0.42222222268088905,14,1.0,artificial
0.44852941257658396,18,0.8,artificial
0.6109090913479431,12,0.6666666666666666,artificial
0.34838350112092775,18,1.0,artificial
0.49899311773648425,20,0.8,artificial
0.6944444447263889,8,0.5,artificial
0.5046076024190695,28,0.6666666666666666,artificial
0.5268473900606477,12,0.75,artificial
0.6852788921618593,18,0.3333333333333333,artificial
0.7503770739939533,12,0.5,artificial
0.6677877491972477,16,0.5,artificial
0.6250000004520834,13,0.6666666666666666,artificial
0.7235228541147891,6,0.5,artificial
0.6450534764985352,11,0.6666666666666666,artificial
0.6333333337347186,12,0.3333333333333333,artificial
0.5474798111438771,20,0.5,artificial
0.7558358458285424,12,0.0,artificial
0.269209223348005,30,0.8571428571428571,artificial
0.34838350112092753,18,1.0,artificial
0.6666666669716668,9,0.6666666666666666,artificial
0.4634763373381223,26,0.8333333333333334,artificial
0.8051106026347432,14,0.0,artificial
0.33435960684530797,20,0.8,artificial
0.2925470587831045,22,0.8333333333333334,artificial
0.12500000110416676,26,0.8333333333333334,artificial
0.5304112191742738,50,0.3333333333333333,artificial
0.7242789891925505,10,1.0,artificial
0.5230943159381987,14,0.75,artificial
0.777777777837037,10,0.5,artificial
0.8051106026347432,14,0.0,artificial
0.5714945733503292,21,0.8,artificial
0.6564940370565194,54,0.4,artificial
0.49737762306715716,20,0.5,artificial
0.6705638387323976,32,0.16666666666666666,artificial
0.22222222314074092,20,1.0,artificial
0.7770562771360207,12,0.0,artificial
0.5000000007750001,12,0.6666666666666666,artificial
0.6549019609986262,16,0.6666666666666666,artificial
0.5340328610740924,24,0.4,artificial
0.5607344640680525,13,0.75,artificial
0.6727664578948644,20,0.5,artificial
0.5230943159381988,20,0.5,artificial
0.7291666667791667,10,0.5,artificial
0.48864242447787753,18,0.8333333333333334,artificial
0.7777777778666666,12,0.0,artificial
0.432298044678438,16,1.0,artificial
0.6845131156082924,16,0.3333333333333333,artificial
0.6253809007380122,29,0.625,artificial
0.25000000085902796,24,0.8333333333333334,artificial
0.7437120946940456,20,0.75,artificial
0.6470626296328459,20,0.3333333333333333,artificial
0.46930674750459467,20,0.8,artificial
0.4355533768055563,34,0.5714285714285714,artificial
0.8333333333333333,8,0.0,artificial
0.5698444650350599,13,0.75,artificial
0.6665609586587717,12,0.6666666666666666,artificial
0.40945483525584936,26,0.8571428571428571,artificial
0.6421591260142798,24,0.6,artificial
0.41666666736250013,24,0.5,artificial
0.6215460359526634,58,0.3,artificial
0.662729578332983,14,0.6666666666666666,artificial
0.6387758638971968,22,0.25,artificial
0.25856629979051404,28,0.875,artificial
0.6546689368410584,15,0.5,artificial
0.7018360791052316,44,0.0,artificial
0.05555555652592603,32,0.8571428571428571,artificial
0.3982727466064001,26,0.8333333333333334,artificial
0.6450534764985352,11,0.6666666666666666,artificial
0.6177341368158826,54,0.2222222222222222,artificial
0.600000000508911,16,0.3333333333333333,artificial
0.6770163175835869,13,0.75,artificial
0.5261904765490153,18,1.0,artificial
0.7270114944925976,15,0.3333333333333333,artificial
0.6151351326856989,48,0.0,artificial
0.4585998332955814,26,0.6,artificial
0.6935483873840429,9,0.6666666666666666,artificial
0.21839826965211784,28,0.8571428571428571,artificial
0.5132942157118747,20,0.75,artificial
0.7291666667791667,6,1.0,artificial
0.6666666667666667,12,1.0,artificial
0.3670977020087175,22,0.8,artificial
0.6166666668594167,12,1.0,artificial
0.5966008560994052,26,0.4,artificial
0.05555555677185209,32,0.8571428571428571,artificial
0.3798908870539919,20,0.8333333333333334,artificial
0.7777777778222221,6,1.0,artificial
0.6549019609986262,14,0.6666666666666666,artificial
0.05555555652592603,26,1.0,artificial
0.6000000005089111,16,0.3333333333333333,artificial
0.7041695412618838,28,0.6,artificial
0.75000000015375,12,0.0,artificial
0.7860998650978572,16,0.6666666666666666,artificial
0.6851507094413656,14,0.6666666666666666,artificial
0.7037037039308642,12,0.5,artificial
0.75000000015375,12,0.0,artificial
0.6593259437279995,18,0.5,artificial
0.470833333849198,18,0.75,artificial
0.5595238098261055,8,1.0,artificial
0.34838350112092764,24,0.8,artificial
