complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name,original_name,dp
12,0.52,0.3097591771372259,0.6902408228627741,0.75,0.75,False,True,False,True,True,False,False,False,0.7714108113427078,False,False,Russian_variant_84,Russian,nontrivial
8,0.6799999999999999,0.5266075388026609,0.4733924611973391,1.0,1.0,False,True,False,True,True,True,False,False,0.9999511176217646,False,True,sampled_lang_0,sampled_lang_0,nontrivial
8,0.6799999999999999,0.2755912786400591,0.7244087213599408,1.0,1.0,True,False,False,False,True,True,False,False,0.7894576124030677,False,False,Hausa_variant_42,Hausa,false
25,0.0,0.4038556294653856,0.5961443705346143,0.8571428571428571,0.8571428571428571,False,True,False,True,False,False,True,True,0.787005430321876,False,False,Thai_variant_38,Thai,dp_medium
18,0.28,0.2820891845282089,0.717910815471791,0.5,0.5,False,False,False,False,True,True,False,False,0.6944025307035888,False,False,Russian_variant_68,Russian,false
8,0.6799999999999999,0.3291759053954176,0.6708240946045824,1.0,1.0,True,False,False,False,False,True,False,False,0.8306490227688861,False,False,Hausa_variant_44,Hausa,false
14,0.43999999999999995,0.3082501847745751,0.6917498152254249,0.6666666666666666,0.6666666666666666,False,True,False,True,False,True,True,True,0.7453660691924504,False,False,Hausa_variant_90,Hausa,dp_medium
21,0.16000000000000003,0.2532951465878295,0.7467048534121705,0.5,0.5,False,False,False,False,True,True,False,False,0.6600532999341338,False,False,Russian_variant_18,Russian,false
15,0.4,0.3540588814979059,0.645941118502094,0.75,0.75,False,True,False,True,True,False,False,False,0.7707778640596279,False,False,Russian_variant_48,Russian,nontrivial
22,0.12,0.4031011332840601,0.5968988667159398,1.0,1.0,True,True,False,True,True,True,False,False,0.7943393386330106,False,False,Thai_variant_67,Thai,nontrivial
25,0.0,0.3338260655333826,0.6661739344666173,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.7229801666139943,False,False,Thai_variant_18,Thai,false
22,0.12,0.3764935944813994,0.6235064055186006,1.0,1.0,True,True,False,True,True,False,False,False,0.7700132323603601,False,False,Thai_variant_60,Thai,nontrivial
16,0.36,0.3319475240206948,0.6680524759793052,1.0,1.0,True,False,False,False,True,False,False,False,0.745335066303259,False,False,Hungarian_variant_26,Hungarian,false
17,0.31999999999999995,0.3209534368070953,0.6790465631929046,0.3333333333333333,0.3333333333333333,False,True,False,True,False,True,False,False,0.7326094046172045,False,False,Hausa_variant_97,Hausa,nontrivial
8,0.6799999999999999,0.3434959349593496,0.6565040650406504,1.0,1.0,False,True,False,True,True,True,False,False,0.8429838728399702,False,False,Hausa_variant_61,Hausa,nontrivial
16,0.36,0.3525498891352551,0.6474501108647449,1.0,1.0,True,False,False,False,False,True,False,False,0.7641714916003269,False,False,Hebrew_variant_1,Hebrew,false
22,0.12,0.3982969943335797,0.6017030056664203,1.0,1.0,True,True,False,True,True,True,False,False,0.7899474894384736,False,False,Thai_variant_61,Thai,nontrivial
21,0.16000000000000003,0.2457193890120719,0.7542806109879281,0.5,0.5,False,True,False,True,True,False,False,False,0.653127007878002,False,False,Russian_variant_36,Russian,nontrivial
19,0.24,0.38269894062577,0.6173010593742301,0.5,0.5,False,True,False,True,True,True,False,False,0.7837109983873114,False,False,Basque_variant_66,Basque,nontrivial
16,0.36,0.6104951958610496,0.3895048041389504,1.0,1.0,True,True,False,True,True,True,False,False,0.9994654123555148,False,True,sampled_lang_6,sampled_lang_6,nontrivial
14,0.43999999999999995,0.3546747967479675,0.6453252032520325,0.6666666666666666,0.6666666666666666,False,True,False,True,False,True,False,True,0.7836858130167969,False,False,Hausa_variant_19,Hausa,dp_medium
13,0.48,0.3144863266814486,0.6855136733185514,1.0,1.0,True,False,False,False,True,True,False,False,0.7629131004820726,False,False,Hungarian_variant_55,Hungarian,false
11,0.56,0.2729582409460458,0.7270417590539542,0.6666666666666666,0.6666666666666666,False,False,False,False,True,False,False,False,0.7521173124972105,False,False,Hausa_variant_56,Hausa,false
11,0.56,0.3234940872135994,0.6765059127864006,0.6666666666666666,0.6666666666666666,False,True,False,True,False,False,True,True,0.795070384465566,False,False,Hausa_variant_74,Hausa,dp_medium
15,0.4,0.3695183542744518,0.6304816457255482,0.75,0.75,False,True,False,True,False,True,False,False,0.7835384132548999,False,False,Russian_variant_73,Russian,nontrivial
19,0.24,0.3828837152007884,0.6171162847992115,0.5,0.5,False,True,False,True,True,True,False,False,0.7838799543588576,False,False,Basque_variant_60,Basque,nontrivial
1,0.96,0.2342941611234294,0.7657058388765705,1.0,1.0,True,True,False,True,True,True,True,True,0.8391901091808083,False,True,sampled_lang_3,sampled_lang_3,dp_medium
19,0.24,0.3145787139689578,0.6854212860310421,0.8,0.8,False,True,False,True,True,False,False,False,0.7214313779294115,False,False,Hebrew_variant_36,Hebrew,nontrivial
19,0.24,0.3028455284552846,0.6971544715447153,0.8,0.8,False,False,False,False,True,False,False,False,0.7107044364227746,False,False,Hebrew_variant_56,Hebrew,false
18,0.28,0.3352426706085243,0.6647573293914757,0.5,0.5,False,True,False,True,False,True,False,False,0.7429984848750344,False,False,Russian_variant_13,Russian,nontrivial
2,0.92,0.4254742547425475,0.5745257452574525,1.0,1.0,True,True,False,True,True,True,True,True,0.9999599126189193,False,True,sampled_lang_5,sampled_lang_5,dp_medium
25,0.0,0.343649913771865,0.6563500862281351,0.8571428571428571,0.8571428571428571,False,True,False,True,True,False,False,False,0.7319613753998009,False,False,Thai_variant_78,Thai,nontrivial
16,0.36,0.41019955654102,0.58980044345898,1.0,1.0,True,True,False,True,False,False,True,True,0.8168774906657947,False,False,Hebrew_variant_0,Hebrew,dp_medium
19,0.24,0.4451835427445184,0.5548164572554816,1.0,1.0,True,True,False,True,False,True,False,False,0.8408375687698868,False,False,Thai_variant_13,Thai,nontrivial
19,0.24,0.4131251539788125,0.5868748460211874,1.0,1.0,True,True,False,True,False,True,False,False,0.8115286650215284,False,False,Thai_variant_43,Thai,nontrivial
12,0.52,0.2918360433604336,0.7081639566395663,0.75,0.75,False,False,False,False,True,False,False,False,0.7566167111521194,False,False,Russian_variant_32,Russian,false
13,0.48,0.3841463414634147,0.6158536585365852,1.0,1.0,True,True,False,True,True,False,False,False,0.820411820305889,False,False,Hebrew_variant_72,Hebrew,nontrivial
16,0.36,0.4123244641537325,0.5876755358462675,1.0,1.0,True,True,False,True,False,False,True,True,0.8188202683697934,True,False,Hungarian,Hungarian,dp_medium
16,0.36,0.4341278640059128,0.5658721359940871,1.0,1.0,True,True,False,True,False,True,False,False,0.8387545759548022,False,False,Hungarian_variant_13,Hungarian,nontrivial
14,0.43999999999999995,0.2743902439024391,0.725609756097561,0.6666666666666666,0.6666666666666666,False,False,False,False,True,False,False,False,0.7174174124547509,False,False,Hausa_variant_32,Hausa,false
25,0.0,0.3077728504557773,0.6922271495442227,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.6991608705382668,False,False,Thai_variant_31,Thai,false
19,0.24,0.3038617886178862,0.6961382113821137,0.8,0.8,False,False,False,False,False,True,False,False,0.7116336573872577,False,False,Hebrew_variant_20,Hebrew,false
16,0.36,0.4022080561714708,0.5977919438285292,1.0,1.0,True,True,False,True,True,False,True,True,0.8095717722595578,False,False,Hebrew_variant_62,Hebrew,dp_medium
16,0.36,0.3778178122690317,0.6221821877309682,1.0,1.0,True,True,False,True,False,True,False,False,0.7872729050395206,False,False,Hebrew_variant_90,Hebrew,nontrivial
11,0.56,0.3806972160630698,0.6193027839369303,1.0,1.0,True,True,False,True,False,False,True,True,0.8423640096964669,False,False,Russian_variant_24,Russian,dp_medium
16,0.36,0.3192904656319291,0.6807095343680709,1.0,1.0,True,False,False,False,True,False,False,False,0.7337633791975048,False,False,Hebrew_variant_2,Hebrew,false
25,0.0,0.3175659029317566,0.6824340970682434,0.8571428571428571,0.8571428571428571,False,False,False,False,True,False,False,False,0.7081138382363386,False,False,Thai_variant_8,Thai,false
19,0.24,0.340169992609017,0.659830007390983,0.8,0.8,False,True,False,True,True,False,False,False,0.7448282001112665,False,False,Hebrew_variant_54,Hebrew,nontrivial
22,0.12,0.3917374969204237,0.6082625030795763,1.0,1.0,True,True,False,True,True,True,False,False,0.7839503681113619,False,False,Thai_variant_91,Thai,nontrivial
14,0.43999999999999995,0.2833056171470806,0.7166943828529194,0.6666666666666666,0.6666666666666666,False,True,False,True,True,False,True,True,0.7247763467321537,False,False,Hausa_variant_84,Hausa,dp_medium
19,0.24,0.2989652623798965,0.7010347376201035,0.8,0.8,False,True,False,True,True,False,False,False,0.7071567563219587,False,False,Hungarian_variant_84,Hungarian,nontrivial
16,0.36,0.3705192165558019,0.629480783444198,1.0,1.0,True,True,False,True,True,True,False,False,0.7805995246566748,False,False,Hebrew_variant_85,Hebrew,nontrivial
25,0.0,0.3393693027839369,0.660630697216063,0.8571428571428571,0.8571428571428571,False,False,False,False,True,True,False,False,0.7280482649781995,False,False,Thai_variant_7,Thai,false
19,0.24,0.2947154471544715,0.7052845528455285,0.8,0.8,False,True,False,True,True,False,False,False,0.7032716650983726,False,False,Hebrew_variant_78,Hebrew,nontrivial
19,0.24,0.300720620842572,0.6992793791574279,0.8,0.8,False,False,False,False,True,True,False,False,0.7087614354355866,False,False,Hebrew_variant_7,Hebrew,false
15,0.4,0.2700788371520079,0.729921162847992,0.75,0.75,False,False,False,False,True,True,False,False,0.7014591111885911,False,False,Russian_variant_55,Russian,false
14,0.43999999999999995,0.2967941611234294,0.7032058388765705,0.6666666666666666,0.6666666666666666,False,True,False,True,True,True,False,False,0.7359100433511792,False,False,Hausa_variant_91,Hausa,nontrivial
16,0.36,0.4066118502094113,0.5933881497905886,0.5,0.5,False,True,False,True,True,True,False,False,0.8135979846775472,False,False,Basque_variant_12,Basque,nontrivial
25,0.0,0.3970189701897019,0.602981029810298,0.8571428571428571,0.8571428571428571,False,True,False,True,True,False,False,False,0.7807542632718717,False,False,Thai_variant_6,Thai,nontrivial
13,0.48,0.393939393939394,0.606060606060606,1.0,1.0,True,True,False,True,True,True,False,False,0.82849518842839,False,False,Hungarian_variant_61,Hungarian,nontrivial
19,0.24,0.3743532889874353,0.6256467110125646,0.8,0.8,False,True,False,True,False,True,False,False,0.7760811709406029,False,False,Hungarian_variant_73,Hungarian,nontrivial
15,0.4,0.2904040404040404,0.7095959595959596,0.75,0.75,False,False,False,False,True,False,False,False,0.718235921681686,False,False,Russian_variant_56,Russian,false
11,0.56,0.3817442719881745,0.6182557280118255,1.0,1.0,True,True,False,True,False,False,True,True,0.8432282612588722,True,False,Hausa,Hausa,dp_medium
11,0.56,0.3452974870657798,0.6547025129342202,0.6666666666666666,0.6666666666666666,False,True,False,True,False,True,False,False,0.8131443937097822,False,False,Hausa_variant_73,Hausa,nontrivial
19,0.24,0.3833148558758315,0.6166851441241685,0.8,0.8,False,True,False,True,False,True,False,False,0.7842741804655018,False,False,Hebrew_variant_19,Hebrew,nontrivial
19,0.24,0.3322246858832225,0.6677753141167775,0.8,0.8,False,True,False,True,False,True,False,False,0.737564761660414,False,False,Hungarian_variant_79,Hungarian,nontrivial
16,0.36,0.3517645971914265,0.6482354028085735,1.0,1.0,True,False,False,False,True,True,False,False,0.7634535505631883,False,False,Hebrew_variant_68,Hebrew,false
16,0.36,0.3432187730968219,0.6567812269031781,1.0,1.0,True,False,False,False,True,True,False,False,0.7556400736404953,False,False,Hungarian_variant_7,Hungarian,false
16,0.36,0.3692719881744272,0.6307280118255727,1.0,1.0,True,True,False,True,True,False,False,False,0.7794594613596821,False,False,Hungarian_variant_36,Hungarian,nontrivial
8,0.6799999999999999,0.3836844050258684,0.6163155949741316,1.0,1.0,False,True,False,True,False,True,False,False,0.8774449975837689,False,False,Hausa_variant_13,Hausa,nontrivial
25,0.0,0.3835304262133531,0.6164695737866469,0.8571428571428571,0.8571428571428571,False,True,False,True,False,True,False,False,0.7684223413990634,False,False,Thai_variant_37,Thai,nontrivial
16,0.36,0.3116223207686622,0.6883776792313377,1.0,1.0,True,False,False,False,True,True,False,False,0.7267531661129745,False,False,Hungarian_variant_42,Hungarian,false
21,0.16000000000000003,0.2959780734170978,0.7040219265829022,0.5,0.5,False,True,False,True,False,True,False,False,0.6990765328532793,False,False,Russian_variant_90,Russian,nontrivial
16,0.36,0.4025314116777532,0.5974685883222468,1.0,1.0,True,True,False,True,False,True,False,False,0.8098674293980167,False,False,Hungarian_variant_37,Hungarian,nontrivial
11,0.56,0.2518939393939394,0.7481060606060606,0.6666666666666666,0.6666666666666666,False,False,False,False,True,False,False,False,0.7340549272151812,False,False,Hausa_variant_50,Hausa,false
16,0.36,0.3692719881744272,0.6307280118255727,1.0,1.0,True,True,False,True,True,False,False,False,0.7794594613596821,False,False,Hungarian_variant_30,Hungarian,nontrivial
11,0.56,0.3817442719881745,0.6182557280118255,1.0,1.0,True,True,False,True,False,False,True,True,0.8432282612588722,False,False,Hausa_variant_0,Hausa,dp_medium
25,0.0,0.3654225178615423,0.6345774821384578,0.8571428571428571,0.8571428571428571,False,True,False,True,True,False,False,False,0.7518676357070622,False,False,Thai_variant_30,Thai,nontrivial
21,0.16000000000000003,0.2845220497659522,0.7154779502340478,0.5,0.5,False,True,False,True,True,True,False,False,0.6886026983991853,False,False,Russian_variant_91,Russian,nontrivial
12,0.52,0.2715108401084011,0.7284891598915989,0.75,0.75,False,False,False,False,True,True,False,False,0.7398370050272629,False,False,Russian_variant_31,Russian,false
19,0.24,0.3681633407243164,0.6318366592756837,0.8,0.8,False,True,False,True,False,False,True,True,0.7704215390329712,False,False,Hebrew_variant_38,Hebrew,dp_medium
8,0.6799999999999999,0.3216925351071693,0.6783074648928307,1.0,1.0,False,True,False,True,True,False,False,False,0.8241561918100654,False,False,Hausa_variant_60,Hausa,nontrivial
19,0.24,0.3899359448139937,0.6100640551860064,0.5,0.5,False,True,False,True,True,True,False,False,0.790327552010303,False,False,Basque_variant_48,Basque,nontrivial
19,0.24,0.3141167775314117,0.6858832224685882,0.8,0.8,False,False,False,False,True,True,False,False,0.7210089752934741,False,False,Hebrew_variant_49,Hebrew,false
13,0.48,0.3348115299334812,0.6651884700665188,1.0,1.0,True,False,False,False,True,False,False,False,0.779689915591327,False,False,Hungarian_variant_50,Hungarian,false
11,0.56,0.2897881251539788,0.7102118748460211,1.0,1.0,True,False,False,False,True,False,False,False,0.7665445514147918,False,False,Russian_variant_26,Russian,false
15,0.4,0.296409214092141,0.703590785907859,0.75,0.75,False,False,False,False,True,True,False,False,0.7231927025237308,False,False,Russian_variant_49,Russian,false
8,0.6799999999999999,0.3665003695491501,0.6334996304508499,1.0,1.0,True,True,False,True,False,True,False,False,0.8627099246104097,False,False,Hausa_variant_43,Hausa,nontrivial
16,0.36,0.3966340231584134,0.6033659768415865,0.5,0.5,False,True,False,True,True,True,False,False,0.8044752052700013,False,False,Basque_variant_6,Basque,nontrivial
14,0.43999999999999995,0.2803954175905396,0.7196045824094603,0.6666666666666666,0.6666666666666666,False,False,False,False,True,True,False,False,0.722374213409795,False,False,Hausa_variant_7,Hausa,false
22,0.12,0.3741069228874107,0.6258930771125892,1.0,1.0,True,False,False,False,False,True,False,False,0.7678312270107006,False,False,Thai_variant_25,Thai,false
19,0.24,0.3207686622320769,0.6792313377679231,0.8,0.8,False,True,False,True,True,True,False,False,0.7270910262714951,False,False,Hungarian_variant_85,Hungarian,nontrivial
22,0.12,0.3676706085242671,0.6323293914757329,0.5,0.5,False,True,False,True,True,True,False,True,0.7619472277683758,False,False,Basque_variant_78,Basque,dp_medium
16,0.36,0.395710150283321,0.604289849716679,0.5,0.5,False,True,False,True,True,True,False,False,0.8036307256672685,False,False,Basque_variant_30,Basque,nontrivial
16,0.36,0.3546747967479675,0.6453252032520325,1.0,1.0,True,False,False,False,False,True,False,False,0.766114055312202,False,False,Hungarian_variant_20,Hungarian,false
18,0.28,0.2380512441488051,0.7619487558511948,0.5,0.5,False,False,False,False,True,True,False,False,0.6541405085072924,False,False,Russian_variant_42,Russian,false
22,0.12,0.4300012318305002,0.5699987681694998,1.0,1.0,True,True,False,True,False,False,True,True,0.818932970764957,True,False,Thai,Thai,dp_medium
16,0.36,0.3578159645232817,0.6421840354767183,1.0,1.0,True,False,False,False,False,True,False,False,0.7689853965915532,False,False,Hebrew_variant_25,Hebrew,false
19,0.24,0.4218249568859325,0.5781750431140675,1.0,1.0,True,True,False,True,False,False,True,True,0.8194820919537054,False,False,Thai_variant_74,Thai,dp_medium
19,0.24,0.352549889135255,0.647450110864745,0.8,0.8,False,True,False,True,False,False,True,True,0.756146754202834,False,False,Hungarian_variant_74,Hungarian,dp_medium
19,0.24,0.4436283567381129,0.556371643261887,1.0,1.0,True,True,False,True,False,True,False,False,0.8394160818389683,False,False,Thai_variant_73,Thai,nontrivial
19,0.24,0.4103689332347869,0.5896310667652132,1.0,1.0,True,True,False,True,True,False,False,False,0.8090086186660039,False,False,Thai_variant_72,Thai,nontrivial
15,0.4,0.2746058142399606,0.7253941857600394,0.75,0.75,False,False,False,False,True,False,False,False,0.7051957727412583,False,False,Russian_variant_50,Russian,false
19,0.24,0.3758006898250801,0.6241993101749199,1.0,1.0,True,False,False,False,False,True,False,False,0.7774043832820704,False,False,Thai_variant_44,Thai,false
19,0.24,0.4031781226903178,0.5968218773096822,0.8,0.8,False,True,False,True,False,True,False,False,0.80243430553225,False,False,Hungarian_variant_97,Hungarian,nontrivial
18,0.28,0.3185205715693521,0.6814794284306479,0.75,0.75,False,True,False,True,False,True,False,False,0.7277100226138997,False,False,Russian_variant_79,Russian,nontrivial
19,0.24,0.3410938654841094,0.6589061345158906,0.8,0.8,False,True,False,True,True,False,False,False,0.7456730165684139,False,False,Hungarian_variant_72,Hungarian,nontrivial
12,0.52,0.3607569598423257,0.6392430401576743,0.75,0.75,False,True,False,True,True,False,False,False,0.8135053503273523,False,False,Russian_variant_6,Russian,nontrivial
25,0.0,0.3369056417836906,0.6630943582163094,0.25,0.25,False,True,False,True,True,True,False,False,0.7257958804753548,False,False,Basque_variant_18,Basque,nontrivial
11,0.56,0.3120380635624538,0.6879619364375462,0.6666666666666666,0.6666666666666666,False,True,False,True,True,False,False,False,0.785450513616894,False,False,Hausa_variant_72,Hausa,nontrivial
18,0.28,0.313439270756344,0.686560729243656,0.5,0.5,False,True,False,True,False,False,True,True,0.7230648239273438,False,False,Russian_variant_14,Russian,dp_medium
16,0.36,0.4199464153732447,0.5800535846267554,1.0,1.0,True,True,False,True,False,True,False,False,0.8257892004608957,False,False,Hebrew_variant_92,Hebrew,nontrivial
16,0.36,0.3214153732446416,0.6785846267553584,1.0,1.0,True,False,False,False,True,False,False,False,0.7357063655463429,False,False,Hungarian_variant_8,Hungarian,false
18,0.28,0.2916358709041636,0.7083641290958363,0.5,0.5,False,False,False,False,False,True,False,False,0.7031305616715675,False,False,Russian_variant_44,Russian,false
19,0.24,0.2825203252032521,0.7174796747967479,0.8,0.8,False,False,False,False,True,True,False,False,0.6921221427457933,False,False,Hebrew_variant_55,Hebrew,false
22,0.12,0.3945091155457009,0.605490884454299,1.0,1.0,True,True,False,True,True,True,False,False,0.7864845481266629,False,False,Thai_variant_85,Thai,nontrivial
8,0.6799999999999999,0.3504249815225425,0.6495750184774576,1.0,1.0,False,True,False,True,True,False,False,False,0.8489254382231992,False,False,Hausa_variant_12,Hausa,nontrivial
15,0.4,0.3277285045577728,0.6722714954422271,0.75,0.75,False,True,False,True,True,False,False,False,0.749044264011633,False,False,Russian_variant_54,Russian,nontrivial
16,0.36,0.3600794530672579,0.639920546932742,1.0,1.0,True,True,False,True,True,False,True,True,0.7710551227058168,False,False,Hebrew_variant_60,Hebrew,dp_medium
19,0.24,0.3410938654841094,0.6589061345158906,0.8,0.8,False,True,False,True,True,False,False,False,0.7456730165684139,False,False,Hungarian_variant_86,Hungarian,nontrivial
11,0.56,0.3102827050997783,0.6897172949002217,0.6666666666666666,0.6666666666666666,False,True,False,True,True,False,False,False,0.7839690790552153,False,False,Hausa_variant_54,Hausa,nontrivial
