bootstrap_sample_percent,low,high
1,0.49485724030093853,0.6431928842303649
3,0.5297680872561739,0.6126598543099921
10,0.5469526912834652,0.595824541159284
31,0.5612517205835394,0.5847675202962288
100,0.5656354358141673,0.5782882213566019
