,Language,comm_cost,complexity,dlsav,iff,informativity,name,optimality,sav,simplicity
0,artificial,0.23323996265172742,8,True,1.0,0.7667600373482726,sampled_lang_1017,0.9831617275983564,1.0,0.8888888888888888
1,artificial,0.14087301587301582,8,True,1.0,0.8591269841269842,sampled_lang_910,0.9963746337215862,1.0,0.8888888888888888
2,artificial,0.3608412961646793,20,False,0.3333333333333333,0.6391587038353207,sampled_lang_11186,0.8447778297409593,0.3333333333333333,0.7222222222222222
3,artificial,0.311111111111111,10,False,0.5,0.688888888888889,sampled_lang_270,0.9490673401918128,0.5,0.8611111111111112
4,artificial,0.3559027777777778,14,False,0.75,0.6440972222222222,sampled_lang_1260,0.9017838126943328,0.5,0.8055555555555556
5,artificial,0.3120156116978059,8,False,0.6666666666666666,0.6879843883021941,sampled_lang_853,0.967498975571672,0.6666666666666666,0.8888888888888888
6,artificial,0.38297416160272035,42,False,0.25,0.6170258383972796,sampled_lang_3164,0.6341550194186019,0.25,0.41666666666666663
7,artificial,0.5277777777777778,5,False,0.5,0.4722222222222222,sampled_lang_6457,0.9701735551191993,0.0,0.9305555555555556
8,artificial,0.2161762318676319,34,False,0.75,0.7838237681323681,Sanity_Check8310,0.735538284838922,0.625,0.5277777777777778
9,artificial,0.2777777777777778,14,False,0.6666666666666666,0.7222222222222222,sampled_lang_13474,0.9190130591402429,0.6666666666666666,0.8055555555555556
10,artificial,0.5182676518883416,15,False,0.3333333333333333,0.4817323481116585,sampled_lang_11481,0.8757617454228187,0.0,0.7916666666666666
11,artificial,0.26322751322751337,10,False,1.0,0.7367724867724866,sampled_lang_9979,0.9596170541759941,0.6666666666666666,0.8611111111111112
12,artificial,0.4202376005718619,18,False,0.5,0.5797623994281381,sampled_lang_1270,0.8565618723404032,0.5,0.75
13,artificial,0.51605742961361,25,False,0.2,0.48394257038638994,sampled_lang_1566,0.7801173285169207,0.0,0.6527777777777778
14,artificial,0.5207448465512983,32,False,0.2,0.4792551534487018,sampled_lang_1593,0.7117930509912456,0.0,0.5555555555555556
15,artificial,0.3561304104427069,38,False,0.4444444444444444,0.6438695895572931,sampled_lang_3765,0.6768932350278769,0.4444444444444444,0.4722222222222222
16,artificial,-0.022222222222222143,22,False,0.8,1.0222222222222221,sampled_lang_1933,0.8757649195826913,0.8,0.6944444444444444
