,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.49693430465198307,0.7583322393014926,132122
cogsci universal false,38.57681452315412,0.6962350131535143,0.7660800267532402,28699
population,43.969860901250456,0.5325001264867275,0.7597148557015753,160821
