,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.8103898299816322,0.8491723648624351,132122
cogsci universal false,38.57681452315412,0.8948330806269288,0.8188863528217193,28699
population,43.969860901250456,0.825458986685479,0.8437677332561369,160821
