bootstrap_sample_percent,low,high
1,0.46131937554565977,0.6194640793364062
3,0.4803589054731464,0.5840637593508666
10,0.5004211111530873,0.5523011249173659
31,0.5148336620001472,0.5410080833772088
100,0.5174033423626039,0.5339239822786593
