,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.49117109907481366,0.7519019523727375,132122
cogsci universal false,38.57681452315412,0.748704717319679,0.7677175413834113,28699
population,43.969860901250456,0.5371287620044647,0.754724292670443,160821
