,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.505579113017737,0.7652781145632509,132122
cogsci universal false,38.57681452315412,0.6175304569042676,0.7792137115613234,28699
population,43.969860901250456,0.5255571732101219,0.7677649645284153,160821
