name,simplicity,informativity,optimality
natural_means,0.5333333333333334,0.3996242916974624,0.9292055096137257
dlsav_means,0.47397849462365593,0.35476330972987147,0.8720389129599165
deontic_priority_means,0.4105306799336651,0.37229039423478805,0.8428879727560791
epistemic_priority_means,0.41556122448979593,0.34359629614964976,0.8311286416656951
circ_priority_means,0.4117166212534061,0.35251972271394744,0.8335834381793528
dp_restricted_means,0.46632302405498277,0.38060260640094684,0.8808218948649332
population_means,0.4177924217462933,0.3495754091321054,0.8357769736383168
