bootstrap_sample_percent,low,high
1,0.3876568679453992,0.5479278318811821
3,0.4459139040644858,0.524803101374017
10,0.460990125202714,0.5067610858836469
31,0.4729425053695372,0.49897626457585803
100,0.47558855107665465,0.4903650903680311
