,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.798197401303076,0.8397315144427476,132122
cogsci universal false,38.57681452315412,0.8837409756780222,0.8127309307323095,28699
population,43.969860901250456,0.8134629141464648,0.8349131775843408,160821
