,Language,comm_cost,complexity,dlsav,iff,informativity,name,optimality,sav,simplicity
0,artificial,0.6041666666666666,26,False,0.8571428571428571,0.39583333333333337,sampled_lang_11294,0.8155661572384585,0.7142857142857143,0.6486486486486487
1,artificial,0.6805555555555556,22,False,0.5,0.3194444444444444,sampled_lang_5073,0.8286468489222778,0.5,0.7027027027027026
2,artificial,0.6555555555555556,14,False,0.75,0.34444444444444444,sampled_lang_5518,0.9069348009408573,0.75,0.8108108108108107
3,artificial,0.5391666666666667,36,False,0.9,0.4608333333333333,sampled_lang_17760,0.7450661500197053,0.9,0.5135135135135135
4,artificial,0.6365740740740741,22,False,0.5,0.36342592592592593,sampled_lang_4925,0.8336249970961935,0.5,0.7027027027027026
5,artificial,0.6342592592592593,14,False,0.75,0.3657407407407407,sampled_lang_4907,0.9093452678161654,0.5,0.8108108108108107
6,artificial,0.6717592592592593,52,False,0.2222222222222222,0.3282407407407407,sampled_lang_14468,0.5712243100896861,0.2222222222222222,0.29729729729729726
7,artificial,0.6658201058201059,46,False,0.3333333333333333,0.33417989417989413,sampled_lang_14808,0.6260112192012537,0.3333333333333333,0.3783783783783784
8,artificial,0.6884722222222223,34,False,0.3333333333333333,0.31152777777777774,sampled_lang_8440,0.7187757225755895,0.16666666666666666,0.5405405405405406
9,artificial,0.7505092592592593,20,False,0.2,0.2494907407407407,sampled_lang_6153,0.8410727192139538,0.0,0.7297297297297297
10,artificial,0.6293981481481481,40,False,0.6,0.37060185185185185,sampled_lang_17288,0.6888495272127475,0.6,0.45945945945945943
11,artificial,0.638888888888889,20,False,0.3333333333333333,0.36111111111111105,sampled_lang_2912,0.8522275583790727,0.3333333333333333,0.7297297297297297
12,artificial,0.7158465608465608,64,False,0.0,0.28415343915343916,sampled_lang_16169,0.4537022534568107,0.0,0.1351351351351351
13,artificial,0.7180555555555556,12,False,0.3333333333333333,0.28194444444444444,sampled_lang_2618,0.9197281049039404,0.3333333333333333,0.8378378378378378
14,artificial,0.7112169312169312,60,False,0.0,0.2887830687830688,sampled_lang_14087,0.4898511194724484,0.0,0.18918918918918914
15,artificial,0.675,12,False,0.6666666666666666,0.325,sampled_lang_3049,0.923598485917057,0.6666666666666666,0.8378378378378378
16,artificial,0.44212962962962965,42,False,0.7777777777777778,0.5578703703703703,sampled_lang_15486,0.7297195609703131,0.7777777777777778,0.43243243243243246
