,name,naturalness,simplicity,informativity,optimality,Language,comm_cost,complexity
0,sampled_lang_14,0.5,0.7027027027027026,0.5277777777777778,0.7545170803661244,artificial,0.4722222222222222,22
1,sampled_lang_14,0.8,0.7297297297297297,0.5416666666666667,0.7937338431608101,artificial,0.45833333333333326,20
2,sampled_lang_14,0.0,0.8918918918918919,0.16666666666666663,0.7495041371268678,artificial,0.8333333333333334,8
3,sampled_lang_14,0.6666666666666666,0.8783783783783784,0.22592592592592586,0.7840297232585944,artificial,0.7740740740740741,9
4,sampled_lang_30,0.2,0.32432432432432434,0.2688425925925926,-17.39204435556861,artificial,0.7311574074074074,50
5,sampled_lang_14,0.7142857142857143,0.5945945945945945,0.4898148148148148,-3.2579507349887455,artificial,0.5101851851851852,30
6,sampled_lang_14,0.8,0.7567567567567568,0.4907407407407407,0.7582219112710222,artificial,0.5092592592592593,18
7,sampled_lang_14,1.0,0.8378378378378378,0.25,0.7059442611944449,artificial,0.75,12
8,sampled_lang_14,1.0,0.7297297297297297,0.8333333333333333,0.9988681572850073,artificial,0.16666666666666674,20
9,sampled_lang_109,0.9,0.5945945945945945,0.3614814814814815,-3.2665973502599845,artificial,0.6385185185185185,30
10,sampled_lang_14,0.7142857142857143,0.5405405405405406,0.6574074074074074,-6.075216239963949,artificial,0.34259259259259256,34
11,sampled_lang_2,0.0,0.7837837837837838,0.1875,0.6317093123241586,artificial,0.8125,16
12,sampled_lang_40,0.125,0.29729729729729726,0.37777777777777777,-18.803877909311435,artificial,0.6222222222222222,52
13,sampled_lang_14,0.8,0.7027027027027026,0.5,0.7348840314517954,artificial,0.5,22
14,sampled_lang_60,0.2,0.6486486486486487,0.2905092592592593,-0.5005627463050037,artificial,0.7094907407407407,26
15,sampled_lang_14,0.75,0.8108108108108107,0.28055555555555556,0.7122090390619549,artificial,0.7194444444444444,14
16,sampled_lang_14,1.0,0.9324324324324325,0.2222222222222222,0.8629814683480889,artificial,0.7777777777777778,5
17,sampled_lang_14,0.8,0.7297297297297297,0.5208333333333333,0.7790026587980112,artificial,0.47916666666666674,20
18,sampled_lang_51,0.0,0.9189189189189189,0.16666666666666663,0.7651119117943227,artificial,0.8333333333333334,6
19,sampled_lang_14,0.8,0.6756756756756757,0.7083333333333333,0.7941608243156076,artificial,0.29166666666666674,24
20,sampled_lang_14,0.6666666666666666,0.5945945945945945,0.4652777777777778,-3.2594558252749977,artificial,0.5347222222222222,30
21,sampled_lang_14,0.75,0.8108108108108107,0.4097222222222222,0.8035384287953975,artificial,0.5902777777777778,14
