,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.8256303658298267,0.8628412818789643,132122
cogsci universal false,38.57681452315412,0.9086982118130618,0.8282416675219896,28699
population,43.969860901250456,0.8404540773592469,0.8566668747279653,160821
