bootstrap_sample_percent,low,high
1,0.06022828349127658,0.6973985499803101
3,0.2665066360181415,0.5356568004307745
10,0.2974908875574647,0.47030852620436014
31,0.34672183768491793,0.4484525079523999
100,0.36190297567795066,0.43424622714907146
