,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.4904506983776675,0.7516708703022764,132122
cogsci universal false,38.57681452315412,0.7552634303404495,0.7677449841849978,28699
population,43.969860901250456,0.5377073414441818,0.7545393451551886,160821
