bootstrap_sample_percent,low,high
1,0.6746076049283747,0.8806303739244002
3,0.7546612266984585,0.849945470500522
10,0.7780716150871316,0.8366441626303158
31,0.7857034415784099,0.8185122070663269
100,0.7985943643182436,0.8190839059280399
