bootstrap_sample_percent,low,high
1,-0.4279805387377757,-0.11152814344457601
3,-0.3574158378433181,-0.15671701532955776
10,-0.31308687479606245,-0.1983980029225283
31,-0.29607064814955464,-0.23374867200105345
100,-0.2836632630491742,-0.25103828008089135
