bootstrap_sample_percent,low,high
1,0.5313972879457658,0.6137908627518764
3,0.5465420637191157,0.5976207547495422
10,0.5551805276217985,0.5829022958998675
31,0.5627610615236089,0.5777258692059893
100,0.5654925113232482,0.5750574878535519
