,name,naturalness,simplicity,informativity,optimality,Language,comm_cost,complexity,counts
442,sampled_lang_14,0.6,0.7027027027027026,0.66,0.864,artificial,0.34,22,2
7083,sampled_lang_14,0.6,0.7027027027027026,0.659,0.864,artificial,0.341,22,2
3643,sampled_lang_14,0.667,0.7027027027027026,0.658,0.864,artificial,0.342,22,2
11782,sampled_lang_14,0.833,0.7027027027027026,0.657,0.863,artificial,0.343,22,2
3290,sampled_lang_14,0.667,0.7027027027027026,0.656,0.863,artificial,0.344,22,2
5545,sampled_lang_14,0.833,0.7027027027027026,0.655,0.862,artificial,0.345,22,2
2287,sampled_lang_14,0.6,0.7027027027027026,0.653,0.862,artificial,0.347,22,2
11469,sampled_lang_14,0.667,0.7027027027027026,0.651,0.861,artificial,0.349,22,2
1311,sampled_lang_14,0.5,0.7027027027027026,0.649,0.86,artificial,0.351,22,2
2028,sampled_lang_14,0.8,0.7027027027027026,0.648,0.86,artificial,0.352,22,2
15254,sampled_lang_5,0.833,0.7027027027027026,0.647,0.86,artificial,0.353,22,2
173,sampled_lang_14,0.6,0.7027027027027026,0.646,0.859,artificial,0.354,22,2
3040,sampled_lang_14,0.667,0.7027027027027026,0.645,0.859,artificial,0.355,22,2
1926,sampled_lang_186,0.714,0.7027027027027026,0.643,0.858,artificial,0.357,22,2
7063,sampled_lang_14,0.833,0.7027027027027026,0.642,0.858,artificial,0.358,22,2
5094,sampled_lang_14,0.667,0.7027027027027026,0.641,0.858,artificial,0.359,22,2
4588,sampled_lang_14,0.714,0.7027027027027026,0.64,0.857,artificial,0.36,22,2
2502,sampled_lang_14,0.8,0.7027027027027026,0.639,0.857,artificial,0.361,22,2
13188,sampled_lang_14,0.667,0.7027027027027026,0.638,0.856,artificial,0.362,22,2
4344,sampled_lang_14,0.6,0.7027027027027026,0.636,0.856,artificial,0.364,22,2
6577,sampled_lang_14,0.667,0.7027027027027026,0.635,0.856,artificial,0.365,22,2
3204,sampled_lang_14,0.6,0.7027027027027026,0.634,0.855,artificial,0.366,22,2
7426,sampled_lang_14,0.6,0.7027027027027026,0.633,0.855,artificial,0.367,22,2
489,sampled_lang_5,1.0,0.7027027027027026,0.632,0.854,artificial,0.368,22,2
7872,sampled_lang_14,0.667,0.7027027027027026,0.631,0.854,artificial,0.369,22,2
6700,sampled_lang_14,0.667,0.7027027027027026,0.63,0.854,artificial,0.37,22,2
10642,sampled_lang_14,0.6,0.7027027027027026,0.628,0.853,artificial,0.372,22,2
34,sampled_lang_14,0.8,0.7027027027027026,0.627,0.853,artificial,0.373,22,2
3697,sampled_lang_14,0.6,0.7027027027027026,0.626,0.852,artificial,0.374,22,2
1664,sampled_lang_14,0.25,0.7027027027027026,0.625,0.852,artificial,0.375,22,2
3358,sampled_lang_14,0.6,0.7027027027027026,0.622,0.851,artificial,0.378,22,2
10592,sampled_lang_14,0.6,0.7027027027027026,0.621,0.851,artificial,0.379,22,2
3592,sampled_lang_5,0.6,0.7027027027027026,0.62,0.85,artificial,0.38,22,2
626,sampled_lang_14,0.8,0.7027027027027026,0.618,0.85,artificial,0.382,22,2
2897,sampled_lang_14,0.667,0.7027027027027026,0.617,0.849,artificial,0.383,22,2
8494,sampled_lang_14,0.8,0.7027027027027026,0.616,0.849,artificial,0.384,22,2
503,sampled_lang_14,0.667,0.7027027027027026,0.615,0.849,artificial,0.385,22,2
10629,sampled_lang_14,0.6,0.7027027027027026,0.614,0.848,artificial,0.386,22,2
4740,sampled_lang_14,0.6,0.7027027027027026,0.613,0.848,artificial,0.387,22,2
3608,sampled_lang_14,0.5,0.7027027027027026,0.612,0.848,artificial,0.388,22,2
672,sampled_lang_147,0.8,0.7027027027027026,0.611,0.847,artificial,0.389,22,2
5904,sampled_lang_14,0.6,0.7027027027027026,0.61,0.847,artificial,0.39,22,2
9515,sampled_lang_14,0.6,0.7027027027027026,0.609,0.846,artificial,0.391,22,2
1058,sampled_lang_14,0.5,0.7027027027027026,0.608,0.846,artificial,0.392,22,2
91,sampled_lang_14,0.8,0.7027027027027026,0.606,0.846,artificial,0.394,22,2
2639,sampled_lang_14,0.6,0.7027027027027026,0.605,0.845,artificial,0.395,22,2
2076,sampled_lang_14,0.8,0.7027027027027026,0.604,0.845,artificial,0.396,22,2
10446,sampled_lang_14,0.6,0.7027027027027026,0.603,0.844,artificial,0.397,22,2
4387,sampled_lang_14,0.6,0.7027027027027026,0.602,0.844,artificial,0.398,22,2
1868,sampled_lang_14,0.667,0.7027027027027026,0.601,0.844,artificial,0.399,22,2
5645,sampled_lang_14,0.6,0.7027027027027026,0.6,0.843,artificial,0.4,22,2
14602,sampled_lang_14,0.5,0.7027027027027026,0.599,0.843,artificial,0.401,22,2
728,sampled_lang_14,0.6,0.7027027027027026,0.598,0.843,artificial,0.402,22,2
582,sampled_lang_14,0.8,0.7027027027027026,0.597,0.842,artificial,0.403,22,2
4225,sampled_lang_14,0.667,0.7027027027027026,0.596,0.842,artificial,0.404,22,2
993,sampled_lang_14,0.8,0.7027027027027026,0.595,0.841,artificial,0.405,22,2
971,sampled_lang_14,0.6,0.7027027027027026,0.594,0.841,artificial,0.406,22,2
6136,sampled_lang_68,0.4,0.7027027027027026,0.593,0.841,artificial,0.407,22,2
2074,sampled_lang_14,0.6,0.7027027027027026,0.592,0.84,artificial,0.408,22,2
361,sampled_lang_14,1.0,0.7027027027027026,0.59,0.84,artificial,0.41,22,2
10131,sampled_lang_14,0.25,0.7027027027027026,0.589,0.839,artificial,0.411,22,2
9880,sampled_lang_5,0.6,0.7027027027027026,0.588,0.839,artificial,0.412,22,2
13480,sampled_lang_14,0.6,0.7027027027027026,0.587,0.838,artificial,0.413,22,2
7142,sampled_lang_14,0.5,0.7027027027027026,0.586,0.838,artificial,0.414,22,2
3565,sampled_lang_14,0.6,0.7027027027027026,0.585,0.837,artificial,0.415,22,2
9615,sampled_lang_14,0.5,0.7027027027027026,0.584,0.837,artificial,0.416,22,2
14,sampled_lang_14,0.4,0.7027027027027026,0.583,0.837,artificial,0.417,22,2
4895,sampled_lang_14,0.6,0.7027027027027026,0.582,0.836,artificial,0.418,22,2
11759,sampled_lang_14,0.2,0.7027027027027026,0.581,0.836,artificial,0.419,22,2
1838,sampled_lang_14,0.833,0.7027027027027026,0.58,0.835,artificial,0.42,22,2
5124,sampled_lang_14,0.833,0.7027027027027026,0.579,0.835,artificial,0.421,22,2
4138,sampled_lang_14,0.5,0.7027027027027026,0.578,0.835,artificial,0.422,22,2
5542,sampled_lang_14,0.5,0.7027027027027026,0.577,0.834,artificial,0.423,22,2
220,sampled_lang_14,0.6,0.7027027027027026,0.576,0.834,artificial,0.424,22,2
948,sampled_lang_14,0.25,0.7027027027027026,0.574,0.833,artificial,0.426,22,2
4934,sampled_lang_14,0.4,0.7027027027027026,0.573,0.833,artificial,0.427,22,2
1749,sampled_lang_14,0.4,0.7027027027027026,0.572,0.832,artificial,0.428,22,2
7891,sampled_lang_14,0.833,0.7027027027027026,0.571,0.832,artificial,0.429,22,2
587,sampled_lang_14,0.4,0.7027027027027026,0.57,0.831,artificial,0.43,22,2
190,sampled_lang_146,0.5,0.7027027027027026,0.569,0.831,artificial,0.431,22,2
1571,sampled_lang_14,0.4,0.7027027027027026,0.568,0.83,artificial,0.432,22,2
4817,sampled_lang_14,0.25,0.7027027027027026,0.567,0.83,artificial,0.433,22,2
2908,sampled_lang_14,0.8,0.7027027027027026,0.566,0.83,artificial,0.434,22,2
4988,sampled_lang_14,0.4,0.7027027027027026,0.565,0.829,artificial,0.435,22,2
9355,sampled_lang_14,0.6,0.7027027027027026,0.564,0.829,artificial,0.436,22,2
1726,sampled_lang_127,0.429,0.7027027027027026,0.562,0.828,artificial,0.438,22,2
3455,sampled_lang_14,0.25,0.7027027027027026,0.561,0.828,artificial,0.439,22,2
12305,sampled_lang_14,0.4,0.7027027027027026,0.56,0.827,artificial,0.44,22,2
4294,sampled_lang_14,0.4,0.7027027027027026,0.559,0.827,artificial,0.441,22,2
7825,sampled_lang_106,0.4,0.7027027027027026,0.558,0.826,artificial,0.442,22,2
13035,sampled_lang_80,0.4,0.7027027027027026,0.557,0.826,artificial,0.443,22,2
500,sampled_lang_14,0.8,0.7027027027027026,0.556,0.825,artificial,0.444,22,2
10870,sampled_lang_5,0.6,0.7027027027027026,0.554,0.824,artificial,0.446,22,2
2163,sampled_lang_14,0.833,0.7027027027027026,0.553,0.824,artificial,0.447,22,2
4952,sampled_lang_14,1.0,0.7027027027027026,0.552,0.824,artificial,0.448,22,2
422,sampled_lang_14,1.0,0.7027027027027026,0.551,0.823,artificial,0.449,22,2
9001,sampled_lang_14,0.25,0.7027027027027026,0.55,0.822,artificial,0.45,22,2
4026,sampled_lang_124,0.4,0.7027027027027026,0.547,0.822,artificial,0.453,22,2
4552,sampled_lang_110,0.4,0.7027027027027026,0.546,0.822,artificial,0.454,22,2
4334,sampled_lang_14,0.25,0.7027027027027026,0.545,0.822,artificial,0.455,22,2
3442,sampled_lang_14,0.6,0.7027027027027026,0.544,0.822,artificial,0.456,22,2
13788,sampled_lang_72,0.25,0.7027027027027026,0.543,0.822,artificial,0.457,22,2
1589,sampled_lang_14,0.8,0.7027027027027026,0.542,0.822,artificial,0.458,22,2
4841,sampled_lang_14,0.4,0.7027027027027026,0.54,0.822,artificial,0.46,22,2
7447,sampled_lang_14,0.5,0.7027027027027026,0.539,0.822,artificial,0.461,22,2
2229,sampled_lang_14,0.6,0.7027027027027026,0.538,0.822,artificial,0.462,22,2
6170,sampled_lang_14,0.5,0.7027027027027026,0.537,0.822,artificial,0.463,22,2
9333,sampled_lang_14,0.25,0.7027027027027026,0.536,0.822,artificial,0.464,22,2
1209,sampled_lang_14,0.8,0.7027027027027026,0.535,0.822,artificial,0.465,22,2
6347,sampled_lang_14,0.4,0.7027027027027026,0.534,0.822,artificial,0.466,22,2
13125,sampled_lang_14,0.25,0.7027027027027026,0.533,0.822,artificial,0.467,22,2
1942,sampled_lang_14,0.6,0.7027027027027026,0.532,0.822,artificial,0.468,22,2
4329,sampled_lang_14,0.8,0.7027027027027026,0.531,0.822,artificial,0.469,22,2
572,sampled_lang_115,0.6,0.7027027027027026,0.53,0.822,artificial,0.47,22,2
11279,sampled_lang_14,0.8,0.7027027027027026,0.528,0.821,artificial,0.472,22,2
1434,sampled_lang_14,0.25,0.7027027027027026,0.527,0.821,artificial,0.473,22,2
1178,sampled_lang_14,0.4,0.7027027027027026,0.526,0.821,artificial,0.474,22,2
1983,sampled_lang_14,0.4,0.7027027027027026,0.525,0.821,artificial,0.475,22,2
6287,sampled_lang_14,0.5,0.7027027027027026,0.524,0.821,artificial,0.476,22,2
653,sampled_lang_14,0.8,0.7027027027027026,0.523,0.821,artificial,0.477,22,2
300,sampled_lang_14,0.25,0.7027027027027026,0.522,0.821,artificial,0.478,22,2
1598,sampled_lang_14,0.8,0.7027027027027026,0.521,0.821,artificial,0.479,22,2
6309,sampled_lang_14,0.5,0.7027027027027026,0.52,0.821,artificial,0.48,22,2
13431,sampled_lang_14,0.25,0.7027027027027026,0.519,0.821,artificial,0.481,22,2
12725,sampled_lang_14,0.8,0.7027027027027026,0.518,0.821,artificial,0.482,22,2
1882,sampled_lang_14,0.25,0.7027027027027026,0.517,0.821,artificial,0.483,22,2
3202,sampled_lang_14,0.6,0.7027027027027026,0.516,0.821,artificial,0.484,22,2
7411,sampled_lang_14,0.25,0.7027027027027026,0.515,0.821,artificial,0.485,22,2
5392,sampled_lang_14,0.8,0.7027027027027026,0.514,0.821,artificial,0.486,22,2
656,sampled_lang_14,0.25,0.7027027027027026,0.512,0.821,artificial,0.488,22,2
123,sampled_lang_14,0.25,0.7027027027027026,0.511,0.821,artificial,0.489,22,2
5232,sampled_lang_14,0.25,0.7027027027027026,0.51,0.821,artificial,0.49,22,2
6684,sampled_lang_14,0.4,0.7027027027027026,0.509,0.82,artificial,0.491,22,2
4722,sampled_lang_14,0.25,0.7027027027027026,0.508,0.82,artificial,0.492,22,2
7985,sampled_lang_14,0.6,0.7027027027027026,0.507,0.82,artificial,0.493,22,2
7975,sampled_lang_14,0.5,0.7027027027027026,0.506,0.82,artificial,0.494,22,2
982,sampled_lang_123,0.2,0.7027027027027026,0.505,0.82,artificial,0.495,22,2
4143,sampled_lang_14,0.25,0.7027027027027026,0.504,0.82,artificial,0.496,22,2
333,sampled_lang_14,0.6,0.7027027027027026,0.503,0.82,artificial,0.497,22,2
9781,sampled_lang_14,0.5,0.7027027027027026,0.502,0.82,artificial,0.498,22,2
1038,sampled_lang_80,0.25,0.7027027027027026,0.5,0.82,artificial,0.5,22,2
11301,sampled_lang_28,0.0,0.7027027027027026,0.499,0.82,artificial,0.501,22,2
1702,sampled_lang_14,0.25,0.7027027027027026,0.498,0.82,artificial,0.502,22,2
4099,sampled_lang_14,0.5,0.7027027027027026,0.497,0.82,artificial,0.503,22,2
13126,sampled_lang_14,0.25,0.7027027027027026,0.495,0.82,artificial,0.505,22,2
1120,sampled_lang_41,0.25,0.7027027027027026,0.494,0.82,artificial,0.506,22,2
11999,sampled_lang_14,0.25,0.7027027027027026,0.493,0.82,artificial,0.507,22,2
14504,sampled_lang_14,0.25,0.7027027027027026,0.492,0.82,artificial,0.508,22,2
952,sampled_lang_14,0.8,0.7027027027027026,0.491,0.82,artificial,0.509,22,2
5639,sampled_lang_14,0.25,0.7027027027027026,0.49,0.819,artificial,0.51,22,2
1558,sampled_lang_14,0.333,0.7027027027027026,0.489,0.819,artificial,0.511,22,2
5603,sampled_lang_14,0.8,0.7027027027027026,0.488,0.819,artificial,0.512,22,2
2436,sampled_lang_14,0.2,0.7027027027027026,0.486,0.819,artificial,0.514,22,2
5681,sampled_lang_14,0.0,0.7027027027027026,0.485,0.819,artificial,0.515,22,2
8684,sampled_lang_14,0.25,0.7027027027027026,0.484,0.819,artificial,0.516,22,2
1,sampled_lang_14,0.5,0.7027027027027026,0.483,0.819,artificial,0.517,22,2
7074,sampled_lang_88,0.167,0.7027027027027026,0.482,0.819,artificial,0.518,22,2
14360,sampled_lang_14,0.25,0.7027027027027026,0.481,0.819,artificial,0.519,22,2
3448,sampled_lang_14,0.8,0.7027027027027026,0.479,0.819,artificial,0.521,22,2
3644,sampled_lang_14,0.0,0.7027027027027026,0.478,0.819,artificial,0.522,22,2
6157,sampled_lang_14,0.5,0.7027027027027026,0.477,0.819,artificial,0.523,22,2
754,sampled_lang_14,0.5,0.7027027027027026,0.476,0.819,artificial,0.524,22,2
2134,sampled_lang_14,0.0,0.7027027027027026,0.475,0.819,artificial,0.525,22,2
617,sampled_lang_14,0.25,0.7027027027027026,0.474,0.819,artificial,0.526,22,2
276,sampled_lang_0,0.0,0.7027027027027026,0.472,0.819,artificial,0.528,22,2
2750,sampled_lang_14,0.5,0.7027027027027026,0.471,0.819,artificial,0.529,22,2
3086,sampled_lang_14,0.6,0.7027027027027026,0.47,0.818,artificial,0.53,22,2
2281,sampled_lang_14,0.5,0.7027027027027026,0.469,0.818,artificial,0.531,22,2
1213,sampled_lang_14,0.5,0.7027027027027026,0.468,0.818,artificial,0.532,22,2
3870,sampled_lang_38,0.0,0.7027027027027026,0.465,0.818,artificial,0.535,22,2
13818,sampled_lang_14,0.5,0.7027027027027026,0.464,0.818,artificial,0.536,22,2
315,sampled_lang_14,0.6,0.7027027027027026,0.463,0.818,artificial,0.537,22,2
2243,sampled_lang_10,0.0,0.7027027027027026,0.461,0.818,artificial,0.539,22,2
4713,sampled_lang_14,0.6,0.7027027027027026,0.46,0.818,artificial,0.54,22,2
4319,sampled_lang_14,0.0,0.7027027027027026,0.459,0.818,artificial,0.541,22,2
3846,sampled_lang_14,0.25,0.7027027027027026,0.458,0.818,artificial,0.542,22,2
7470,sampled_lang_14,0.25,0.7027027027027026,0.457,0.818,artificial,0.543,22,2
522,sampled_lang_14,0.4,0.7027027027027026,0.455,0.818,artificial,0.545,22,2
3261,sampled_lang_14,0.8,0.7027027027027026,0.451,0.817,artificial,0.549,22,2
6165,sampled_lang_14,1.0,0.7027027027027026,0.45,0.817,artificial,0.55,22,2
9214,sampled_lang_14,0.5,0.7027027027027026,0.448,0.817,artificial,0.552,22,2
2461,sampled_lang_35,0.0,0.7027027027027026,0.444,0.817,artificial,0.556,22,2
12605,sampled_lang_14,0.25,0.7027027027027026,0.442,0.817,artificial,0.558,22,2
3749,sampled_lang_40,0.25,0.7027027027027026,0.439,0.816,artificial,0.561,22,2
7021,sampled_lang_14,0.5,0.7027027027027026,0.438,0.816,artificial,0.562,22,2
8387,sampled_lang_14,0.0,0.7027027027027026,0.436,0.816,artificial,0.564,22,2
10776,sampled_lang_14,0.5,0.7027027027027026,0.434,0.816,artificial,0.566,22,2
641,sampled_lang_14,0.0,0.7027027027027026,0.431,0.815,artificial,0.569,22,2
12599,sampled_lang_14,0.25,0.7027027027027026,0.426,0.815,artificial,0.574,22,2
15123,sampled_lang_47,0.25,0.7027027027027026,0.424,0.814,artificial,0.576,22,2
419,sampled_lang_73,0.25,0.7027027027027026,0.422,0.814,artificial,0.578,22,2
7460,sampled_lang_14,0.0,0.7027027027027026,0.421,0.814,artificial,0.579,22,2
7102,sampled_lang_14,0.0,0.7027027027027026,0.418,0.813,artificial,0.582,22,2
1034,sampled_lang_14,0.0,0.7027027027027026,0.417,0.813,artificial,0.583,22,2
576,sampled_lang_14,0.25,0.7027027027027026,0.415,0.813,artificial,0.585,22,2
1778,sampled_lang_14,0.0,0.7027027027027026,0.413,0.813,artificial,0.587,22,2
6341,sampled_lang_14,0.5,0.7027027027027026,0.412,0.812,artificial,0.588,22,2
13755,sampled_lang_14,0.0,0.7027027027027026,0.404,0.811,artificial,0.596,22,2
1980,sampled_lang_14,0.5,0.7027027027027026,0.403,0.811,artificial,0.597,22,2
1221,sampled_lang_14,0.0,0.7027027027027026,0.401,0.81,artificial,0.599,22,2
485,sampled_lang_14,0.0,0.7027027027027026,0.4,0.81,artificial,0.6,22,2
9943,sampled_lang_4,0.0,0.7027027027027026,0.398,0.81,artificial,0.602,22,2
924,sampled_lang_14,0.0,0.7027027027027026,0.396,0.809,artificial,0.604,22,2
2835,sampled_lang_14,0.0,0.7027027027027026,0.395,0.809,artificial,0.605,22,2
2173,sampled_lang_14,0.0,0.7027027027027026,0.392,0.808,artificial,0.608,22,2
10065,sampled_lang_14,0.5,0.7027027027027026,0.391,0.808,artificial,0.609,22,2
9386,sampled_lang_14,0.0,0.7027027027027026,0.388,0.807,artificial,0.612,22,2
12326,sampled_lang_5,0.5,0.7027027027027026,0.368,0.802,artificial,0.632,22,2
2450,sampled_lang_14,0.0,0.7027027027027026,0.352,0.798,artificial,0.648,22,2
13121,sampled_lang_14,0.5,0.7027027027027026,0.351,0.797,artificial,0.649,22,2
8360,sampled_lang_14,0.0,0.7027027027027026,0.347,0.796,artificial,0.653,22,2
15172,sampled_lang_14,0.5,0.7027027027027026,0.333,0.792,artificial,0.667,22,2
9306,sampled_lang_28,0.0,0.7027027027027026,0.329,0.791,artificial,0.671,22,2
3818,sampled_lang_14,0.0,0.7027027027027026,0.321,0.789,artificial,0.679,22,2
5659,sampled_lang_5,0.0,0.7027027027027026,0.319,0.789,artificial,0.681,22,2
1370,sampled_lang_14,0.0,0.7027027027027026,0.278,0.777,artificial,0.722,22,2
4601,sampled_lang_14,0.857,0.6891891891891893,0.66,0.856,artificial,0.34,23,2
13836,sampled_lang_14,0.714,0.6891891891891893,0.632,0.846,artificial,0.368,23,2
3505,sampled_lang_14,0.714,0.6891891891891893,0.623,0.843,artificial,0.377,23,2
3264,sampled_lang_202,0.75,0.6891891891891893,0.617,0.841,artificial,0.383,23,2
508,sampled_lang_14,0.714,0.6891891891891893,0.606,0.837,artificial,0.394,23,2
13561,sampled_lang_159,0.714,0.6891891891891893,0.602,0.836,artificial,0.398,23,2
7732,sampled_lang_14,0.667,0.6891891891891893,0.6,0.835,artificial,0.4,23,2
795,sampled_lang_199,0.667,0.6891891891891893,0.589,0.831,artificial,0.411,23,2
873,sampled_lang_161,0.667,0.6891891891891893,0.588,0.831,artificial,0.412,23,2
10374,sampled_lang_14,0.667,0.6891891891891893,0.587,0.83,artificial,0.413,23,2
14813,sampled_lang_14,0.667,0.6891891891891893,0.586,0.83,artificial,0.414,23,2
13995,sampled_lang_186,0.625,0.6891891891891893,0.584,0.829,artificial,0.416,23,2
6013,sampled_lang_14,0.667,0.6891891891891893,0.576,0.826,artificial,0.424,23,2
11705,sampled_lang_14,0.571,0.6891891891891893,0.574,0.825,artificial,0.426,23,2
11050,sampled_lang_205,0.625,0.6891891891891893,0.573,0.825,artificial,0.427,23,2
13368,sampled_lang_14,0.5,0.6891891891891893,0.569,0.823,artificial,0.431,23,2
561,sampled_lang_206,0.625,0.6891891891891893,0.567,0.822,artificial,0.433,23,2
13453,sampled_lang_167,0.5,0.6891891891891893,0.564,0.821,artificial,0.436,23,2
7315,sampled_lang_189,0.714,0.6891891891891893,0.556,0.818,artificial,0.444,23,2
4625,sampled_lang_14,0.5,0.6891891891891893,0.552,0.816,artificial,0.448,23,2
3168,sampled_lang_14,0.667,0.6891891891891893,0.538,0.812,artificial,0.462,23,2
5224,sampled_lang_121,0.429,0.6891891891891893,0.533,0.812,artificial,0.467,23,2
10846,sampled_lang_14,0.5,0.6891891891891893,0.516,0.811,artificial,0.484,23,2
11967,sampled_lang_14,0.4,0.6891891891891893,0.514,0.811,artificial,0.486,23,2
3702,sampled_lang_125,0.5,0.6891891891891893,0.509,0.811,artificial,0.491,23,2
2056,sampled_lang_14,0.4,0.6891891891891893,0.506,0.811,artificial,0.494,23,2
11831,sampled_lang_14,0.2,0.6891891891891893,0.502,0.811,artificial,0.498,23,2
7593,sampled_lang_14,0.2,0.6891891891891893,0.501,0.81,artificial,0.499,23,2
6012,sampled_lang_126,0.4,0.6891891891891893,0.499,0.81,artificial,0.501,23,2
10461,sampled_lang_14,0.167,0.6891891891891893,0.494,0.81,artificial,0.506,23,2
8001,sampled_lang_14,0.4,0.6891891891891893,0.492,0.81,artificial,0.508,23,2
5863,sampled_lang_14,0.2,0.6891891891891893,0.486,0.81,artificial,0.514,23,2
13402,sampled_lang_14,0.2,0.6891891891891893,0.485,0.81,artificial,0.515,23,2
11912,sampled_lang_14,0.0,0.6891891891891893,0.481,0.809,artificial,0.519,23,2
13822,sampled_lang_14,0.2,0.6891891891891893,0.477,0.809,artificial,0.523,23,2
9945,sampled_lang_45,0.0,0.6891891891891893,0.476,0.809,artificial,0.524,23,2
7328,sampled_lang_14,0.2,0.6891891891891893,0.47,0.809,artificial,0.53,23,2
9046,sampled_lang_100,0.2,0.6891891891891893,0.469,0.809,artificial,0.531,23,2
57,sampled_lang_14,0.2,0.6891891891891893,0.468,0.809,artificial,0.532,23,2
8399,sampled_lang_14,0.2,0.6891891891891893,0.467,0.809,artificial,0.533,23,2
5046,sampled_lang_14,0.2,0.6891891891891893,0.466,0.809,artificial,0.534,23,2
1355,sampled_lang_14,0.0,0.6891891891891893,0.461,0.808,artificial,0.539,23,2
6575,sampled_lang_14,0.0,0.6891891891891893,0.458,0.808,artificial,0.542,23,2
10206,sampled_lang_14,0.0,0.6891891891891893,0.454,0.808,artificial,0.546,23,2
14309,sampled_lang_14,0.0,0.6891891891891893,0.453,0.808,artificial,0.547,23,2
7905,sampled_lang_14,0.0,0.6891891891891893,0.452,0.808,artificial,0.548,23,2
996,sampled_lang_14,0.0,0.6891891891891893,0.451,0.808,artificial,0.549,23,2
14158,sampled_lang_14,0.0,0.6891891891891893,0.45,0.808,artificial,0.55,23,2
15019,sampled_lang_14,0.0,0.6891891891891893,0.446,0.807,artificial,0.554,23,2
15307,sampled_lang_14,0.0,0.6891891891891893,0.444,0.807,artificial,0.556,23,2
1385,sampled_lang_14,0.0,0.6891891891891893,0.443,0.807,artificial,0.557,23,2
7401,sampled_lang_14,0.0,0.6891891891891893,0.442,0.807,artificial,0.558,23,2
3111,sampled_lang_14,1.0,0.6756756756756757,1.0,1.0,artificial,0.0,24,2
3972,sampled_lang_14,1.0,0.6756756756756757,0.938,0.982,artificial,0.062,24,2
1371,sampled_lang_14,1.0,0.6756756756756757,0.937,0.982,artificial,0.063,24,2
260,sampled_lang_14,1.0,0.6756756756756757,0.896,0.965,artificial,0.104,24,2
1958,sampled_lang_14,1.0,0.6756756756756757,0.889,0.961,artificial,0.111,24,2
2386,sampled_lang_14,1.0,0.6756756756756757,0.875,0.953,artificial,0.125,24,2
13919,sampled_lang_14,1.0,0.6756756756756757,0.87,0.951,artificial,0.13,24,2
1608,sampled_lang_14,1.0,0.6756756756756757,0.851,0.94,artificial,0.149,24,2
4830,sampled_lang_14,0.833,0.6756756756756757,0.847,0.938,artificial,0.153,24,2
2694,sampled_lang_14,1.0,0.6756756756756757,0.833,0.93,artificial,0.167,24,2
4248,sampled_lang_14,0.833,0.6756756756756757,0.826,0.926,artificial,0.174,24,2
1786,sampled_lang_14,0.833,0.6756756756756757,0.822,0.923,artificial,0.178,24,2
1291,sampled_lang_14,1.0,0.6756756756756757,0.815,0.919,artificial,0.185,24,2
5253,sampled_lang_14,0.857,0.6756756756756757,0.812,0.918,artificial,0.188,24,2
780,sampled_lang_5,0.833,0.6756756756756757,0.806,0.916,artificial,0.194,24,2
1284,sampled_lang_14,0.833,0.6756756756756757,0.802,0.915,artificial,0.198,24,2
977,sampled_lang_14,0.833,0.6756756756756757,0.801,0.915,artificial,0.199,24,2
7185,sampled_lang_5,0.857,0.6756756756756757,0.799,0.914,artificial,0.201,24,2
962,sampled_lang_14,0.833,0.6756756756756757,0.794,0.913,artificial,0.206,24,2
325,sampled_lang_14,1.0,0.6756756756756757,0.792,0.912,artificial,0.208,24,2
4270,sampled_lang_14,0.833,0.6756756756756757,0.789,0.911,artificial,0.211,24,2
1653,sampled_lang_14,0.833,0.6756756756756757,0.785,0.909,artificial,0.215,24,2
975,sampled_lang_14,0.833,0.6756756756756757,0.781,0.908,artificial,0.219,24,2
270,sampled_lang_14,1.0,0.6756756756756757,0.778,0.906,artificial,0.222,24,2
3839,sampled_lang_14,0.857,0.6756756756756757,0.774,0.905,artificial,0.226,24,2
4202,sampled_lang_14,0.833,0.6756756756756757,0.773,0.904,artificial,0.227,24,2
383,sampled_lang_14,1.0,0.6756756756756757,0.771,0.903,artificial,0.229,24,2
10909,sampled_lang_14,0.833,0.6756756756756757,0.767,0.902,artificial,0.233,24,2
9694,sampled_lang_14,0.833,0.6756756756756757,0.766,0.901,artificial,0.234,24,2
7031,sampled_lang_14,1.0,0.6756756756756757,0.764,0.9,artificial,0.236,24,2
1546,sampled_lang_14,0.833,0.6756756756756757,0.76,0.899,artificial,0.24,24,2
455,sampled_lang_14,0.833,0.6756756756756757,0.759,0.898,artificial,0.241,24,2
490,sampled_lang_14,0.833,0.6756756756756757,0.757,0.897,artificial,0.243,24,2
11647,sampled_lang_14,0.857,0.6756756756756757,0.755,0.896,artificial,0.245,24,2
1235,sampled_lang_14,0.833,0.6756756756756757,0.75,0.894,artificial,0.25,24,2
1321,sampled_lang_14,0.833,0.6756756756756757,0.748,0.893,artificial,0.252,24,2
10773,sampled_lang_14,0.833,0.6756756756756757,0.745,0.892,artificial,0.255,24,2
9516,sampled_lang_14,0.6,0.6756756756756757,0.743,0.89,artificial,0.257,24,2
1089,sampled_lang_14,0.8,0.6756756756756757,0.741,0.889,artificial,0.259,24,2
2847,sampled_lang_14,0.857,0.6756756756756757,0.74,0.889,artificial,0.26,24,2
2435,sampled_lang_14,0.8,0.6756756756756757,0.736,0.887,artificial,0.264,24,2
1057,sampled_lang_14,0.833,0.6756756756756757,0.734,0.886,artificial,0.266,24,2
3183,sampled_lang_14,0.667,0.6756756756756757,0.733,0.885,artificial,0.267,24,2
