,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.8452253404917914,0.8837344010352907,132122
cogsci universal false,38.57681452315412,0.9265248090523758,0.8432911347539618,28699
population,43.969860901250456,0.8597334796540911,0.8765171763009098,160821
