,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.7799087582852428,0.8275283060228203,132122
cogsci universal false,38.57681452315412,0.8671028182546625,0.8050430444929932,28699
population,43.969860901250456,0.7954688053379431,0.8235157422367195,160821
