bootstrap_sample_percent,low,high
1,0.5633470183433283,0.6371358967564539
3,0.5794466824025268,0.6171975264033269
10,0.5854827837622041,0.6113873801288977
31,0.5931569163173118,0.6055838426929272
100,0.595383405805727,0.6037257903393556
