,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.4916144225807497,0.7521225881004067,132122
cogsci universal false,38.57681452315412,0.7446685862299739,0.7677027229594637,28699
population,43.969860901250456,0.5367727131184847,0.7549029108836259,160821
