bootstrap_sample_percent,low,high
1,0.3273944793723029,0.4918006120929781
3,0.3638199731308428,0.45459189611979284
10,0.3856870107293459,0.4385428317203693
31,0.39845305594138186,0.4280823456936096
100,0.40404527999146217,0.41863952149159456
