,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.8347746873387434,0.8720928372351741,132122
cogsci universal false,38.57681452315412,0.9170172905247416,0.8348136838729651,28699
population,43.969860901250456,0.8494511317635076,0.865440258142008,160821
