bootstrap_sample_percent,low,high
1,0.473268077857469,0.5716972259521083
3,0.5052177507457527,0.5460094157240097
10,0.5192365270177917,0.5434955309809935
31,0.5250081071574315,0.537742886299629
100,0.5266475818291376,0.5343759498710015
