,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.8408709016780216,0.8787567830131748,132122
cogsci universal false,38.57681452315412,0.9225633429991947,0.839637157226371,28699
population,43.969860901250456,0.8554491680330146,0.8717757659789848,160821
