,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.49437287995101886,0.7551927506131629,132122
cogsci universal false,38.57681452315412,0.7195548816718098,0.7675899743001535,28699
population,43.969860901250456,0.534557297827944,0.7574050731493549,160821
