bootstrap_sample_percent,low,high
1,0.53501820769347,0.6978887115196983
3,0.5737976504295355,0.6639101408705042
10,0.5919855152779951,0.6390306755159538
31,0.6071589556805257,0.6334548083791822
100,0.6116452157916716,0.6270752473065844
