comm_cost,complexity,naturalness,Language
0.34444444444444455,18,0.8,artificial
0.375,14,0.75,artificial
0.4256944444444445,16,0.5,artificial
0.2592592592592593,30,0.7142857142857143,artificial
0.4166666666666665,12,0.6666666666666666,artificial
0.4224537037037037,28,0.6666666666666666,artificial
0.525462962962963,9,0.6666666666666666,artificial
0.5231481481481481,18,0.75,artificial
0.6203703703703703,18,0.3333333333333333,artificial
0.5833333333333334,6,0.5,artificial
0.5833333333333333,14,0.0,artificial
0.15277777777777768,18,1.0,artificial
0.38888888888888895,14,0.6666666666666666,artificial
0.16666666666666674,20,1.0,artificial
0.20833333333333337,14,1.0,artificial
0.39583333333333337,16,1.0,artificial
0.4375,20,0.8,artificial
0.4444444444444444,16,0.6666666666666666,artificial
0.16666666666666674,20,1.0,artificial
0.29166666666666674,20,0.8,artificial
0.3217592592592593,16,1.0,artificial
0.55,12,0.0,artificial
0.25,20,0.8,artificial
0.49722222222222223,24,0.0,artificial
0.48611111111111116,12,0.6666666666666666,artificial
0.16666666666666674,14,1.0,artificial
0.5986111111111111,14,0.3333333333333333,artificial
0.5625,14,0.6666666666666666,artificial
0.6666666666666667,8,1.0,artificial
0.48611111111111116,8,0.5,artificial
0.4131944444444444,22,0.8,artificial
0.47777777777777775,6,0.5,artificial
0.5277777777777779,10,0.0,artificial
0.42361111111111105,9,1.0,artificial
0.7083333333333334,10,1.0,artificial
0.494212962962963,17,0.5,artificial
0.75,2,1.0,artificial
0.6296296296296297,22,0.5,artificial
0.5625,10,1.0,artificial
0.26388888888888895,26,0.8333333333333334,artificial
0.5081018518518519,9,0.6666666666666666,artificial
0.5625,10,1.0,artificial
0.463425925925926,66,0.1,artificial
0.4816898148148149,45,0.3333333333333333,artificial
0.701388888888889,16,0.0,artificial
0.5333333333333333,8,0.0,artificial
0.4305555555555556,12,0.6666666666666666,artificial
0.22222222222222232,30,0.8571428571428571,artificial
0.29166666666666674,24,0.8,artificial
0.5775462962962963,12,0.3333333333333333,artificial
0.35416666666666674,10,1.0,artificial
0.7222222222222222,6,0.0,artificial
0.1875000000000001,32,0.8571428571428571,artificial
0.369212962962963,16,0.75,artificial
0.5826388888888889,12,0.3333333333333333,artificial
0.38888888888888895,18,1.0,artificial
0.47434854497354495,58,0.2,artificial
0.4375000000000001,34,0.5714285714285714,artificial
0.2847222222222222,20,0.8,artificial
0.2835648148148149,18,0.8,artificial
0.29166666666666663,12,1.0,artificial
0.33333333333333337,10,1.0,artificial
0.47777777777777786,6,0.5,artificial
0.5121527777777779,23,0.4,artificial
0.3194444444444444,14,1.0,artificial
0.4097222222222221,12,0.6666666666666666,artificial
0.28935185185185186,30,0.7142857142857143,artificial
0.44099867724867725,44,0.4444444444444444,artificial
0.22916666666666674,20,1.0,artificial
0.3055555555555556,18,0.8,artificial
0.5407407407407407,9,0.6666666666666666,artificial
0.5729166666666667,12,0.0,artificial
0.3750000000000001,20,0.8,artificial
0.3541666666666665,20,0.8,artificial
0.29166666666666663,24,0.8333333333333334,artificial
0.5069444444444444,36,0.7142857142857143,artificial
0.4288194444444444,40,0.5714285714285714,artificial
0.35416666666666663,16,0.5,artificial
0.7083333333333334,10,1.0,artificial
0.48553240740740744,11,0.75,artificial
0.3914351851851853,32,0.5714285714285714,artificial
0.5277777777777778,12,0.6666666666666666,artificial
0.31944444444444453,14,1.0,artificial
0.5694444444444444,16,0.6666666666666666,artificial
0.5231481481481481,28,0.6,artificial
0.5194444444444444,20,0.0,artificial
0.23958333333333337,20,0.8,artificial
0.14583333333333326,24,1.0,artificial
0.3988425925925926,34,0.5714285714285714,artificial
0.26388888888888884,16,1.0,artificial
0.5486111111111112,14,0.6666666666666666,artificial
0.3055555555555556,28,0.6666666666666666,artificial
0.43333333333333335,14,0.75,artificial
0.29861111111111116,30,0.7142857142857143,artificial
0.5150810185185185,31,0.375,artificial
0.6145833333333334,10,0.5,artificial
0.5347222222222222,22,0.0,artificial
0.31944444444444453,16,0.75,artificial
0.41666666666666674,10,1.0,artificial
0.34375,20,0.75,artificial
0.4085648148148149,32,0.7142857142857143,artificial
0.27083333333333337,32,1.0,artificial
0.45879629629629626,10,0.6666666666666666,artificial
0.5,12,1.0,artificial
0.16666666666666663,30,1.0,artificial
0.33333333333333337,16,1.0,artificial
0.5555555555555556,20,0.0,artificial
0.5046296296296297,8,1.0,artificial
1.1102230246251565e-16,24,1.0,artificial
0.4027777777777778,12,0.6666666666666666,artificial
0.6291666666666667,12,0.0,artificial
0.4913194444444444,24,0.4,artificial
0.44901785714285714,48,0.4444444444444444,artificial
0.11111111111111127,30,0.8571428571428571,artificial
0.6527777777777779,10,0.0,artificial
0.3125000000000001,16,1.0,artificial
0.5296296296296296,16,0.5,artificial
0.33333333333333326,16,0.75,artificial
0.41087962962962965,20,0.8333333333333334,artificial
0.369212962962963,26,0.6,artificial
0.701388888888889,16,0.0,artificial
0.5833333333333334,8,1.0,artificial
0.38888888888888895,14,0.6666666666666666,artificial
0.29166666666666663,20,1.0,artificial
0.14583333333333348,16,1.0,artificial
0.42650462962962965,36,0.3333333333333333,artificial
0.6111111111111112,12,0.5,artificial
0.4444444444444444,10,0.6666666666666666,artificial
0.5583333333333333,26,0.4,artificial
0.41666666666666674,12,1.0,artificial
0.08333333333333348,18,1.0,artificial
0.47685185185185186,23,0.4,artificial
0.3055555555555556,28,0.8333333333333334,artificial
0.375,22,0.5,artificial
0.16666666666666674,40,0.75,artificial
0.3240740740740742,18,0.8,artificial
0.20138888888888884,12,1.0,artificial
0.375,22,0.6,artificial
0.494212962962963,24,0.6666666666666666,artificial
0.5972222222222223,10,0.5,artificial
0.4027777777777778,14,0.6666666666666666,artificial
0.18518518518518523,16,1.0,artificial
0.5520833333333334,8,0.0,artificial
0.46851851851851856,26,0.6666666666666666,artificial
0.47395833333333337,46,0.2222222222222222,artificial
0.47916666666666674,9,1.0,artificial
0.3564814814814816,34,0.5,artificial
0.3861111111111113,36,0.625,artificial
0.3402777777777779,30,0.6666666666666666,artificial
0.7222222222222223,12,0.5,artificial
0.3622685185185185,22,0.6,artificial
0.44791666666666674,28,0.6666666666666666,artificial
0.41666666666666674,28,0.8333333333333334,artificial
0.5208333333333334,13,0.6666666666666666,artificial
0.27083333333333337,20,0.8,artificial
0.46504629629629635,18,0.5,artificial
0.5347222222222223,18,0.5,artificial
0.47916666666666674,10,1.0,artificial
0.16666666666666674,20,1.0,artificial
0.6666666666666667,10,0.5,artificial
0.625,16,0.6666666666666666,artificial
0.5138888888888888,14,0.6666666666666666,artificial
0.28240740740740744,26,0.8333333333333334,artificial
0.5555555555555556,12,0.0,artificial
0.5333333333333333,14,0.75,artificial
0.3159722222222222,26,0.6666666666666666,artificial
0.2500000000000001,26,0.8333333333333334,artificial
0.42361111111111116,14,0.75,artificial
0.59375,12,0.0,artificial
0.39583333333333337,16,1.0,artificial
0.2500000000000001,16,1.0,artificial
0.2187500000000001,30,0.7142857142857143,artificial
0.48263888888888895,26,0.25,artificial
0.48958333333333337,16,0.6666666666666666,artificial
0.48611111111111116,18,0.8,artificial
0.11111111111111127,30,0.8571428571428571,artificial
0.11111111111111116,34,0.875,artificial
0.46944444444444444,16,0.5,artificial
0.375,18,0.8,artificial
0.44791666666666674,14,0.75,artificial
0.1527777777777778,24,0.8333333333333334,artificial
0.4767592592592592,33,0.6666666666666666,artificial
0.4907407407407408,25,0.6,artificial
0.46875,28,0.6666666666666666,artificial
0.4722222222222223,24,0.8,artificial
0.2500000000000001,28,0.8333333333333334,artificial
0.32986111111111116,34,0.7142857142857143,artificial
0.47916666666666663,24,0.8333333333333334,artificial
0.44756944444444446,35,0.625,artificial
0.26388888888888884,16,0.75,artificial
0.4638888888888889,16,0.3333333333333333,artificial
0.5347222222222222,4,1.0,artificial
0.5121527777777778,28,0.0,artificial
0.5625,12,1.0,artificial
0.5934027777777778,16,0.25,artificial
0.38020833333333337,30,0.75,artificial
0.27083333333333337,18,0.8,artificial
0.49263227513227514,52,0.3,artificial
0.5541666666666667,12,0.0,artificial
0.45000000000000007,16,0.3333333333333333,artificial
0.2847222222222222,16,0.75,artificial
0.4083333333333333,14,0.75,artificial
0.47127314814814814,42,0.375,artificial
0.47916666666666674,26,0.6,artificial
0.5393518518518519,13,0.6666666666666666,artificial
0.5486111111111112,7,0.5,artificial
0.46643518518518523,22,0.25,artificial
0.5046296296296297,11,0.6666666666666666,artificial
0.5541666666666667,12,0.0,artificial
0.6666666666666667,12,0.5,artificial
0.2777777777777779,18,1.0,artificial
0.5416666666666667,14,1.0,artificial
0.4189814814814815,30,0.6666666666666666,artificial
0.33333333333333337,16,1.0,artificial
0.5,16,0.6666666666666666,artificial
0.46875,12,0.6666666666666666,artificial
0.4021990740740742,36,0.7,artificial
0.6166666666666667,8,0.0,artificial
0.475,20,0.5,artificial
0.1875000000000001,22,0.8,artificial
0.5740740740740741,12,0.3333333333333333,artificial
0.36777777777777776,36,0.8,artificial
0.23611111111111127,18,0.8,artificial
0.22916666666666674,24,0.8333333333333334,artificial
0.5347222222222222,22,0.0,artificial
0.1527777777777779,26,0.8333333333333334,artificial
0.5,16,0.6666666666666666,artificial
0.35416666666666663,12,1.0,artificial
0.5555555555555556,12,0.0,artificial
0.5123842592592592,11,0.5,artificial
0.38240740740740753,16,0.8,artificial
0.6666666666666667,12,0.5,artificial
0.4537037037037037,32,0.5,artificial
0.11111111111111105,30,0.8571428571428571,artificial
0.5104166666666667,16,0.6666666666666666,artificial
0.5347222222222222,4,1.0,artificial
0.4833333333333333,14,0.75,artificial
0.22222222222222232,22,1.0,artificial
0.33333333333333337,18,0.75,artificial
0.41666666666666663,10,1.0,artificial
0.48032407407407407,20,0.0,artificial
0.4467592592592593,16,0.75,artificial
0.3055555555555556,28,0.8333333333333334,artificial
0.5013888888888889,26,0.2,artificial
0.5,6,0.5,artificial
0.33912037037037035,22,0.6,artificial
0.16666666666666674,20,1.0,artificial
0.4059027777777777,37,0.7777777777777778,artificial
0.401712962962963,32,0.5714285714285714,artificial
0.5,16,0.3333333333333333,artificial
0.39178240740740744,24,0.6,artificial
0.5347222222222222,9,0.6666666666666666,artificial
0.5065972222222223,40,0.0,artificial
0.462962962962963,14,0.75,artificial
0.45879629629629626,10,0.6666666666666666,artificial
0.5416666666666666,12,0.5,artificial
0.31770833333333337,30,0.8571428571428571,artificial
0.4756944444444444,18,0.3333333333333333,artificial
0.3437500000000001,14,0.75,artificial
0.32291666666666674,20,0.8,artificial
0.367824074074074,38,0.8,artificial
0.6585648148148149,20,0.3333333333333333,artificial
0.3032407407407407,18,1.0,artificial
0.5057870370370371,11,0.75,artificial
0.4722222222222222,10,0.0,artificial
