,complexity,comm_cost,optimality,N
cogsci universal true,45.14131635912263,0.4896544660281902,0.7515643826248388,132122
cogsci universal false,38.57681452315412,0.7625125342055119,0.7678103038944933,28699
population,43.969860901250456,0.5383468239828164,0.7544635170321476,160821
